State,Year,City,Population,Violent Crime Total,Murder and nonnegligent manslaughter,Rape1,Robbery,Aggravated assault,Property Crime Total,Burglary,Larceny-theft,Motor vehicle theft,Arson2
NEW YORK,2022,Muttontown,"3,512",1,0,1,0,0,17,5,6,6,0
NEW YORK,2022,Nassau Village,"1,094",0,0,0,0,0,2,1,1,0,0
NEW YORK,2022,Newark Village,"8,939",18,0,3,4,11,326,30,280,16,0
NEW YORK,2022,New Berlin Town,"1,588",0,0,0,0,0,3,1,2,0,0
NEW YORK,2022,Newburgh,"28,819",318,3,21,70,224,714,97,550,67,7
NEW YORK,2022,Newburgh Town,"32,207",23,0,2,8,13,655,30,603,22,1
NEW YORK,2022,New Castle Town,"17,777",1,0,0,0,1,76,2,66,8,1
NEW YORK,2022,New Hartford Town and Village,"20,415",11,0,2,5,4,716,22,681,13,3
NEW YORK,2022,New Paltz Town and Village,"14,732",5,0,1,0,4,88,0,88,0,0
NEW YORK,2022,New Rochelle,"82,628",63,0,2,25,36,572,39,499,34,0
NEW YORK,2022,New Windsor Town,"28,008",23,0,5,2,16,352,29,309,14,0
NEW YORK,2022,New York,"8,236,567","61,293",438,"2,619","17,433","40,803","176,361","14,553","147,831","13,977",
NEW YORK,2022,New York Mills Village,"3,197",7,0,0,0,7,53,2,44,7,0
NEW YORK,2022,Niagara Falls,"48,129",388,5,10,69,304,"1,374",266,948,160,14
NEW YORK,2022,Niagara Town,"7,808",9,0,2,2,5,188,20,144,24,1
NEW YORK,2022,Niskayuna Town,"23,403",11,0,1,3,7,476,36,424,16,0
NEW YORK,2022,Nissequogue Village,"1,610",0,0,0,0,0,2,1,1,0,0
NEW YORK,2022,Norfolk Town ,"4,344",0,0,0,0,0,3,1,2,0,1
NEW YORK,2022,North Castle Town,"12,124",7,0,0,0,7,91,10,71,10,0
NEW YORK,2022,North Greenbush Town,"13,323",6,0,1,0,5,316,15,295,6,2
NEW YORK,2022,Northport Village,"7,352",1,0,0,0,1,60,1,59,0,0
NEW YORK,2022,North Tonawanda,"30,358",48,0,9,2,37,323,29,268,26,5
NEW YORK,2022,Northville Village,"1,009",0,0,0,0,0,3,0,3,0,0
NEW YORK,2022,Ocean Beach Village,171,0,0,0,0,0,28,0,28,0,0
NEW YORK,2022,Ogdensburg,"9,933",30,1,3,4,22,352,43,297,12,5
NEW YORK,2022,Ogden Town,"20,293",18,0,5,3,10,154,10,133,11,2
NEW YORK,2022,Old Brookville Village,"2,070",0,0,0,0,0,25,7,6,12,0
NEW YORK,2022,Old Westbury Village,"4,229",2,0,0,1,1,37,12,13,12,0
NEW YORK,2022,Olean,"13,671",57,0,6,5,46,431,42,368,21,3
NEW YORK,2022,Oneida,"10,268",62,0,8,4,50,422,48,355,19,2
NEW YORK,2022,Oneonta City,"12,447",10,0,2,3,5,116,14,91,11,2
NEW YORK,2022,Orangetown Town,"39,317",22,0,0,7,15,289,26,250,13,1
NEW YORK,2022,Orchard Park Town,"29,775",15,0,2,2,11,374,34,303,37,1
NEW YORK,2022,Oriskany Village,"1,314",0,0,0,0,0,5,1,4,0,0
NEW YORK,2022,Ossining Village,"26,980",18,0,0,5,13,183,9,171,3,0
NEW YORK,2022,Oswego City,"17,299",69,0,7,4,58,595,34,536,25,1
NEW YORK,2022,Oxford Village,"1,327",0,0,0,0,0,2,0,2,0,0
NEW YORK,2022,Oyster Bay Cove Village,"4,192",0,0,0,0,0,27,5,10,12,1
NEW YORK,2022,Peekskill,"26,178",68,1,2,11,54,276,17,250,9,3
NEW YORK,2022,Pelham Manor Village,"5,587",6,0,0,3,3,162,5,143,14,0
NEW YORK,2022,Pelham Village,"7,115",6,0,0,4,2,40,1,39,0,0
NEW YORK,2022,Perry Village,"3,664",6,0,3,0,3,46,3,40,3,0
NEW YORK,2022,Philmont Village,"1,527",0,0,0,0,0,7,1,5,1,0
NEW YORK,2022,Phoenix Village,"2,208",1,0,1,0,0,12,2,6,4,0
NEW YORK,2022,Pine Plains Town,"2,215",0,0,0,0,0,1,0,1,0,0
NEW YORK,2022,Plattekill Town,"10,534",2,0,0,1,1,25,1,23,1,0
NEW YORK,2022,Plattsburgh City,"19,904",25,1,6,3,15,294,23,251,20,2
NEW YORK,2022,Pleasantville Village,"7,324",1,0,0,0,1,51,2,46,3,0
NEW YORK,2022,Port Byron Village,"1,093",0,0,0,0,0,1,0,1,0,0
NEW YORK,2022,Port Chester Village,"30,804",19,0,0,8,11,329,15,295,19,0
NEW YORK,2022,Port Dickinson Village,"1,697",0,0,0,0,0,2,1,1,0,0
NEW YORK,2022,Port Jervis,"8,738",45,0,5,7,33,148,16,127,5,1
NEW YORK,2022,Portville Village,900,0,0,0,0,0,10,0,10,0,0
NEW YORK,2022,Port Washington,"20,071",6,0,0,2,4,138,12,118,8,0
NEW YORK,2022,Potsdam Village,"8,279",4,0,1,0,3,70,8,59,3,0
NEW YORK,2022,Poughkeepsie,"32,202",198,5,16,36,141,594,71,473,50,4
NEW YORK,2022,Poughkeepsie Town,"40,966",68,1,12,17,38,908,51,833,24,3
NEW YORK,2022,Pound Ridge Town,"4,929",3,0,0,0,3,31,2,28,1,0
NEW YORK,2022,Pulaski Village,"2,411",0,0,0,0,0,10,0,10,0,0
NEW YORK,2022,Quogue Village,"1,687",0,0,0,0,0,22,1,17,4,0
NEW YORK,2022,Red Hook Village,"1,956",1,0,0,0,1,51,1,48,2,0
NEW YORK,2022,Rensselaer City,"9,292",10,0,3,2,5,95,7,76,12,2
NEW YORK,2022,Rhinebeck Village,"2,692",1,0,0,0,1,23,0,23,0,0
NEW YORK,2022,Riverhead Town,"36,064",42,0,3,18,21,744,48,683,13,
NEW YORK,2022,Rochester,"210,270","1,538",66,69,478,925,"7,529",932,"5,233","1,364",126
NEW YORK,2022,Rockville Centre Village,"25,703",15,0,0,8,7,131,9,105,17,0
NEW YORK,2022,Rome,"31,834",77,0,11,18,48,481,57,399,25,3
NEW YORK,2022,Rosendale Town,"5,813",0,0,0,0,0,23,1,21,1,0
NEW YORK,2022,Rotterdam Town,"30,569",18,0,2,3,13,673,30,620,23,1
NEW YORK,2022,Rye,"16,243",0,0,0,0,0,25,3,14,8,0
NEW YORK,2022,Rye Brook Village,"9,863",1,0,0,0,1,82,14,56,12,0
NEW YORK,2022,Sackets Harbor Village,"1,387",0,0,0,0,0,1,0,1,0,0
NEW YORK,2022,Sag Harbor Village,"2,792",0,0,0,0,0,0,0,0,0,0
NEW YORK,2022,Salamanca,"5,837",35,0,3,5,27,105,10,86,9,1
NEW YORK,2022,Sands Point Village,"2,716",1,0,0,0,1,7,0,6,1,0
NEW YORK,2022,Saratoga Springs,"28,436",95,0,18,11,66,519,75,434,10,2
NEW YORK,2022,Saugerties Town,"19,323",20,0,7,4,9,153,24,120,9,1
NEW YORK,2022,Schenectady,"67,101",508,8,29,118,353,"2,296",315,"1,773",208,26
NEW YORK,2022,Schodack Town,"11,424",9,0,0,0,9,57,4,49,4,0
NEW YORK,2022,Schoharie Village,954,0,0,0,0,0,5,0,5,0,0
NEW YORK,2022,Scotia Village,"7,253",15,0,4,1,10,95,7,81,7,1
NEW YORK,2022,Seneca Falls Town,"8,894",25,0,6,3,16,154,4,137,13,0
NEW YORK,2022,Shandaken Town,"2,896",1,0,0,0,1,16,2,14,0,0
NEW YORK,2022,Shawangunk Town,"13,680",1,0,0,0,1,25,6,19,0,0
NEW YORK,2022,Shelter Island Town,"3,293",1,0,1,0,0,19,3,16,0,0
NEW YORK,2022,Sherburne Village,"1,366",1,0,0,0,1,9,1,8,0,
NEW YORK,2022,Sherrill,"3,001",1,0,0,0,1,14,2,9,3,0
NEW YORK,2022,Sidney Village,"3,707",8,0,2,0,6,68,21,47,0,1
NEW YORK,2022,Skaneateles Village,"2,546",0,0,0,0,0,7,0,7,0,0
NEW YORK,2022,Sleepy Hollow Village,"12,088",0,0,0,0,0,1,0,1,0,1
NEW YORK,2022,Solvay Village,"6,574",15,0,0,3,12,65,15,43,7,1
NEW YORK,2022,Southampton Town,"59,691",28,0,4,5,19,558,31,477,50,1
NEW YORK,2022,Southampton Village,"4,636",2,0,1,0,1,61,5,48,8,0
NEW YORK,2022,South Glens Falls Village,"3,781",11,0,2,3,6,52,9,41,2,0
NEW YORK,2022,Southold Town,"21,347",13,0,1,0,12,310,22,275,13,0
NEW YORK,2022,Spring Valley Village,"33,044",111,2,9,37,63,545,33,503,9,5
NEW YORK,2022,Stillwater Town,"7,405",2,0,0,0,2,22,3,19,0,0
NEW YORK,2022,St. Johnsville Village,"1,701",1,0,0,1,0,22,1,20,1,0
NEW YORK,2022,Stony Point Town,"14,749",9,2,0,2,5,51,3,45,3,0
NEW YORK,2022,Syracuse,"145,179","1,294",17,80,287,910,"4,430","1,171","2,636",623,24
NEW YORK,2022,Tarrytown Village,"11,587",5,0,1,1,3,60,11,45,4,0
NEW YORK,2022,Theresa Village,766,0,0,0,0,0,0,0,0,0,0
NEW YORK,2022,Tonawanda,"14,988",25,0,5,4,16,199,15,171,13,1
NEW YORK,2022,Tonawanda Town,"56,698",113,4,11,16,82,898,101,658,139,4
NEW YORK,2022,Troy,"50,106",337,5,18,82,232,"1,679",248,"1,319",112,8
NEW YORK,2022,Trumansburg Village,"1,745",0,0,0,0,0,11,0,11,0,0
NEW YORK,2022,Tuckahoe Village,"6,887",1,0,0,1,0,3,0,2,1,0
NEW YORK,2022,Tuxedo Park Village,639,0,0,0,0,0,0,0,0,0,0
NEW YORK,2022,Ulster Town,"12,803",8,0,2,1,5,145,9,127,9,1
NEW YORK,2022,Utica,"63,906",363,1,40,82,240,"2,178",274,"1,749",155,10
NEW YORK,2022,Vernon Village,"1,164",0,0,0,0,0,0,0,0,0,0
NEW YORK,2022,Vestal Town,"29,553",26,1,3,4,18,667,32,626,9,0
NEW YORK,2022,Walden Village,"6,819",3,0,0,1,2,77,10,65,2,0
NEW YORK,2022,Wappingers Falls Village,"6,077",1,0,0,0,1,68,2,66,0,0
NEW YORK,2022,Warsaw Village,"3,632",3,0,1,0,2,18,2,14,2,0
NEW YORK,2022,Warwick Town,"19,419",7,0,1,1,5,64,7,56,1,1
NEW YORK,2022,Washingtonville Village,"5,804",1,0,1,0,0,35,1,34,0,0
NEW YORK,2022,Waterford Town and Village,"8,228",4,0,0,2,2,39,12,21,6,1
NEW YORK,2022,Waterloo Village,"4,841",13,0,1,0,12,44,4,34,6,1
NEW YORK,2022,Watertown,"24,558",156,0,33,11,112,"1,009",103,883,23,7
NEW YORK,2022,Wayland Village,"1,716",1,0,1,0,0,0,0,0,0,0
NEW YORK,2022,Webb Town,"1,804",1,0,0,0,1,4,0,4,0,0
NEW YORK,2022,Webster Town and Village,"45,230",25,0,9,2,14,353,32,304,17,1
NEW YORK,2022,Weedsport Village,"1,790",0,0,0,0,0,9,0,9,0,0
NEW YORK,2022,Wellsville Village,"4,595",16,0,3,4,9,69,7,57,5,0
NEW YORK,2022,West Carthage Village,"1,782",0,0,0,0,0,9,2,7,0,0
NEW YORK,2022,Westfield Village,"2,951",1,0,1,0,0,19,2,16,1,0
NEW YORK,2022,Westhampton Beach Village,"2,190",4,0,0,2,2,40,5,31,4,1
NEW YORK,2022,West Seneca Town,"45,119",63,1,11,14,37,795,87,672,36,4
NEW YORK,2022,Whitehall Village,"2,478",9,0,7,0,2,36,8,26,2,0
NEW YORK,2022,White Plains,"59,488",68,0,7,14,47,757,37,701,19,4
NEW YORK,2022,Whitesboro Village,"3,599",0,0,0,0,0,42,3,36,3,0
NEW YORK,2022,Windham Town,"1,769",0,0,0,0,0,0,0,0,0,0
NEW YORK,2022,Wolcott Village,"1,581",0,0,0,0,0,0,0,0,0,0
NEW YORK,2022,Woodbury Town,"11,705",4,0,2,1,1,408,6,398,4,0
NEW YORK,2022,Woodridge Village,722,1,0,0,0,1,7,1,6,0,0
NEW YORK,2022,Woodstock Town,"6,322",0,0,0,0,0,33,1,32,0,0
NEW YORK,2022,Yonkers,"208,100",645,2,18,207,418,"1,907",238,"1,412",257,6
NEW YORK,2022,Yorktown Town,"35,529",12,0,1,3,8,249,20,221,8,0
NEW YORK,2022,Yorkville Village,"2,590",8,0,1,2,5,118,11,103,4,0
NORTH CAROLINA,2022,Aberdeen,"9,528",28,0,2,6,20,259,26,217,16,2
NORTH CAROLINA,2022,Ahoskie,"4,830",29,1,3,3,22,111,21,83,7,1
NORTH CAROLINA,2022,Albemarle,"16,819",98,1,10,7,80,594,85,474,35,9
NORTH CAROLINA,2022,Andrews,"1,707",6,0,4,0,2,31,1,29,1,1
NORTH CAROLINA,2022,Angier,"6,127",18,0,5,1,12,162,98,63,1,1
NORTH CAROLINA,2022,Apex,"66,024",36,0,11,9,16,755,66,650,39,6
NORTH CAROLINA,2022,Archdale,"12,002",20,0,1,5,14,198,31,137,30,1
NORTH CAROLINA,2022,Asheboro,"27,275",112,2,15,13,82,"1,047",214,761,72,5
NORTH CAROLINA,2022,Asheville,"93,729",879,12,61,136,670,"4,811",676,"3,717",418,29
NORTH CAROLINA,2022,Atlantic Beach,"1,420",2,1,0,0,1,72,20,46,6,1
NORTH CAROLINA,2022,Ayden,"5,068",22,2,3,2,15,75,12,59,4,1
NORTH CAROLINA,2022,Beaufort,"4,678",28,0,2,0,26,89,15,71,3,0
NORTH CAROLINA,2022,Beech Mountain,678,6,0,1,0,5,9,3,5,1,0
NORTH CAROLINA,2022,Belhaven,"1,405",6,0,3,0,3,19,3,14,2,0
NORTH CAROLINA,2022,Belmont,"15,297",30,0,1,7,22,544,48,472,24,1
NORTH CAROLINA,2022,Benson,"4,246",47,0,6,4,37,184,38,131,15,1
NORTH CAROLINA,2022,Bessemer City,"5,569",17,2,2,1,12,76,18,46,12,0
NORTH CAROLINA,2022,Beulaville,"1,109",0,0,0,0,0,38,1,36,1,0
NORTH CAROLINA,2022,Biltmore Forest,"1,433",0,0,0,0,0,13,6,5,2,1
NORTH CAROLINA,2022,Biscoe,"1,868",6,0,0,0,6,96,1,95,0,0
NORTH CAROLINA,2022,Blowing Rock,"1,399",2,0,0,0,2,31,8,22,1,0
NORTH CAROLINA,2022,Boiling Spring Lakes,"6,349",11,0,3,1,7,86,26,58,2,0
NORTH CAROLINA,2022,Boone,"18,007",20,0,5,2,13,275,50,212,13,2
NORTH CAROLINA,2022,Boonville,"1,190",0,0,0,0,0,16,4,11,1,0
NORTH CAROLINA,2022,Brevard,"7,778",14,0,3,0,11,110,18,88,4,1
NORTH CAROLINA,2022,Broadway,"1,300",2,0,0,2,0,17,5,12,0,0
NORTH CAROLINA,2022,Bryson City,"1,445",9,0,2,0,7,12,0,12,0,0
NORTH CAROLINA,2022,Bunn,353,0,0,0,0,0,13,1,11,1,0
NORTH CAROLINA,2022,Burgaw,"3,138",22,0,3,0,19,53,3,45,5,0
NORTH CAROLINA,2022,Burlington,"60,069",500,4,33,64,399,"2,270",342,"1,703",225,6
NORTH CAROLINA,2022,Butner,"8,618",18,0,2,6,10,153,16,126,11,1
NORTH CAROLINA,2022,Candor,813,1,0,0,1,0,12,3,8,1,1
NORTH CAROLINA,2022,Canton,"4,433",16,0,3,4,9,136,47,78,11,0
NORTH CAROLINA,2022,Carolina Beach,"6,652",31,0,7,0,24,148,37,107,4,1
NORTH CAROLINA,2022,Carrboro,"21,190",58,1,6,5,46,367,59,275,33,1
NORTH CAROLINA,2022,Carthage,"2,839",5,0,2,0,3,64,12,46,6,0
NORTH CAROLINA,2022,Cary,"178,600",142,0,12,29,101,"1,975",300,"1,534",141,6
NORTH CAROLINA,2022,Chadbourn,"1,534",29,3,1,0,25,87,20,58,9,0
NORTH CAROLINA,2022,Chapel Hill,"60,984",113,2,9,26,76,"1,213",190,951,72,6
NORTH CAROLINA,2022,Charlotte-Mecklenburg,"955,466","7,132",108,271,"1,381","5,372","32,246","4,095","24,356","3,795",148
NORTH CAROLINA,2022,Cherryville,"6,194",12,0,4,2,6,113,32,70,11,0
NORTH CAROLINA,2022,China Grove,"4,477",6,1,0,0,5,71,14,46,11,1
NORTH CAROLINA,2022,Clayton,"30,036",34,2,3,5,24,371,30,312,29,7
NORTH CAROLINA,2022,Cleveland,862,1,0,0,0,1,11,2,7,2,0
NORTH CAROLINA,2022,Clinton,"8,004",79,2,9,6,62,290,52,225,13,4
NORTH CAROLINA,2022,Columbus,"1,020",0,0,0,0,0,14,0,14,0,0
NORTH CAROLINA,2022,Concord,"109,660",116,6,15,31,64,"1,079",82,863,134,5
NORTH CAROLINA,2022,Conover,"8,525",33,2,6,2,23,340,40,266,34,2
NORTH CAROLINA,2022,Cornelius,"31,781",42,1,3,5,33,320,48,245,27,3
NORTH CAROLINA,2022,Creedmoor,"5,095",20,0,6,2,12,58,19,38,1,0
NORTH CAROLINA,2022,Dallas,"6,086",13,0,2,3,8,115,20,81,14,1
NORTH CAROLINA,2022,Davidson,"15,189",5,0,1,1,3,71,10,58,3,0
NORTH CAROLINA,2022,Dobson,"1,386",3,0,1,0,2,20,3,17,0,0
NORTH CAROLINA,2022,Drexel,"1,757",0,0,0,0,0,2,0,1,1,0
NORTH CAROLINA,2022,Duck,770,0,0,0,0,0,20,3,16,1,0
NORTH CAROLINA,2022,Dunn,"8,426",72,3,10,12,47,386,114,250,22,0
NORTH CAROLINA,2022,Durham,"286,377","1,968",42,146,587,"1,193","9,498","1,462","7,166",870,40
NORTH CAROLINA,2022,East Spencer,"1,581",18,1,3,1,13,25,4,16,5,0
NORTH CAROLINA,2022,Eden,"15,253",82,1,4,4,73,379,79,290,10,2
NORTH CAROLINA,2022,Edenton,"4,400",16,1,3,2,10,82,14,62,6,0
NORTH CAROLINA,2022,Elizabeth City,"18,751",101,8,9,7,77,528,151,333,44,2
NORTH CAROLINA,2022,Elkin,"4,045",14,1,2,2,9,214,34,171,9,0
NORTH CAROLINA,2022,Elon,"11,369",10,0,0,2,8,71,46,21,4,0
NORTH CAROLINA,2022,Emerald Isle,"3,940",13,0,1,1,11,82,21,57,4,0
NORTH CAROLINA,2022,Erwin,"4,662",23,3,4,3,13,120,27,84,9,1
NORTH CAROLINA,2022,Fair Bluff,720,0,0,0,0,0,14,5,9,0,0
NORTH CAROLINA,2022,Fairmont,"2,169",27,2,0,2,23,143,38,96,9,1
NORTH CAROLINA,2022,Farmville,"4,495",39,0,5,3,31,86,17,65,4,1
NORTH CAROLINA,2022,Fayetteville,"208,980","2,044",35,90,242,"1,677","7,224","1,298","5,381",545,82
NORTH CAROLINA,2022,Fletcher,"8,059",13,0,5,2,6,138,43,83,12,0
NORTH CAROLINA,2022,Forest City,"7,353",50,0,8,6,36,499,137,332,30,2
NORTH CAROLINA,2022,Franklin,"4,289",11,0,2,0,9,125,10,108,7,0
NORTH CAROLINA,2022,Franklinton,"2,664",5,0,0,2,3,49,17,29,3,0
NORTH CAROLINA,2022,Fuquay-Varina,"39,037",27,0,4,7,16,332,37,278,17,1
NORTH CAROLINA,2022,Garner,"32,577",149,0,12,29,108,"1,131",91,979,61,3
NORTH CAROLINA,2022,Gastonia,"81,937",645,8,27,99,511,"3,227",474,"2,411",342,22
NORTH CAROLINA,2022,Gibsonville,"9,049",18,0,5,1,12,85,24,51,10,0
NORTH CAROLINA,2022,Goldsboro,"32,464",366,6,15,38,307,"1,660",241,"1,302",117,2
NORTH CAROLINA,2022,Graham,"17,377",73,0,12,10,51,358,53,257,48,6
NORTH CAROLINA,2022,Granite Falls,"4,920",7,0,2,3,2,219,63,140,16,1
NORTH CAROLINA,2022,Granite Quarry,"3,023",6,0,0,0,6,28,3,20,5,0
NORTH CAROLINA,2022,Greensboro,"298,719","2,447",40,79,465,"1,863","11,308","1,662","8,415","1,231",75
NORTH CAROLINA,2022,Greenville,"89,363",508,12,22,67,407,"2,438",273,"2,017",148,13
NORTH CAROLINA,2022,Grifton,"2,495",6,0,0,0,6,17,4,10,3,0
NORTH CAROLINA,2022,Havelock,"17,108",34,3,1,3,27,343,61,273,9,1
NORTH CAROLINA,2022,Haw River,"2,271",3,0,2,1,0,55,8,40,7,0
NORTH CAROLINA,2022,Henderson,"14,806",262,7,10,31,214,618,100,478,40,3
NORTH CAROLINA,2022,Hendersonville,"15,122",37,0,8,3,26,594,125,431,38,5
NORTH CAROLINA,2022,Hickory,"43,756",232,8,17,22,185,"1,532",267,"1,142",123,9
NORTH CAROLINA,2022,Highlands,"1,102",0,0,0,0,0,44,7,36,1,1
NORTH CAROLINA,2022,High Point,"114,280",626,15,24,108,479,"3,076",525,"2,239",312,12
NORTH CAROLINA,2022,Hillsborough,"9,732",50,2,3,9,36,546,34,489,23,0
NORTH CAROLINA,2022,Holly Ridge,"4,639",4,0,0,0,4,28,18,10,0,0
NORTH CAROLINA,2022,Holly Springs,"45,406",30,0,7,5,18,456,59,386,11,1
NORTH CAROLINA,2022,Hope Mills,"17,843",79,4,6,12,57,665,97,515,53,5
NORTH CAROLINA,2022,Hudson,"3,769",10,0,4,0,6,84,14,63,7,2
NORTH CAROLINA,2022,Huntersville,"62,105",84,0,12,13,59,753,100,576,77,4
NORTH CAROLINA,2022,Indian Beach,227,1,0,0,0,1,11,7,4,0,0
NORTH CAROLINA,2022,Jacksonville,"72,570",226,5,26,24,171,"1,505",247,"1,194",64,5
NORTH CAROLINA,2022,Jefferson,"1,523",1,0,0,0,1,23,2,19,2,0
NORTH CAROLINA,2022,Jonesville,"2,310",9,0,1,0,8,72,15,48,9,0
NORTH CAROLINA,2022,Kannapolis,"55,480",109,4,16,27,62,"1,135",161,822,152,2
NORTH CAROLINA,2022,Kernersville,"27,076",75,0,7,8,60,971,93,819,59,6
NORTH CAROLINA,2022,Kill Devil Hills,"7,911",18,1,0,3,14,215,37,170,8,1
NORTH CAROLINA,2022,King,"7,213",5,0,2,0,3,132,6,120,6,0
NORTH CAROLINA,2022,Kings Mountain,"11,624",56,1,1,8,46,262,32,200,30,2
NORTH CAROLINA,2022,Kinston,"19,342",137,9,7,7,114,627,164,399,64,13
NORTH CAROLINA,2022,Knightdale,"19,659",41,0,4,4,33,503,37,430,36,1
NORTH CAROLINA,2022,Laurinburg,"15,199",237,7,11,20,199,679,209,410,60,6
NORTH CAROLINA,2022,Lenoir,"18,160",38,0,13,5,20,668,172,426,70,0
NORTH CAROLINA,2022,Lexington,"19,544",95,3,5,12,75,615,116,438,61,3
NORTH CAROLINA,2022,Lillington,"4,603",14,0,4,2,8,97,32,49,16,0
NORTH CAROLINA,2022,Lincolnton,"11,651",44,1,7,4,32,424,64,327,33,4
NORTH CAROLINA,2022,Long View,"5,148",20,1,4,6,9,127,21,79,27,2
NORTH CAROLINA,2022,Louisburg,"3,098",24,1,5,1,17,107,10,97,0,1
NORTH CAROLINA,2022,Lowell,"3,740",4,1,0,0,3,51,10,37,4,1
NORTH CAROLINA,2022,Lumberton,"18,583",446,8,16,61,361,"2,087",558,"1,378",151,11
NORTH CAROLINA,2022,Madison,"2,112",6,0,0,0,6,66,12,49,5,1
NORTH CAROLINA,2022,Maggie Valley,"1,702",8,3,1,0,4,168,107,54,7,0
NORTH CAROLINA,2022,Magnolia,833,8,0,0,0,8,19,3,15,1,0
NORTH CAROLINA,2022,Manteo,"1,647",2,0,1,1,0,42,3,38,1,0
NORTH CAROLINA,2022,Marion,"7,633",19,2,1,3,13,313,92,190,31,3
NORTH CAROLINA,2022,Marshville,"2,603",17,0,4,1,12,56,16,39,1,0
NORTH CAROLINA,2022,Matthews,"29,739",49,1,4,18,26,886,111,726,49,0
NORTH CAROLINA,2022,Maxton,"2,110",18,3,2,1,12,91,20,59,12,3
NORTH CAROLINA,2022,Mayodan,"2,419",1,0,0,0,1,163,9,148,6,0
NORTH CAROLINA,2022,Maysville,838,0,0,0,0,0,8,0,8,0,0
NORTH CAROLINA,2022,Mebane,"18,956",45,0,8,3,34,568,35,506,27,0
NORTH CAROLINA,2022,Middlesex,913,1,0,0,0,1,16,2,10,4,0
NORTH CAROLINA,2022,Mint Hill,"26,728",23,1,1,7,14,259,40,199,20,4
NORTH CAROLINA,2022,Monroe,"35,204",277,6,36,27,208,"1,387",258,"1,024",105,12
NORTH CAROLINA,2022,Mooresville,"52,762",95,0,24,12,59,"1,125",84,952,89,3
NORTH CAROLINA,2022,Morehead City,"9,810",29,0,5,0,24,251,45,193,13,1
NORTH CAROLINA,2022,Morganton,"17,568",72,0,9,5,58,585,164,386,35,1
NORTH CAROLINA,2022,Morrisville,"32,600",39,0,3,18,18,699,87,558,54,3
NORTH CAROLINA,2022,Mount Airy,"10,511",40,1,4,5,30,283,67,187,29,3
NORTH CAROLINA,2022,Mount Gilead,"1,176",8,1,0,0,7,40,10,25,5,0
NORTH CAROLINA,2022,Mount Holly,"18,177",38,0,7,3,28,265,50,180,35,1
NORTH CAROLINA,2022,Mount Olive,"4,027",9,0,1,2,6,104,22,76,6,0
NORTH CAROLINA,2022,Murfreesboro,"2,490",8,0,3,2,3,32,5,25,2,0
NORTH CAROLINA,2022,Nags Head,"3,218",11,0,2,0,9,74,12,60,2,0
NORTH CAROLINA,2022,New Bern,"31,614",160,3,11,12,134,645,146,466,33,2
NORTH CAROLINA,2022,Newland,719,1,0,0,0,1,11,1,10,0,0
NORTH CAROLINA,2022,Newport,"4,564",12,0,6,1,5,81,10,64,7,1
NORTH CAROLINA,2022,Newton,"13,252",31,1,1,3,26,275,57,192,26,2
NORTH CAROLINA,2022,North Topsail Beach,"1,001",1,0,1,0,0,23,5,17,1,0
NORTH CAROLINA,2022,North Wilkesboro,"4,215",15,0,3,2,10,114,33,72,9,0
NORTH CAROLINA,2022,Oxford,"8,895",65,3,2,9,51,188,23,150,15,1
NORTH CAROLINA,2022,Pembroke,"2,803",19,0,2,1,16,187,16,160,11,1
NORTH CAROLINA,2022,Pinehurst,"18,426",6,0,5,1,0,69,15,51,3,3
NORTH CAROLINA,2022,Pine Knoll Shores,"1,397",1,0,0,0,1,17,7,9,1,0
NORTH CAROLINA,2022,Pineville,"10,718",55,0,2,13,40,967,86,814,67,0
NORTH CAROLINA,2022,Pittsboro,"4,662",17,0,1,1,15,88,4,75,9,2
NORTH CAROLINA,2022,Plymouth,"3,204",45,2,2,2,39,93,33,56,4,2
NORTH CAROLINA,2022,Raeford,"4,725",17,3,0,3,11,90,14,75,1,0
NORTH CAROLINA,2022,Raleigh,"470,829","2,353",44,174,439,"1,696","10,992","1,207","8,584","1,201",44
NORTH CAROLINA,2022,Ranlo,"4,621",11,0,2,0,9,35,12,19,4,0
NORTH CAROLINA,2022,Red Springs,"3,102",26,0,1,7,18,198,52,135,11,3
NORTH CAROLINA,2022,Reidsville,"14,481",143,2,5,8,128,555,77,425,53,4
NORTH CAROLINA,2022,Richlands,"2,325",1,0,1,0,0,24,5,17,2,0
NORTH CAROLINA,2022,Roanoke Rapids,"15,025",111,1,13,28,69,690,161,480,49,5
NORTH CAROLINA,2022,Robbins,"1,220",0,0,0,0,0,3,2,1,0,1
NORTH CAROLINA,2022,Rockingham,"8,865",68,4,9,11,44,394,93,272,29,3
NORTH CAROLINA,2022,Rocky Mount,"53,668",473,19,17,89,348,"1,486",312,"1,026",148,18
NORTH CAROLINA,2022,Rolesville,"10,549",9,0,1,0,8,69,9,58,2,0
NORTH CAROLINA,2022,Rowland,884,0,0,0,0,0,15,0,11,4,0
NORTH CAROLINA,2022,Roxboro,"8,079",104,5,7,5,87,357,54,287,16,0
NORTH CAROLINA,2022,Rutherfordton,"3,622",14,0,2,1,11,87,27,56,4,0
NORTH CAROLINA,2022,Salisbury,"35,938",318,7,5,41,265,"1,314",169,"1,005",140,7
NORTH CAROLINA,2022,Selma,"6,843",43,2,5,5,31,111,26,67,18,1
NORTH CAROLINA,2022,Shallotte,"4,453",7,0,1,1,5,169,10,157,2,1
NORTH CAROLINA,2022,Shelby,"21,989",199,2,13,24,160,558,113,395,50,11
