State,Year,University/College,Student_Enrollment,Violent_Crime,Property_Crime,Violent_Crime_Rate,Property_Crime_Rate
Georgia,2022,Georgia Military College,12823.0,0.0,0.0,0.0,0.0
Georgia,2022,Georgia Northwestern Technical College,8768.0,0.0,4.0,0.0,0.4562043795620438
Georgia,2022,Georgia Piedmont Technical College,3920.0,0.0,12.0,0.0,3.061224489795918
Georgia,2022,Georgia Southern University,31082.0,12.0,136.0,0.3860755421144071,4.375522810629946
Georgia,2022,Georgia Southwestern State University,3926.0,0.0,6.0,0.0,1.5282730514518594
Georgia,2022,Gordon State College,3908.0,6.0,5.0,1.5353121801432956,1.2794268167860798
Georgia,2022,Gwinnett Technical College,11675.0,0.0,0.0,0.0,0.0
Georgia,2022,Kennesaw State University,48071.0,7.0,92.0,0.145617940130224,1.9138357845686589
Georgia,2022,Mercer University,10403.0,1.0,45.0,0.0961261174661155,4.3256752859751995
Georgia,2022,Middle Georgia State University,10346.0,3.0,27.0,0.2899671370578001,2.609704233520201
Georgia,2022,Morehouse College,2482.0,2.0,20.0,0.8058017727639001,8.058017727639
Georgia,2022,Piedmont College ,3055.0,0.0,0.0,0.0,0.0
Georgia,2022,Savannah Technical College,5536.0,1.0,3.0,0.180635838150289,0.541907514450867
Georgia,2022,South Georgia State College,2649.0,0.0,2.0,0.0,0.7550018875047187
Georgia,2022,Southern Regional Technical College,5685.0,0.0,0.0,0.0,0.0
Georgia,2022,Spelman College,2286.0,0.0,4.0,0.0,1.7497812773403325
Georgia,2022,University of Georgia,43314.0,26.0,369.0,0.6002678117929537,8.519185482753844
Georgia,2022,University of North Georgia,23080.0,3.0,12.0,0.1299826689774696,0.5199306759098786
Georgia,2022,University of West Georgia,16100.0,4.0,27.0,0.2484472049689441,1.6770186335403727
Georgia,2022,West Georgia Technical College,8932.0,0.0,1.0,0.0,0.1119570085087326
Georgia,2022,Young Harris College,1620.0,1.0,25.0,0.6172839506172839,15.432098765432098
Georgia,2023,Abraham Baldwin Agricultural College,4506.0,2.0,12.0,0.4438526409232134,2.663115845539281
Georgia,2023,Albany Technical College,3764.0,0.0,0.0,0.0,0.0
Georgia,2023,Athens Technical College,5404.0,0.0,0.0,0.0,0.0
Georgia,2023,Augusta Technical College,5404.0,0.0,2.0,0.0,0.3700962250185048
Georgia,2023,Augusta University,10103.0,2.0,126.0,0.1979610016826685,12.471543106008117
Georgia,2023,Berry College,2467.0,1.0,9.0,0.4053506282934738,3.648155654641264
Georgia,2023,Chattahoochee Technical College,12892.0,0.0,3.0,0.0,0.2327024511324852
Georgia,2023,Clayton State University,8179.0,3.0,26.0,0.3667930064800098,3.1788727228267515
Georgia,2023,Emory University,16112.0,14.0,283.0,0.868917576961271,17.56454816285998
Georgia,2023,Fort Valley State University,3083.0,1.0,23.0,0.3243593902043464,7.460265974699968
Georgia,2023,Georgia College and State University,7823.0,1.0,25.0,0.1278281989006775,3.1957049725169373
Georgia,2023,Georgia Gwinnett College,13485.0,5.0,32.0,0.3707823507601038,2.3730070448646643
Georgia,2023,Georgia Highlands College,6759.0,0.0,1.0,0.0,0.1479508803077378
Georgia,2023,Georgia Institute of Technology,52051.0,8.0,346.0,0.1536954141130813,6.647326660390771
Georgia,2023,Georgia Military College,11895.0,0.0,0.0,0.0,0.0
Georgia,2023,Georgia Northwestern Technical College,8484.0,0.0,1.0,0.0,0.1178689297501178
Georgia,2023,Georgia Piedmont Technical College,3811.0,0.0,5.0,0.0,1.311991603253739
Georgia,2023,Georgia Southern University,31296.0,3.0,84.0,0.0958588957055214,2.6840490797546015
Georgia,2023,Georgia Southwestern State University,3893.0,0.0,1.0,0.0,0.256871307474955
Georgia,2023,Georgia State University,43099.0,7.0,159.0,0.1624167614097774,3.68918072345066
Georgia,2023,Gordon State College,3680.0,2.0,8.0,0.5434782608695652,2.1739130434782608
Georgia,2023,Gwinnett Technical College,11022.0,0.0,0.0,0.0,0.0
Georgia,2023,Kennesaw State University,49988.0,3.0,66.0,0.0600144034568296,1.3203168760502522
Georgia,2023,Mercer University,10454.0,2.0,65.0,0.1913143294432753,6.217715706906447
Georgia,2023,Middle Georgia State University,9816.0,1.0,27.0,0.1018744906275468,2.7506112469437656
Georgia,2023,Morehouse College,2924.0,1.0,25.0,0.3419972640218878,8.549931600547195
Georgia,2023,Piedmont College ,2632.0,0.0,0.0,0.0,0.0
Georgia,2023,Southern Regional Technical College,5923.0,0.0,0.0,0.0,0.0
Georgia,2023,University of North Georgia,22132.0,1.0,10.0,0.0451834447858304,0.4518344478583047
Georgia,2023,University of West Georgia,15339.0,1.0,31.0,0.0651932981289523,2.020992241997523
Georgia,2023,West Georgia Technical College,9047.0,0.0,7.0,0.0,0.7737371504366088
Georgia,2020,Agnes Scott College5,1076.0,0.0,10.0,0.0,9.29368029739777
Georgia,2020,Albany Technical College5,4583.0,0.0,0.0,0.0,0.0
Georgia,2020,Athens Technical College,6365.0,0.0,0.0,0.0,0.0
Georgia,2020,Atlanta Metropolitan State College,3277.0,0.0,0.0,0.0,0.0
Georgia,2020,Atlanta Technical College5,5725.0,0.0,3.0,0.0,0.5240174672489083
Georgia,2020,Augusta University5,9575.0,2.0,100.0,0.2088772845953002,10.443864229765014
Georgia,2020,"Bainbridge State College5, 6",,0.0,0.0,,
Georgia,2020,Chattahoochee Technical College5,15030.0,0.0,0.0,0.0,0.0
Georgia,2020,Emory University5,16024.0,14.0,208.0,0.873689465801298,12.980529206190711
Georgia,2020,Fort Valley State University5,3049.0,4.0,9.0,1.3119055428009183,2.951787471302066
Georgia,2020,Georgia College and State University5,8066.0,1.0,31.0,0.1239771881973716,3.843292834118522
Georgia,2020,Georgia Gwinnett College5,15382.0,0.0,11.0,0.0,0.7151215706670134
Georgia,2020,Georgia Institute of Technology5,38951.0,7.0,200.0,0.1797129727093014,5.134656363122898
Georgia,2020,Georgia Southern University5,30628.0,0.0,35.0,0.0,1.142745200470158
Georgia,2020,Georgia Southwestern State University,3646.0,4.0,5.0,1.097092704333516,1.3713658804168951
Georgia,2020,Georgia State University5,40505.0,6.0,99.0,0.148129860511048,2.4441426984322923
Georgia,2020,Gwinnett Technical College5,12364.0,0.0,0.0,0.0,0.0
Georgia,2020,Kennesaw State University5,41654.0,8.0,43.0,0.1920583857492677,1.0323138234023144
Georgia,2020,Mercer University,9767.0,1.0,34.0,0.1023855841097573,3.48110985973175
Georgia,2020,Middle Georgia State University,9654.0,2.0,19.0,0.2071680132587528,1.968096125958152
Georgia,2020,Piedmont College5,3357.0,0.0,0.0,0.0,0.0
Georgia,2020,Southern Crescent Technical College5,7088.0,0.0,4.0,0.0,0.564334085778781
Georgia,2020,Spelman College5,2206.0,0.0,3.0,0.0,1.3599274705349047
Georgia,2020,University of North Georgia5,23032.0,2.0,10.0,0.0868357068426537,0.4341785342132684
Georgia,2020,University of West Georgia5,16353.0,4.0,18.0,0.2446034366782853,1.100715465052284
Georgia,2020,West Georgia Technical College5,10043.0,0.0,2.0,0.0,0.1991436821666832
Illinois,2021,Illinois State University,23141.0,6.0,70.0,0.2592800656842833,3.024934099649972
Illinois,2021,University of Illinois:,46267.0,31.0,288.0,0.368999753881587,3.1639380103441868
Illinois,2022,Bradley University3,,0.0,0.0,,
Illinois,2022,Chicago State University,3246.0,1.0,3.0,0.3080714725816389,0.9242144177449167
Illinois,2022,College of DuPage,36245.0,0.0,9.0,0.0,0.2483101117395503
Illinois,2022,Eastern Illinois University,10562.0,5.0,41.0,0.4733951903048665,3.881840560499905
Illinois,2022,Elgin Community College,11788.0,0.0,2.0,0.0,0.169664065151001
Illinois,2022,Eureka College,551.0,0.0,0.0,0.0,0.0
Illinois,2022,Harper College,22623.0,0.0,0.0,0.0,0.0
Illinois,2022,Illinois Central College,11132.0,1.0,21.0,0.0898311174991016,1.8864534674811353
Illinois,2022,Illinois State University,22580.0,17.0,90.0,0.7528786536758193,3.985828166519043
Illinois,2022,John Wood Community College,2724.0,0.0,0.0,0.0,0.0
Illinois,2022,Joliet Junior College,20745.0,0.0,3.0,0.0,0.1446131597975415
Illinois,2022,Lewis University,7703.0,0.0,12.0,0.0,1.5578346098922498
Illinois,2022,Loyola University of Chicago,19223.0,2.0,33.0,0.1040420329813244,1.7166935441918536
Illinois,2022,McHenry County College,11883.0,0.0,5.0,0.0,0.4207691660355129
Illinois,2022,Millikin University,2147.0,3.0,17.0,1.3972985561248257,7.918025151374011
Illinois,2022,Moraine Valley Community College,17693.0,0.0,1.0,0.0,0.0565195274967501
Illinois,2022,Morton College,5387.0,0.0,5.0,0.0,0.9281603861147206
Illinois,2022,Northeastern Illinois University,8778.0,0.0,6.0,0.0,0.6835269993164731
Illinois,2022,Northern Illinois University,18759.0,15.0,72.0,0.7996161842315689,3.838157684311531
Illinois,2022,Oakton Community College,14960.0,0.0,4.0,0.0,0.267379679144385
Illinois,2022,Parkland College,9133.0,0.0,9.0,0.0,0.98543742472353
Illinois,2022,Rock Valley College,8551.0,0.0,4.0,0.0,0.4677815460180096
Illinois,2022,South Suburban College,7210.0,0.0,5.0,0.0,0.6934812760055479
Illinois,2022,Southern Illinois University:,12905.0,0.0,125.0,0.0,9.53118946144905
Illinois,2022,Southwestern Illinois College,13299.0,0.0,17.0,0.0,1.278291600872246
Illinois,2022,University of Chicago,19996.0,4.0,32.0,0.2000400080016003,1.6003200640128026
Illinois,2022,University of Illinois:,48200.5,42.0,604.0,0.4042497788517795,6.192048862775593
Illinois,2022,Waubonsee Community College,13452.0,0.0,0.0,0.0,0.0
Illinois,2023,Chicago State University,3050.0,1.0,5.0,0.3278688524590163,1.639344262295082
Illinois,2023,College of DuPage,35659.0,0.0,8.0,0.0,0.2243472896043074
Illinois,2023,College of Lake County,20056.0,0.0,8.0,0.0,0.3988831272437175
Illinois,2023,Eastern Illinois University,10588.0,5.0,39.0,0.472232716282584,3.683415187004156
Illinois,2023,Elgin Community College,12559.0,0.0,0.0,0.0,0.0
Illinois,2023,Eureka College,540.0,0.0,0.0,0.0,0.0
Illinois,2023,Harper College,21370.0,0.0,15.0,0.0,0.7019185774450163
Illinois,2023,Illinois Central College,10381.0,0.0,12.0,0.0,1.1559580001926597
Illinois,2023,Illinois State University,22159.0,5.0,100.0,0.2256419513515953,4.512839027031905
Illinois,2023,John Wood Community College,2489.0,0.0,0.0,0.0,0.0
Illinois,2023,Joliet Junior College,20068.0,1.0,11.0,0.049830576041459,0.5481363364560494
Illinois,2023,Kankakee Community College,3654.0,0.0,0.0,0.0,0.0
Illinois,2023,Lake Land College,8533.0,1.0,1.0,0.1171920778155396,0.1171920778155396
Illinois,2023,Lewis University,7779.0,1.0,19.0,0.1285512276642242,2.44247332562026
Illinois,2023,Lincoln Land Community College,8495.0,0.0,1.0,0.0,0.1177163037080635
Illinois,2023,Loyola University of Chicago,19998.0,1.0,48.0,0.05000500050005,2.4002400240024
Illinois,2023,McHenry County College,12879.0,0.0,1.0,0.0,0.0776457799518596
Illinois,2023,Millikin University,2124.0,0.0,15.0,0.0,7.062146892655367
Illinois,2023,Moraine Valley Community College,17409.0,0.0,2.0,0.0,0.1148831064391981
Illinois,2023,Morton College,5414.0,0.0,3.0,0.0,0.5541189508681197
Illinois,2023,Northeastern Illinois University,7862.0,0.0,1.0,0.0,0.1271940981938438
Illinois,2023,Northern Illinois University,18324.0,21.0,112.0,1.14603798297315,6.1122025758567995
Illinois,2023,Oakton Community College,13820.0,0.0,1.0,0.0,0.0723589001447178
Illinois,2023,Parkland College,8533.0,0.0,3.0,0.0,0.351576233446619
Illinois,2023,Rend Lake College,3279.0,0.0,0.0,0.0,0.0
Illinois,2023,Richland Community College,3488.0,0.0,1.0,0.0,0.286697247706422
Illinois,2023,Rock Valley College,9175.0,0.0,6.0,0.0,0.6539509536784741
Illinois,2023,South Suburban College,7638.0,1.0,8.0,0.1309243257397224,1.0473946059177797
Illinois,2023,Southern Illinois University:,12543.0,2.0,106.0,0.0797257434425576,7.813122857370645
Illinois,2023,Southwestern Illinois College,14474.0,1.0,10.0,0.0690894016857814,0.690894016857814
Illinois,2023,University of Chicago,20814.0,6.0,78.0,0.2882675122513692,3.7474776592678
Illinois,2023,University of Illinois:,34865.0,107.0,1155.0,0.7478485289726121,7.584932023305332
Illinois,2023,Waubonsee Community College,13675.0,0.0,0.0,0.0,0.0
Indiana,2021,Indiana State University,13990.0,0.0,102.0,0.0,7.290922087205146
Indiana,2021,University of Indianapolis,6320.0,8.0,111.0,1.2658227848101269,17.563291139240505
Indiana,2022,Indiana State University,12410.0,6.0,60.0,0.48348106365834,4.834810636583401
Indiana,2022,Purdue University,51304.0,12.0,346.0,0.2338998908467176,6.744113519413691
Indiana,2022,University of Indianapolis,6075.0,2.0,44.0,0.3292181069958848,7.242798353909465
Indiana,2023,Indiana State University,10788.0,4.0,70.0,0.3707823507601038,6.488691138301816
Indiana,2023,Indiana University:,33399.5,53.0,369.0,0.5050269820068437,4.786080632880981
Indiana,2023,Purdue University,54814.0,8.0,377.0,0.1459481154449593,6.877804940343708
Indiana,2023,University of Indianapolis,5851.0,0.0,41.0,0.0,7.0073491710818665
Indiana,2023,University of Notre Dame,13687.0,4.0,263.0,0.2922481186527362,19.2153138014174
Iowa,2021,Iowa State University,35319.0,13.0,140.0,0.3680738412752343,3.963872136810215
Iowa,2021,University of Iowa,34495.0,63.0,247.0,1.8263516451659665,7.160458037396724
Iowa,2021,University of Northern Iowa,12137.0,4.0,53.0,0.3295707341188102,4.366812227074235
Iowa,2022,Iowa State University,33336.0,8.0,136.0,0.2399808015358771,4.079673626109911
Iowa,2022,University of Iowa,33345.0,39.0,187.0,1.1695906432748535,5.608037186984555
Iowa,2022,University of Northern Iowa,10888.0,5.0,44.0,0.4592211609110948,4.041146216017634
Iowa,2023,Iowa State University,33010.0,11.0,96.0,0.3332323538321721,2.908209633444411
Iowa,2023,University of Iowa,32818.0,26.0,206.0,0.792248156499482,6.277043086111281
Iowa,2023,University of Northern Iowa,10517.0,3.0,27.0,0.2852524484168489,2.5672720357516403
Illinois,2020,College of DuPage,41901.0,0.0,0.0,0.0,
Illinois,2020,College of Lake County,22809.0,0.0,0.0,0.0,
Illinois,2020,Eastern Illinois University,9526.0,6.0,0.0,0.6298551333193366,
Illinois,2020,Elgin Community College,14547.0,0.0,0.0,0.0,
Illinois,2020,Governors State University,5954.0,0.0,0.0,0.0,
Illinois,2020,Illinois State University,22907.0,8.0,0.0,0.3492382241236303,
Illinois,2020,Joliet Junior College,23030.0,3.0,0.0,0.1302648719062092,
Illinois,2020,Lake Land College,17396.0,0.0,0.0,0.0,
Illinois,2020,Lewis University,7875.0,0.0,0.0,0.0,
Illinois,2020,McHenry County College,10941.0,0.0,0.0,0.0,
Illinois,2020,Morton College,6951.0,0.0,0.0,0.0,
Illinois,2020,Northeastern Illinois University,9993.0,0.0,0.0,0.0,
Illinois,2020,Northern Illinois University,19437.0,6.0,0.0,0.3086896125945362,
Illinois,2020,Oakton Community College,17553.0,0.0,0.0,0.0,
Illinois,2020,Rend Lake College,4370.0,0.0,0.0,0.0,
Illinois,2020,Rock Valley College,9920.0,0.0,0.0,0.0,
Illinois,2020,South Suburban College,8839.0,0.0,0.0,0.0,
Illinois,2020,Southern Illinois University,,0.0,0.0,,
Illinois,2020,Southwestern Illinois College,15299.0,0.0,0.0,0.0,
Illinois,2020,Triton College,17385.0,0.0,0.0,0.0,
Illinois,2020,University of Chicago,19659.0,20.0,0.0,1.0173457449514218,
Illinois,2020,University of Illinois:,44757.0,27.0,0.0,0.3371037772438275,
Illinois,2020,Waubonsee Community College,16110.0,0.0,0.0,0.0,
Indiana,2020,Indiana State University,15388.0,14.0,68.0,0.9097998440343124,4.419027813880946
Indiana,2020,Indiana University:,4977.0,1.0,16.0,0.0810635538261997,1.3480188118832237
Indiana,2020,Purdue University,47412.0,3.0,231.0,0.0632751202227284,4.872184257150089
Indiana,2020,University of Indianapolis,6850.0,3.0,76.0,0.437956204379562,11.094890510948904
Iowa,2020,Iowa State University,37944.0,3.0,104.0,0.0790638836179633,2.7408812987560616
Iowa,2020,University of Iowa,35339.0,43.0,145.0,1.2167859871530038,4.103115538074083
Iowa,2020,University of Northern Iowa,13040.0,5.0,26.0,0.3834355828220859,1.9938650306748469
Kansas,2021,Fort Hays State University,18862.0,2.0,12.0,0.1060332944544587,0.6361997667267523
Kansas,2021,Kansas State University,23353.0,3.0,89.0,0.1284631524857619,3.8110735237442728
Kansas,2021,University of Kansas:,30983.0,4.0,136.0,0.1291030565148629,4.389503921505342
Kansas,2021,Wichita State University,17817.0,9.0,60.0,0.5051355447044957,3.367570298029971
Kansas,2022,Emporia State University,7245.0,0.0,14.0,0.0,1.932367149758454
Kansas,2022,Kansas State University,22693.0,4.0,71.0,0.1762658088397303,3.128718106905213
Kansas,2022,Pittsburg State University,8034.0,1.0,37.0,0.124470998257406,4.605426935524023
Kansas,2022,University of Kansas:,30068.0,25.0,351.0,0.1330317945989091,5.055208194758547
Kansas,2022,Washburn University,6743.0,1.0,25.0,0.14830194275545,3.707548568886253
Kansas,2023,University of Kansas:,29301.0,26.0,420.0,0.1365141121463431,5.25579331763421
Kansas,2023,Washburn University,6507.0,1.0,61.0,0.1536806516059628,9.374519747963731
Kentucky,2021,Eastern Kentucky University,17345.0,5.0,96.0,0.2882675122513692,5.53473623522629
Kentucky,2021,Kentucky State University,3044.0,0.0,2.0,0.0,0.657030223390276
Kentucky,2021,Morehead State University,10971.0,0.0,12.0,0.0,1.0937927262783702
Kentucky,2021,Murray State University,10853.0,3.0,33.0,0.2764212660093983,3.0406339261033817
Kentucky,2021,Northern Kentucky University,18308.0,2.0,16.0,0.1092418614813196,0.8739348918505571
Kentucky,2021,University of Kentucky,32756.0,21.0,424.0,0.6411039198925388,12.94419343021126
Kentucky,2021,University of Louisville,25451.0,13.0,253.0,0.5107854308278653,9.940670307649995
Kentucky,2021,Western Kentucky University,21535.0,5.0,79.0,0.2321801718133271,3.668446714650569
Kentucky,2022,Eastern Kentucky University,16847.0,5.0,59.0,0.2967887457707603,3.502107200094972
Kentucky,2022,Morehead State University,10581.0,1.0,19.0,0.0945090256119459,1.795671486626973
Kentucky,2022,Murray State University,10570.0,2.0,32.0,0.1892147587511826,3.0274361400189216
Kentucky,2022,Northern Kentucky University,19162.0,1.0,22.0,0.0521866193507984,1.148105625717566
Kentucky,2022,University of Kentucky,32446.0,31.0,481.0,0.9554336435924304,14.824631695740615
Kentucky,2022,University of Louisville,26237.0,7.0,271.0,0.2667987955940085,10.328924800853756
Kentucky,2022,Western Kentucky University,20304.0,2.0,111.0,0.0985027580772261,5.466903073286052
Kentucky,2023,Eastern Kentucky University,16584.0,7.0,80.0,0.4220935841775205,4.82392667631452
Kentucky,2023,Kentucky State University,2981.0,0.0,0.0,0.0,0.0
Kentucky,2023,Morehead State University,10158.0,3.0,18.0,0.2953337271116361,1.772002362669817
Kentucky,2023,Murray State University,10885.0,1.0,44.0,0.091869545245751,4.042259990813045
Kentucky,2023,Northern Kentucky University,19380.0,3.0,29.0,0.1547987616099071,1.4963880288957687
Kentucky,2023,University of Kentucky,32909.0,19.0,419.0,0.5773496611869093,12.732079370385
Kentucky,2023,University of Louisville,26161.0,8.0,229.0,0.3057987080004586,8.75348801651313
Kentucky,2023,Western Kentucky University,19768.0,5.0,91.0,0.2529340348037232,4.603399433427762
Kansas,2020,Butler Community College,12005.0,1.0,0.0,0.083298625572678,0.0
Kansas,2020,Garden City Community College,2470.0,0.0,4.0,0.0,1.6194331983805668
Kansas,2020,Kansas City Kansas Community College,8463.0,0.0,12.0,0.0,1.4179369018078696
Kansas,2020,Kansas State University,24546.0,1.0,95.0,0.0407398354110649,3.8702843640511695
Kansas,2020,Pittsburg State University,8009.0,0.0,39.0,0.0,4.869521787988513
Kansas,2020,University of Kansas:,31088.0,28.0,256.0,0.0643335048893463,2.605506948018528
Kentucky,2020,Eastern Kentucky University,18481.0,2.0,83.0,0.1082192522049672,4.491098966506142
Kentucky,2020,Morehead State University,11462.0,0.0,17.0,0.0,1.4831617518757634
Kentucky,2020,Murray State University,10714.0,2.0,26.0,0.1866716445771887,2.4267313795034533
Kentucky,2020,Northern Kentucky University,17151.0,0.0,19.0,0.0,1.1078071249489825
Kentucky,2020,University of Kentucky,30981.0,7.0,411.0,0.2259449339918014,13.266195410090056
Kentucky,2020,University of Louisville,24770.0,13.0,191.0,0.5248284214775939,7.710940654016956
Kentucky,2020,Western Kentucky University,23228.0,4.0,76.0,0.172205958326158,3.2719132081970033
Louisiana,2021,Louisiana State University:,17947.5,19.0,180.0,4.7418156092451165,9.28875972422934
Louisiana,2021,Louisiana Tech University,12768.0,2.0,64.0,0.156641604010025,5.012531328320802
Louisiana,2021,Southern University and A&M College,2946.0,0.0,0.0,0.0,0.0
Louisiana,2021,University of New Orleans,9736.0,1.0,9.0,0.1027115858668857,0.924404272801972
Louisiana,2022,Louisiana State University:,19228.0,27.0,429.0,2.4687717793384443,22.18356296574278
Louisiana,2022,Louisiana Tech University,12841.0,2.0,48.0,0.1557511097266568,3.738026633439763
Louisiana,2022,Southern University and A&M College,2688.0,0.0,0.0,0.0,0.0
Louisiana,2022,University of Louisiana,10197.0,2.0,30.0,0.1961361184662155,2.9420417769932334
Louisiana,2022,University of New Orleans,9867.0,3.0,22.0,0.3040437823046519,2.229654403567447
Louisiana,2023,Louisiana State University:,20327.0,28.0,354.0,3.2346086060631456,12.30086789021084
Louisiana,2023,Southern University and A&M College,2746.0,0.0,0.0,0.0,0.0
Louisiana,2023,Tulane University,15270.0,1.0,120.0,0.0654878847413228,7.858546168958742
Louisiana,2020,Delgado Community College,20166.0,0.0,3.0,0.0,0.1487652484379649
Louisiana,2020,Grambling State University,5979.0,6.0,28.0,1.0035122930255895,4.683057367452752
Louisiana,2020,Louisiana State University:,15641.666666666666,9.0,191.0,0.0888678239232182,2.1689677721426737
Louisiana,2020,Louisiana Tech University,13345.0,1.0,54.0,0.0749344323716747,4.046459348070439
Louisiana,2020,McNeese State University5,8553.0,1.0,21.0,0.1169180404536419,2.455278849526482
Louisiana,2020,Nicholls State University,7520.0,1.0,19.0,0.1329787234042553,2.526595744680851
Louisiana,2020,Southeastern Louisiana University,17352.0,7.0,47.0,0.4034117104656523,2.708621484555094
Louisiana,2020,Southern University and A&M College,7747.0,1.0,60.0,0.1290822253775655,7.74493352265393
Louisiana,2020,Tulane University,14768.0,0.0,126.0,0.0,8.53196099674973
Louisiana,2020,University of Louisiana:,14625.5,10.0,106.0,0.355481082894597,3.329494374168997
Louisiana,2020,University of New Orleans,10089.0,6.0,93.0,0.5947071067499257,9.217960154623848
Maine,2021,University of Maine:,7911.5,3.0,43.0,0.2830764236118426,2.1154291814567108
Maine,2021,University of Southern Maine,10788.0,0.0,11.0,0.0,1.0196514645902854
Maine,2022,University of Maine:,8550.0,2.0,47.0,0.2519156194048215,4.352748337533695
Maine,2022,University of Southern Maine,10662.0,2.0,12.0,0.18758206715438,1.1254924029262805
Maine,2023,University of Maine:,8632.0,0.0,68.0,0.0,3.393999255670863
Maine,2023,University of Southern Maine,10236.0,0.0,29.0,0.0,2.8331379445095743
Maryland,2021,Frostburg State University,5850.0,2.0,12.0,0.3418803418803419,2.051282051282051
Maryland,2022,Bowie State University,6994.0,7.0,29.0,1.0008578781812982,4.146411209608235
Maryland,2022,Morgan State University,8294.0,16.0,33.0,1.9291053773812392,3.9787798408488064
Maryland,2022,Prince George's County Community College,16951.0,1.0,20.0,0.0589935697009025,1.179871394018052
Maryland,2022,Towson University,24486.0,8.0,48.0,0.3267173078493833,1.9603038470963
Maryland,2023,Bowie State University,6960.0,12.0,40.0,1.7241379310344829,5.747126436781609
Maryland,2023,Coppin State University,2326.0,0.0,1.0,0.0,0.4299226139294927
Maryland,2023,Frostburg State University,4959.0,4.0,11.0,0.8066142367412785,2.2181891510385157
Maryland,2023,Hagerstown Community College,4871.0,0.0,3.0,0.0,0.6158899609936358
Maryland,2023,Morgan State University,9224.0,39.0,45.0,4.228100607111882,4.878577623590633
Maryland,2023,Salisbury University,8133.0,2.0,26.0,0.245911717693348,3.196852330013525
Maryland,2023,St. Mary's College,1629.0,0.0,27.0,0.0,16.574585635359114
Maryland,2023,Towson University,23202.0,14.0,51.0,0.6033962589431946,2.1980863718644947
Maryland,2023,University of Maryland:,21927.0,25.0,559.0,0.5378921590368124,7.534079071708679
Massachusetts,2021,Amherst College,1940.0,0.0,0.0,0.0,0.0
Massachusetts,2021,Assumption College,2701.0,2.0,9.0,0.7404664938911515,3.3320992225101818
Massachusetts,2021,Babson College,3987.0,3.0,30.0,0.7524454477050414,7.524454477050414
Massachusetts,2021,Bentley University,5579.0,0.0,8.0,0.0,1.433948736332676
Massachusetts,2021,Boston College,16502.0,2.0,45.0,0.1211974306144709,2.726942188825597
Massachusetts,2021,Boston University,42047.0,9.0,287.0,0.2140461864104454,6.825695055533094
Massachusetts,2021,Bridgewater State University,13150.0,4.0,4.0,0.3041825095057034,0.3041825095057034
Massachusetts,2021,Bristol Community College,9702.0,0.0,5.0,0.0,0.5153576582148011
Massachusetts,2021,Bunker Hill Community College,16306.0,0.0,8.0,0.0,0.4906169508156506
Massachusetts,2021,Cape Cod Community College,4512.0,0.0,0.0,0.0,0.0
Massachusetts,2021,Clark University,3880.0,2.0,13.0,0.5154639175257733,3.3505154639175254
Massachusetts,2021,College of the Holy Cross,3098.0,0.0,1.0,0.0,0.3227888960619754
Massachusetts,2021,Dean College,1569.0,0.0,7.0,0.0,4.461440407903123
Massachusetts,2021,Emerson College,5496.0,2.0,12.0,0.363901018922853,2.1834061135371177
Massachusetts,2021,Endicott College,6649.0,2.0,7.0,0.3007971123477214,1.052789893217025
Massachusetts,2021,Fitchburg State University,10793.0,1.0,10.0,0.0926526452330214,0.926526452330214
Massachusetts,2021,Framingham State University,8366.0,0.0,4.0,0.0,0.4781257470714798
Massachusetts,2021,Gordon College,2314.0,0.0,15.0,0.0,6.48228176318064
Massachusetts,2021,Greenfield Community College,2420.0,0.0,0.0,0.0,0.0
Massachusetts,2021,Harvard University,41024.0,2.0,252.0,0.0487519500780031,6.142745709828393
Massachusetts,2021,Holyoke Community College,6374.0,0.0,2.0,0.0,0.3137747097583934
Massachusetts,2021,Lasell College,2353.0,1.0,8.0,0.4249893752656183,3.399915002124947
Massachusetts,2021,MCPHS University,8078.0,0.0,9.0,0.0,1.1141371626640255
Massachusetts,2021,Massachusetts Bay Community College,6644.0,0.0,0.0,0.0,0.0
Massachusetts,2021,Massachusetts College of Art,2502.0,0.0,0.0,0.0,0.0
Massachusetts,2021,Massachusetts College of Liberal Arts,1922.0,1.0,4.0,0.5202913631633715,2.081165452653486
Massachusetts,2021,Massachusetts Institute of Technology,12195.0,2.0,146.0,0.1640016400164001,11.972119721197211
Massachusetts,2021,Massasoit Community College,9466.0,0.0,3.0,0.0,0.3169237270230298
Massachusetts,2021,Merrimack College,6600.0,3.0,24.0,0.4545454545454545,3.636363636363636
Massachusetts,2021,Mount Holyoke College,2504.0,1.0,4.0,0.3993610223642172,1.5974440894568689
Massachusetts,2021,Mount Wachusett Community College,4818.0,0.0,1.0,0.0,0.20755500207555
Massachusetts,2021,North Shore Community College,7729.0,0.0,0.0,0.0,0.0
Massachusetts,2021,Northeastern University,30003.0,7.0,163.0,0.2333100023331,5.4327900543279
Massachusetts,2021,Quinsigamond Community College,9897.0,0.0,1.0,0.0,0.1010407194099222
Massachusetts,2021,Salem State University,9343.0,3.0,4.0,0.3210960077063042,0.4281280102750722
Massachusetts,2021,Simmons College,7562.0,0.0,12.0,0.0,1.5868817773075905
Massachusetts,2021,Springfield College,3288.0,1.0,8.0,0.3041362530413625,2.4330900243309004
Massachusetts,2021,Springfield Technical Community College,6833.0,0.0,1.0,0.0,0.1463486023708473
