State,Year,County,Violent_Crime,Property_Crime
Alabama ,2021,Autauga,62.0,265.0
Alabama ,2021,Barbour,19.0,55.0
Alabama ,2021,Bibb,26.0,104.0
Alabama ,2021,Blount,66.0,259.0
Alabama ,2021,Cherokee,71.0,339.0
Alabama ,2021,Clarke,63.0,99.0
Alabama ,2021,Clay,25.0,65.0
Alabama ,2021,Cleburne,18.0,188.0
Alabama ,2021,Colbert,61.0,241.0
Alabama ,2021,Covington,8.0,101.0
Alabama ,2021,Crenshaw,15.0,74.0
Alabama ,2021,Cullman,109.0,918.0
Alabama ,2021,Dallas,81.0,302.0
Alabama ,2021,DeKalb,56.0,169.0
Alabama ,2021,Etowah,27.0,121.0
Alabama ,2021,Fayette,3.0,27.0
Alabama ,2021,Geneva,23.0,151.0
Alabama ,2021,Henry,21.0,51.0
Alabama ,2021,Houston,11.0,113.0
Alabama ,2021,Lauderdale,44.0,428.0
Alabama ,2021,Lawrence,22.0,76.0
Alabama ,2021,Lowndes,64.0,224.0
Alabama ,2021,Macon,5.0,16.0
Alabama ,2021,Marengo,7.0,38.0
Alabama ,2021,Marion,2.0,34.0
Alabama ,2021,Marshall,37.0,295.0
Alabama ,2021,Mobile,265.0,1288.0
Alabama ,2021,Monroe,18.0,39.0
Alabama ,2021,Randolph,34.0,210.0
Alabama ,2021,Shelby,5.0,24.0
Alabama ,2021,St. Clair,42.0,121.0
Alabama ,2021,Talladega,90.0,406.0
Alabama ,2021,Tallapoosa,34.0,83.0
Alabama ,2021,Washington,21.0,99.0
Alabama ,2021,Winston,9.0,88.0
Alabama ,2022,Autauga,62.0,228.0
Alabama ,2022,Barbour,13.0,24.0
Alabama ,2022,Bibb,26.0,94.0
Alabama ,2022,Blount,103.0,571.0
Alabama ,2022,Calhoun,253.0,308.0
Alabama ,2022,Chambers,26.0,111.0
Alabama ,2022,Cherokee,52.0,280.0
Alabama ,2022,Chilton,108.0,374.0
Alabama ,2022,Choctaw,11.0,74.0
Alabama ,2022,Clarke,35.0,95.0
Alabama ,2022,Clay,15.0,48.0
Alabama ,2022,Cleburne,13.0,164.0
Alabama ,2022,Coffee,35.0,148.0
Alabama ,2022,Colbert,58.0,195.0
Alabama ,2022,Coosa,31.0,90.0
Alabama ,2022,Covington,0.0,0.0
Alabama ,2022,Crenshaw,27.0,84.0
Alabama ,2022,Cullman,92.0,730.0
Alabama ,2022,Dale,15.0,108.0
Alabama ,2022,Dallas,61.0,264.0
Alabama ,2022,DeKalb,16.0,109.0
Alabama ,2022,Elmore,31.0,237.0
Alabama ,2022,Etowah,6.0,47.0
Alabama ,2022,Fayette,10.0,31.0
Alabama ,2022,Franklin,41.0,178.0
Alabama ,2022,Geneva,5.0,76.0
Alabama ,2022,Greene,5.0,24.0
Alabama ,2022,Henry,34.0,100.0
Alabama ,2022,Houston,128.0,528.0
Alabama ,2022,Jefferson,791.0,2701.0
Alabama ,2022,Lauderdale,104.0,431.0
Alabama ,2022,Lawrence,21.0,75.0
Alabama ,2022,Lee,162.0,667.0
Alabama ,2022,Lowndes,7.0,50.0
Alabama ,2022,Macon,14.0,20.0
Alabama ,2022,Marengo,13.0,52.0
Alabama ,2022,Marion,3.0,15.0
Alabama ,2022,Marshall,40.0,320.0
Alabama ,2022,Mobile,328.0,1284.0
Alabama ,2022,Monroe,16.0,38.0
Alabama ,2022,Montgomery,101.0,367.0
Alabama ,2022,Perry,0.0,0.0
Alabama ,2022,Pickens,22.0,57.0
Alabama ,2022,Pike,11.0,48.0
Alabama ,2022,Randolph,28.0,177.0
Alabama ,2022,Russell,51.0,135.0
Alabama ,2022,Shelby,1.0,11.0
Alabama ,2022,St. Clair,87.0,276.0
Alabama ,2022,Sumter,9.0,2.0
Alabama ,2022,Talladega,95.0,421.0
Alabama ,2022,Tallapoosa,35.0,88.0
Alabama ,2022,Walker,27.0,224.0
Alabama ,2022,Washington,18.0,57.0
Alabama ,2022,Winston,9.0,66.0
Alabama ,2023,Autauga,47.0,220.0
Alabama ,2023,Baldwin,108.0,196.0
Alabama ,2023,Barbour,8.0,26.0
Alabama ,2023,Bibb,25.0,82.0
Alabama ,2023,Blount,111.0,376.0
Alabama ,2023,Bullock,14.0,32.0
Alabama ,2023,Calhoun,215.0,246.0
Alabama ,2023,Chambers,26.0,89.0
Alabama ,2023,Cherokee,64.0,308.0
Alabama ,2023,Chilton,93.0,312.0
Alabama ,2023,Choctaw,23.0,86.0
Alabama ,2023,Clarke,62.0,92.0
Alabama ,2023,Clay,16.0,60.0
Alabama ,2023,Cleburne,10.0,114.0
Alabama ,2023,Coffee,31.0,137.0
Alabama ,2023,Colbert,21.0,73.0
Alabama ,2023,Conecuh,5.0,19.0
Alabama ,2023,Coosa,21.0,97.0
Alabama ,2023,Covington,5.0,20.0
Alabama ,2023,Crenshaw,23.0,92.0
Alabama ,2023,Cullman,103.0,687.0
Alabama ,2023,Dale,22.0,110.0
Alabama ,2023,Dallas,94.0,219.0
Alabama ,2023,DeKalb,22.0,131.0
Alabama ,2023,Elmore,35.0,226.0
Alabama ,2023,Etowah,17.0,63.0
Alabama ,2023,Fayette,5.0,39.0
Alabama ,2023,Franklin,56.0,184.0
Alabama ,2023,Greene,7.0,31.0
Alabama ,2023,Henry,31.0,82.0
Alabama ,2023,Houston,125.0,488.0
Alabama ,2023,Jefferson,712.0,2916.0
Alabama ,2023,Lamar,2.0,4.0
Alabama ,2023,Lauderdale,110.0,393.0
Alabama ,2023,Lawrence,27.0,82.0
Alabama ,2023,Lee,170.0,740.0
Alabama ,2023,Macon,14.0,55.0
Alabama ,2023,Madison,300.0,1484.0
Alabama ,2023,Marengo,18.0,42.0
Alabama ,2023,Marion,4.0,19.0
Alabama ,2023,Marshall,49.0,193.0
Alabama ,2023,Mobile,165.0,755.0
Alabama ,2023,Monroe,25.0,27.0
Alabama ,2023,Montgomery,121.0,354.0
Alabama ,2023,Pickens,23.0,55.0
Alabama ,2023,Pike,17.0,67.0
Alabama ,2023,Randolph,46.0,165.0
Alabama ,2023,St. Clair,85.0,248.0
Alabama ,2023,Talladega,76.0,386.0
Alabama ,2023,Tallapoosa,22.0,73.0
Alabama ,2023,Tuscaloosa,159.0,476.0
Alabama ,2023,Walker,0.0,0.0
Alabama ,2023,Washington,23.0,74.0
Alabama ,2023,Wilcox,8.0,31.0
Alabama ,2023,Winston,12.0,102.0
Arizona ,2021,Cochise,86.0,296.0
Arizona ,2021,Coconino,94.0,213.0
Arizona ,2021,Mohave,246.0,1649.0
Arizona ,2021,Pima,910.0,7024.0
Arizona ,2021,Pinal,311.0,1531.0
Arizona ,2021,Yavapai,260.0,602.0
Arizona ,2021,Yuma,176.0,937.0
Arizona ,2022,Apache,61.0,151.0
Arizona ,2022,Cochise,99.0,385.0
Arizona ,2022,Coconino,99.0,298.0
Arizona ,2022,Graham,19.0,59.0
Arizona ,2022,La Paz,40.0,178.0
Arizona ,2022,Mohave,263.0,1599.0
Arizona ,2022,Navajo,83.0,203.0
Arizona ,2022,Pima,796.0,7459.0
Arizona ,2022,Pinal,274.0,1429.0
Arizona ,2022,Yavapai,304.0,600.0
Arizona ,2022,Yuma,177.0,834.0
Arizona ,2023,Apache,53.0,124.0
Arizona ,2023,Cochise,105.0,374.0
Arizona ,2023,Coconino,127.0,265.0
Arizona ,2023,Gila,59.0,87.0
Arizona ,2023,Graham,6.0,51.0
Arizona ,2023,La Paz,19.0,162.0
Arizona ,2023,Mohave,182.0,1428.0
Arizona ,2023,Navajo,70.0,182.0
Arizona ,2023,Pima,806.0,7152.0
Arizona ,2023,Pinal,271.0,1425.0
Arizona ,2023,Santa Cruz,26.0,95.0
Arizona ,2023,Yavapai,226.0,500.0
Arizona ,2023,Yuma,211.0,712.0
Arkansas ,2021,Arkansas,28.0,62.0
Arkansas ,2021,Ashley,24.0,105.0
Arkansas ,2021,Baxter,43.0,402.0
Arkansas ,2021,Benton,175.0,400.0
Arkansas ,2021,Boone,108.0,134.0
Arkansas ,2021,Bradley,7.0,26.0
Arkansas ,2021,Calhoun,9.0,57.0
Arkansas ,2021,Carroll,37.0,91.0
Arkansas ,2021,Chicot,13.0,80.0
Arkansas ,2021,Clark,24.0,69.0
Arkansas ,2021,Cleburne,188.0,288.0
Arkansas ,2021,Cleveland,17.0,130.0
Arkansas ,2021,Columbia,37.0,130.0
Arkansas ,2021,Conway,72.0,260.0
Arkansas ,2021,Craighead,52.0,314.0
Arkansas ,2021,Crawford,56.0,308.0
Arkansas ,2021,Crittenden,188.0,263.0
Arkansas ,2021,Drew,32.0,91.0
Arkansas ,2021,Faulkner,152.0,786.0
Arkansas ,2021,Franklin,59.0,131.0
Arkansas ,2021,Fulton,39.0,64.0
Arkansas ,2021,Garland,360.0,1260.0
Arkansas ,2021,Grant,34.0,179.0
Arkansas ,2021,Hempstead,38.0,100.0
Arkansas ,2021,Hot Spring,24.0,122.0
Arkansas ,2021,Howard,11.0,59.0
Arkansas ,2021,Independence,191.0,448.0
Arkansas ,2021,Izard,97.0,97.0
Arkansas ,2021,Jackson,44.0,107.0
Arkansas ,2021,Jefferson,82.0,440.0
Arkansas ,2021,Johnson,97.0,115.0
Arkansas ,2021,Lawrence,31.0,85.0
Arkansas ,2021,Lee,15.0,72.0
Arkansas ,2021,Lincoln,4.0,36.0
Arkansas ,2021,Little River,20.0,82.0
Arkansas ,2021,Logan,68.0,190.0
Arkansas ,2021,Lonoke,122.0,366.0
Arkansas ,2021,Madison,56.0,128.0
Arkansas ,2021,Marion,27.0,122.0
Arkansas ,2021,Miller,63.0,147.0
Arkansas ,2021,Mississippi,20.0,288.0
Arkansas ,2021,Nevada,14.0,33.0
Arkansas ,2021,Newton,28.0,47.0
Arkansas ,2021,Perry,24.0,121.0
Arkansas ,2021,Pike,1.0,32.0
Arkansas ,2021,Poinsett,31.0,100.0
Arkansas ,2021,Polk,75.0,72.0
Arkansas ,2021,Pope,87.0,181.0
Arkansas ,2021,Prairie,11.0,60.0
Arkansas ,2021,Pulaski,722.0,1593.0
Arkansas ,2021,Randolph,30.0,129.0
Arkansas ,2021,Saline,165.0,712.0
Arkansas ,2021,Scott,18.0,70.0
Arkansas ,2021,Searcy,17.0,11.0
Arkansas ,2021,Sebastian,37.0,112.0
Arkansas ,2021,Sevier,44.0,42.0
Arkansas ,2021,St. Francis,53.0,64.0
Arkansas ,2021,Stone,27.0,56.0
Arkansas ,2021,Union,61.0,209.0
Arkansas ,2021,Van Buren,42.0,144.0
Arkansas ,2021,Washington,125.0,552.0
Arkansas ,2021,White,270.0,628.0
Arkansas ,2021,Yell,54.0,126.0
Arkansas ,2022,Arkansas,16.0,62.0
Arkansas ,2022,Ashley,12.0,112.0
Arkansas ,2022,Baxter,43.0,350.0
Arkansas ,2022,Benton,143.0,337.0
Arkansas ,2022,Boone,93.0,143.0
Arkansas ,2022,Calhoun,16.0,53.0
Arkansas ,2022,Carroll,34.0,112.0
Arkansas ,2022,Chicot,1.0,63.0
Arkansas ,2022,Clark,21.0,68.0
Arkansas ,2022,Clay,13.0,73.0
Arkansas ,2022,Cleburne,186.0,281.0
Arkansas ,2022,Cleveland,23.0,138.0
Arkansas ,2022,Columbia,43.0,86.0
Arkansas ,2022,Conway,73.0,239.0
Arkansas ,2022,Craighead,75.0,267.0
Arkansas ,2022,Crawford,58.0,255.0
Arkansas ,2022,Crittenden,159.0,268.0
Arkansas ,2022,Cross,37.0,146.0
Arkansas ,2022,Desha,4.0,2.0
Arkansas ,2022,Drew,32.0,74.0
Arkansas ,2022,Faulkner,133.0,617.0
Arkansas ,2022,Franklin,53.0,94.0
Arkansas ,2022,Fulton,47.0,84.0
Arkansas ,2022,Garland,353.0,1164.0
Arkansas ,2022,Grant,19.0,149.0
Arkansas ,2022,Greene,65.0,251.0
Arkansas ,2022,Hempstead,43.0,138.0
Arkansas ,2022,Hot Spring,10.0,87.0
Arkansas ,2022,Howard,23.0,41.0
Arkansas ,2022,Independence,131.0,407.0
Arkansas ,2022,Izard,105.0,94.0
Arkansas ,2022,Jackson,33.0,101.0
Arkansas ,2022,Jefferson,100.0,429.0
Arkansas ,2022,Johnson,51.0,81.0
Arkansas ,2022,Lafayette,9.0,33.0
Arkansas ,2022,Lawrence,26.0,112.0
Arkansas ,2022,Lee,7.0,57.0
Arkansas ,2022,Lincoln,29.0,90.0
Arkansas ,2022,Little River,17.0,62.0
Arkansas ,2022,Logan,60.0,222.0
Arkansas ,2022,Lonoke,97.0,371.0
Arkansas ,2022,Madison,53.0,110.0
Arkansas ,2022,Marion,57.0,132.0
Arkansas ,2022,Miller,42.0,160.0
Arkansas ,2022,Mississippi,29.0,245.0
Arkansas ,2022,Nevada,9.0,29.0
Arkansas ,2022,Newton,22.0,39.0
Arkansas ,2022,Perry,43.0,109.0
Arkansas ,2022,Pike,8.0,34.0
Arkansas ,2022,Poinsett,56.0,180.0
Arkansas ,2022,Polk,75.0,65.0
Arkansas ,2022,Pope,79.0,253.0
Arkansas ,2022,Prairie,12.0,67.0
Arkansas ,2022,Pulaski,512.0,1674.0
Arkansas ,2022,Randolph,40.0,132.0
Arkansas ,2022,Saline,145.0,635.0
Arkansas ,2022,Scott,18.0,59.0
Arkansas ,2022,Searcy,15.0,31.0
Arkansas ,2022,Sebastian,16.0,149.0
Arkansas ,2022,Sevier,33.0,22.0
Arkansas ,2022,St. Francis,67.0,72.0
Arkansas ,2022,Union,84.0,215.0
Arkansas ,2022,Van Buren,32.0,155.0
Arkansas ,2022,Washington,140.0,453.0
Arkansas ,2022,White,263.0,530.0
Arkansas ,2022,Woodruff,2.0,27.0
Arkansas ,2022,Yell,98.0,118.0
Arkansas ,2023,Arkansas,14.0,51.0
Arkansas ,2023,Ashley,9.0,77.0
Arkansas ,2023,Baxter,39.0,231.0
Arkansas ,2023,Benton,125.0,288.0
Arkansas ,2023,Boone,49.0,162.0
Arkansas ,2023,Calhoun,17.0,32.0
Arkansas ,2023,Carroll,39.0,81.0
Arkansas ,2023,Chicot,5.0,49.0
Arkansas ,2023,Clark,8.0,64.0
Arkansas ,2023,Clay,20.0,50.0
Arkansas ,2023,Cleburne,167.0,203.0
Arkansas ,2023,Cleveland,25.0,39.0
Arkansas ,2023,Columbia,33.0,71.0
Arkansas ,2023,Conway,38.0,175.0
Arkansas ,2023,Craighead,58.0,225.0
Arkansas ,2023,Crawford,65.0,227.0
Arkansas ,2023,Crittenden,134.0,250.0
Arkansas ,2023,Desha,17.0,40.0
Arkansas ,2023,Drew,22.0,70.0
Arkansas ,2023,Franklin,67.0,97.0
Arkansas ,2023,Fulton,31.0,76.0
Arkansas ,2023,Garland,304.0,1175.0
Arkansas ,2023,Grant,30.0,123.0
Arkansas ,2023,Greene,76.0,164.0
Arkansas ,2023,Hempstead,41.0,119.0
Arkansas ,2023,Howard,3.0,47.0
Arkansas ,2023,Independence,131.0,312.0
Arkansas ,2023,Izard,72.0,79.0
Arkansas ,2023,Jackson,21.0,83.0
Arkansas ,2023,Jefferson,70.0,387.0
Arkansas ,2023,Johnson,65.0,86.0
Arkansas ,2023,Lafayette,14.0,22.0
Arkansas ,2023,Lawrence,23.0,69.0
Arkansas ,2023,Lincoln,19.0,83.0
Arkansas ,2023,Little River,29.0,48.0
Arkansas ,2023,Logan,75.0,147.0
Arkansas ,2023,Lonoke,135.0,336.0
Arkansas ,2023,Madison,28.0,94.0
Arkansas ,2023,Marion,42.0,130.0
Arkansas ,2023,Miller,49.0,123.0
Arkansas ,2023,Mississippi,45.0,237.0
Arkansas ,2023,Montgomery,30.0,41.0
Arkansas ,2023,Nevada,14.0,33.0
Arkansas ,2023,Newton,19.0,38.0
Arkansas ,2023,Perry,33.0,104.0
Arkansas ,2023,Pike,8.0,40.0
Arkansas ,2023,Poinsett,58.0,116.0
Arkansas ,2023,Polk,69.0,52.0
Arkansas ,2023,Pope,100.0,176.0
Arkansas ,2023,Prairie,27.0,66.0
Arkansas ,2023,Pulaski,465.0,1306.0
Arkansas ,2023,Randolph,44.0,117.0
Arkansas ,2023,Saline,139.0,411.0
Arkansas ,2023,Scott,21.0,48.0
Arkansas ,2023,Searcy,16.0,24.0
Arkansas ,2023,Sebastian,36.0,108.0
Arkansas ,2023,Sevier,32.0,32.0
Arkansas ,2023,St. Francis,47.0,71.0
Arkansas ,2023,Stone,26.0,98.0
Arkansas ,2023,Union,73.0,185.0
Arkansas ,2023,Van Buren,64.0,163.0
Arkansas ,2023,Washington,159.0,357.0
Arkansas ,2023,White,232.0,477.0
Arkansas ,2023,Woodruff,8.0,22.0
Arkansas ,2023,Yell,46.0,79.0
Alabama,2020,Autauga,59.0,267.0
Alabama,2020,Cherokee,67.0,313.0
Alabama,2020,Clarke,42.0,53.0
Alabama,2020,Marengo,26.0,88.0
Arizona,2020,Gila,186.0,370.0
Arizona,2020,Graham,9.0,98.0
Arizona,2020,Greenlee,4.0,27.0
Arizona,2020,Mohave,153.0,1637.0
Arizona,2020,Navajo,46.0,261.0
Arizona,2020,Pima4,922.0,7020.0
Arizona,2020,Pinal,269.0,1438.0
Arizona,2020,Santa Cruz,3.0,104.0
Arizona,2020,Yavapai,193.0,837.0
Arizona,2020,Yuma,155.0,830.0
Arkansas,2020,Arkansas,22.0,78.0
Arkansas,2020,Ashley,23.0,113.0
Arkansas,2020,Baxter,66.0,493.0
Arkansas,2020,Benton,149.0,494.0
Arkansas,2020,Boone,195.0,205.0
Arkansas,2020,Bradley,14.0,49.0
Arkansas,2020,Calhoun,13.0,50.0
Arkansas,2020,Carroll,41.0,149.0
Arkansas,2020,Chicot,4.0,78.0
Arkansas,2020,Clark,12.0,56.0
Arkansas,2020,Cleburne,153.0,311.0
Arkansas,2020,Cleveland,40.0,111.0
Arkansas,2020,Columbia,41.0,81.0
Arkansas,2020,Conway,56.0,217.0
Arkansas,2020,Craighead,55.0,305.0
Arkansas,2020,Crawford,46.0,214.0
Arkansas,2020,Crittenden,158.0,236.0
Arkansas,2020,Drew,21.0,117.0
Arkansas,2020,Faulkner,155.0,791.0
Arkansas,2020,Franklin,63.0,144.0
Arkansas,2020,Fulton,25.0,59.0
Arkansas,2020,Garland,295.0,1299.0
Arkansas,2020,Grant,19.0,212.0
Arkansas,2020,Hempstead,41.0,138.0
Arkansas,2020,Howard,18.0,29.0
Arkansas,2020,Independence,196.0,421.0
Arkansas,2020,Izard,60.0,192.0
Arkansas,2020,Jackson,37.0,133.0
Arkansas,2020,Jefferson,121.0,359.0
Arkansas,2020,Johnson,81.0,94.0
Arkansas,2020,Lee,11.0,110.0
Arkansas,2020,Lincoln,3.0,28.0
Arkansas,2020,Little River,24.0,67.0
Arkansas,2020,Logan,53.0,171.0
Arkansas,2020,Lonoke,108.0,471.0
Arkansas,2020,Madison,63.0,111.0
Arkansas,2020,Miller,54.0,198.0
Arkansas,2020,Mississippi,37.0,319.0
Arkansas,2020,Monroe,7.0,22.0
Arkansas,2020,Nevada,12.0,23.0
Arkansas,2020,Perry,39.0,93.0
Arkansas,2020,Pike,26.0,133.0
Arkansas,2020,Poinsett,50.0,118.0
Arkansas,2020,Polk,61.0,59.0
Arkansas,2020,Pope,84.0,259.0
Arkansas,2020,Prairie,4.0,55.0
Arkansas,2020,Pulaski,641.0,1595.0
Arkansas,2020,Randolph,30.0,107.0
Arkansas,2020,Saline,185.0,649.0
Arkansas,2020,Scott,25.0,49.0
Arkansas,2020,Searcy,16.0,15.0
Arkansas,2020,Sebastian,51.0,141.0
Arkansas,2020,Sevier,20.0,61.0
Arkansas,2020,St. Francis,35.0,164.0
Arkansas,2020,Union,61.0,238.0
Arkansas,2020,Van Buren,43.0,151.0
Arkansas,2020,Washington,190.0,571.0
Arkansas,2020,White,207.0,672.0
Arkansas,2020,Yell,52.0,148.0
California ,2022,Alameda,766.0,2577.0
California ,2022,Alpine,11.0,25.0
California ,2022,Amador,95.0,278.0
California ,2022,Butte,431.0,972.0
California ,2022,Calaveras,243.0,510.0
California ,2022,Colusa,21.0,190.0
California ,2022,Contra Costa,397.0,1780.0
California ,2022,Del Norte,85.0,154.0
California ,2022,El Dorado,324.0,1283.0
California ,2022,Fresno,1166.0,3754.0
California ,2022,Glenn,97.0,180.0
California ,2022,Humboldt,237.0,760.0
California ,2022,Imperial,186.0,496.0
California ,2022,Inyo,93.0,105.0
California ,2022,Kern,3537.0,9396.0
California ,2022,Kings,110.0,414.0
California ,2022,Lake,292.0,471.0
California ,2022,Lassen,59.0,215.0
California ,2022,Los Angeles,6382.0,17070.0
California ,2022,Madera,376.0,941.0
California ,2022,Marin,68.0,420.0
California ,2022,Mariposa,71.0,207.0
California ,2022,Merced,479.0,1564.0
California ,2022,Modoc,29.0,50.0
California ,2022,Mono,21.0,27.0
California ,2022,Monterey,376.0,938.0
California ,2022,Napa,56.0,234.0
California ,2022,Nevada,213.0,366.0
California ,2022,Orange,310.0,1194.0
California ,2022,Plumas,152.0,272.0
California ,2022,Riverside,1034.0,7415.0
California ,2022,Sacramento,2721.0,9043.0
California ,2022,San Benito,72.0,149.0
California ,2022,San Bernardino,2004.0,3752.0
California ,2022,San Diego,1902.0,5802.0
California ,2022,San Joaquin,873.0,2321.0
California ,2022,San Luis Obispo,435.0,974.0
California ,2022,San Mateo,376.0,1912.0
California ,2022,Santa Barbara,243.0,1401.0
California ,2022,Santa Clara,276.0,1479.0
California ,2022,Santa Cruz,371.0,1013.0
California ,2022,Sierra,10.0,19.0
California ,2022,Siskiyou,84.0,104.0
California ,2022,Solano,115.0,337.0
California ,2022,Sonoma,336.0,820.0
California ,2022,Stanislaus,438.0,1332.0
California ,2022,Tehama,142.0,350.0
California ,2022,Trinity,85.0,167.0
California ,2022,Tulare,337.0,1905.0
California ,2022,Tuolumne,330.0,478.0
California ,2022,Ventura,71.0,735.0
California ,2022,Yolo,81.0,380.0
California ,2022,Yuba,187.0,914.0
California ,2023,Alameda,864.0,2944.0
California ,2023,Alpine,9.0,10.0
California ,2023,Amador,64.0,237.0
California ,2023,Butte,439.0,870.0
California ,2023,Calaveras,167.0,500.0
California ,2023,Colusa,22.0,164.0
California ,2023,Contra Costa,514.0,1837.0
California ,2023,Del Norte,65.0,189.0
California ,2023,El Dorado,347.0,1241.0
California ,2023,Fresno,1185.0,2952.0
California ,2023,Glenn,117.0,199.0
California ,2023,Humboldt,201.0,551.0
California ,2023,Imperial,175.0,413.0
California ,2023,Inyo,139.0,103.0
California ,2023,Kern,3194.0,7863.0
California ,2023,Kings,116.0,334.0
California ,2023,Lake,272.0,397.0
California ,2023,Lassen,73.0,186.0
California ,2023,Los Angeles,6268.0,18148.0
California ,2023,Madera,357.0,908.0
California ,2023,Marin,61.0,339.0
California ,2023,Mariposa,99.0,230.0
California ,2023,Merced,389.0,1483.0
California ,2023,Modoc,38.0,25.0
California ,2023,Mono,24.0,34.0
California ,2023,Monterey,372.0,742.0
California ,2023,Napa,70.0,218.0
California ,2023,Nevada,185.0,322.0
California ,2023,Orange,327.0,1070.0
California ,2023,Placer,543.0,1027.0
California ,2023,Plumas,114.0,201.0
California ,2023,Riverside,1172.0,6780.0
California ,2023,Sacramento,2749.0,7642.0
California ,2023,San Benito,62.0,131.0
California ,2023,San Diego,1689.0,3831.0
California ,2023,San Joaquin,824.0,2601.0
California ,2023,San Luis Obispo,705.0,635.0
California ,2023,San Mateo,279.0,1839.0
California ,2023,Santa Barbara,291.0,1043.0
California ,2023,Santa Clara,308.0,1288.0
California ,2023,Santa Cruz,339.0,899.0
California ,2023,Sierra,5.0,12.0
California ,2023,Siskiyou,114.0,59.0
California ,2023,Sonoma,303.0,782.0
California ,2023,Stanislaus,410.0,1022.0
California ,2023,Sutter,126.0,395.0
California ,2023,Tehama,109.0,342.0
California ,2023,Trinity,96.0,139.0
California ,2023,Tulare,686.0,1474.0
California ,2023,Tuolumne,327.0,378.0
California ,2023,Ventura,127.0,569.0
California ,2023,Yolo,41.0,233.0
California ,2023,Yuba,247.0,547.0
California1 ,2021,San Diego,2559.0,9313.0
Colorado ,2021,Adams,657.0,3448.0
Colorado ,2021,Alamosa,14.0,104.0
Colorado ,2021,Arapahoe,217.0,2566.0
Colorado ,2021,Archuleta,41.0,88.0
Colorado ,2021,Baca,2.0,3.0
Colorado ,2021,Bent,6.0,56.0
Colorado ,2021,Boulder,114.0,819.0
Colorado ,2021,Chaffee,17.0,49.0
Colorado ,2021,Clear Creek,7.0,59.0
Colorado ,2021,Conejos,16.0,20.0
Colorado ,2021,Crowley,12.0,33.0
Colorado ,2021,Custer,14.0,53.0
Colorado ,2021,Delta,10.0,160.0
Colorado ,2021,Dolores,0.0,20.0
Colorado ,2021,Douglas,390.0,2775.0
Colorado ,2021,Eagle,26.0,80.0
Colorado ,2021,El Paso,553.0,2291.0
Colorado ,2021,Fremont,27.0,178.0
Colorado ,2021,Garfield,71.0,183.0
Colorado ,2021,Gilpin,13.0,96.0
Colorado ,2021,Gunnison,5.0,14.0
Colorado ,2021,Hinsdale,0.0,4.0
Colorado ,2021,Huerfano,24.0,179.0
Colorado ,2021,Jefferson,386.0,3287.0
Colorado ,2021,Kiowa,5.0,18.0
Colorado ,2021,Kit Carson,5.0,21.0
Colorado ,2021,La Plata,38.0,192.0
Colorado ,2021,Lake,6.0,22.0
Colorado ,2021,Larimer,187.0,883.0
Colorado ,2021,Las Animas,12.0,167.0
Colorado ,2021,Logan,20.0,73.0
Colorado ,2021,Mesa,225.0,1160.0
Colorado ,2021,Moffat,14.0,43.0
Colorado ,2021,Montezuma,36.0,164.0
Colorado ,2021,Montrose,26.0,171.0
Colorado ,2021,Morgan,15.0,121.0
Colorado ,2021,Otero,9.0,82.0
Colorado ,2021,Ouray,1.0,32.0
Colorado ,2021,Park,45.0,53.0
Colorado ,2021,Phillips,0.0,0.0
Colorado ,2021,Pitkin,4.0,18.0
Colorado ,2021,Prowers,7.0,33.0
Colorado ,2021,Pueblo,41.0,1152.0
Colorado ,2021,Rio Blanco,2.0,16.0
Colorado ,2021,Rio Grande,4.0,71.0
Colorado ,2021,Routt,3.0,32.0
Colorado ,2021,San Juan,2.0,6.0
Colorado ,2021,San Miguel,2.0,6.0
Colorado ,2021,Summit,40.0,199.0
Colorado ,2021,Teller,24.0,71.0
Colorado ,2021,Washington,2.0,63.0
Colorado ,2021,Weld,161.0,797.0
Colorado ,2021,Yuma,4.0,37.0
Colorado ,2022,Adams,493.0,2559.0
Colorado ,2022,Alamosa,15.0,109.0
Colorado ,2022,Arapahoe,220.0,2360.0
Colorado ,2022,Archuleta,20.0,46.0
Colorado ,2022,Baca,1.0,0.0
Colorado ,2022,Bent,9.0,96.0
Colorado ,2022,Boulder,96.0,740.0
Colorado ,2022,Chaffee,4.0,61.0
Colorado ,2022,Clear Creek,1.0,48.0
Colorado ,2022,Crowley,11.0,42.0
Colorado ,2022,Custer,17.0,40.0
Colorado ,2022,Delta,3.0,168.0
Colorado ,2022,Dolores,1.0,24.0
Colorado ,2022,Douglas,260.0,1420.0
Colorado ,2022,Eagle,33.0,135.0
Colorado ,2022,El Paso,560.0,2415.0
Colorado ,2022,Elbert,1.0,31.0
Colorado ,2022,Fremont,25.0,173.0
Colorado ,2022,Garfield,70.0,158.0
Colorado ,2022,Gilpin,9.0,75.0
Colorado ,2022,Jefferson,421.0,3371.0
Colorado ,2022,Kiowa,2.0,24.0
Colorado ,2022,Kit Carson,3.0,25.0
Colorado ,2022,Larimer,205.0,1083.0
Colorado ,2022,Las Animas,15.0,99.0
Colorado ,2022,Lincoln,2.0,29.0
Colorado ,2022,Logan,28.0,84.0
Colorado ,2022,Mesa,144.0,1038.0
Colorado ,2022,Moffat,9.0,33.0
Colorado ,2022,Montezuma,45.0,133.0
Colorado ,2022,Montrose,18.0,177.0
Colorado ,2022,Morgan,12.0,50.0
Colorado ,2022,Otero,6.0,53.0
