State,Year,County,Violent_Crime,Property_Crime
Indiana ,2022,Starke,29.0,107.0
Indiana ,2022,Steuben,7.0,233.0
Indiana ,2022,Sullivan,22.0,104.0
Indiana ,2022,Tippecanoe,86.0,327.0
Indiana ,2022,Vanderburgh,168.0,411.0
Indiana ,2022,Vigo,95.0,688.0
Indiana ,2022,Warrick,169.0,417.0
Indiana ,2022,Washington,47.0,84.0
Indiana ,2022,Wells,7.0,26.0
Indiana ,2023,Allen,59.0,588.0
Indiana ,2023,Bartholomew,2.0,25.0
Indiana ,2023,Clark,52.0,212.0
Indiana ,2023,Clinton,7.0,52.0
Indiana ,2023,DeKalb,16.0,35.0
Indiana ,2023,Delaware,45.0,223.0
Indiana ,2023,Elkhart,137.0,700.0
Indiana ,2023,Franklin,6.0,81.0
Indiana ,2023,Grant,11.0,142.0
Indiana ,2023,Greene,11.0,129.0
Indiana ,2023,Hamilton,35.0,103.0
Indiana ,2023,Hancock,55.0,184.0
Indiana ,2023,Harrison,72.0,170.0
Indiana ,2023,Hendricks,60.0,470.0
Indiana ,2023,Howard,38.0,65.0
Indiana ,2023,Jackson,6.0,18.0
Indiana ,2023,Jennings,7.0,65.0
Indiana ,2023,Johnson,28.0,227.0
Indiana ,2023,Knox,25.0,37.0
Indiana ,2023,Kosciusko,64.0,319.0
Indiana ,2023,La Porte,44.0,267.0
Indiana ,2023,Lake,33.0,158.0
Indiana ,2023,Lawrence,18.0,19.0
Indiana ,2023,Madison,20.0,181.0
Indiana ,2023,Monroe,30.0,462.0
Indiana ,2023,Montgomery,8.0,101.0
Indiana ,2023,Noble,11.0,135.0
Indiana ,2023,Perry,15.0,30.0
Indiana ,2023,Porter,64.0,190.0
Indiana ,2023,Posey,20.0,75.0
Indiana ,2023,Pulaski,12.0,48.0
Indiana ,2023,Scott,0.0,26.0
Indiana ,2023,Shelby,26.0,136.0
Indiana ,2023,St. Joseph,119.0,795.0
Indiana ,2023,Steuben,9.0,171.0
Indiana ,2023,Sullivan,16.0,88.0
Indiana ,2023,Tippecanoe,76.0,324.0
Indiana ,2023,Vanderburgh,193.0,455.0
Indiana ,2023,Vigo,98.0,704.0
Indiana ,2023,Warrick,165.0,427.0
Indiana ,2023,Washington,22.0,70.0
Indiana ,2023,Wells,12.0,9.0
Iowa ,2021,Adair,4.0,27.0
Iowa ,2021,Adams,7.0,18.0
Iowa ,2021,Allamakee,14.0,8.0
Iowa ,2021,Appanoose,5.0,79.0
Iowa ,2021,Benton,20.0,99.0
Iowa ,2021,Black Hawk,17.0,126.0
Iowa ,2021,Buchanan,13.0,43.0
Iowa ,2021,Buena Vista,13.0,34.0
Iowa ,2021,Butler,7.0,37.0
Iowa ,2021,Carroll,3.0,12.0
Iowa ,2021,Cass,10.0,43.0
Iowa ,2021,Cedar,7.0,25.0
Iowa ,2021,Cerro Gordo,8.0,91.0
Iowa ,2021,Cherokee,4.0,19.0
Iowa ,2021,Chickasaw,13.0,27.0
Iowa ,2021,Clarke,10.0,20.0
Iowa ,2021,Clay,5.0,30.0
Iowa ,2021,Clinton,21.0,129.0
Iowa ,2021,Crawford,4.0,6.0
Iowa ,2021,Dallas,66.0,97.0
Iowa ,2021,Delaware,10.0,15.0
Iowa ,2021,Des Moines,18.0,97.0
Iowa ,2021,Dubuque,27.0,146.0
Iowa ,2021,Emmet,29.0,7.0
Iowa ,2021,Fayette,30.0,27.0
Iowa ,2021,Floyd,1.0,26.0
Iowa ,2021,Fremont,12.0,61.0
Iowa ,2021,Grundy,10.0,33.0
Iowa ,2021,Hancock,24.0,37.0
Iowa ,2021,Hardin,19.0,79.0
Iowa ,2021,Harrison,10.0,42.0
Iowa ,2021,Henry,17.0,59.0
Iowa ,2021,Ida,8.0,24.0
Iowa ,2021,Iowa,12.0,7.0
Iowa ,2021,Jackson,15.0,74.0
Iowa ,2021,Jasper,8.0,37.0
Iowa ,2021,Jefferson,3.0,19.0
Iowa ,2021,Johnson,74.0,201.0
Iowa ,2021,Jones,18.0,45.0
Iowa ,2021,Keokuk,16.0,51.0
Iowa ,2021,Kossuth,11.0,8.0
Iowa ,2021,Lee,27.0,70.0
Iowa ,2021,Linn,38.0,159.0
Iowa ,2021,Louisa,24.0,34.0
Iowa ,2021,Lucas,12.0,77.0
Iowa ,2021,Lyon,15.0,60.0
Iowa ,2021,Mahaska,8.0,30.0
Iowa ,2021,Marion,24.0,60.0
Iowa ,2021,Mills,7.0,98.0
Iowa ,2021,Mitchell,7.0,30.0
Iowa ,2021,Monona,14.0,69.0
Iowa ,2021,Muscatine,24.0,33.0
Iowa ,2021,O'Brien,13.0,63.0
Iowa ,2021,Osceola,22.0,60.0
Iowa ,2021,Palo Alto,3.0,43.0
Iowa ,2021,Plymouth,3.0,21.0
Iowa ,2021,Pocahontas,5.0,21.0
Iowa ,2021,Polk,99.0,814.0
Iowa ,2021,Pottawattamie,54.0,197.0
Iowa ,2021,Poweshiek,16.0,42.0
Iowa ,2021,Sac,13.0,35.0
Iowa ,2021,Scott,35.0,137.0
Iowa ,2021,Sioux,17.0,41.0
Iowa ,2021,Story,19.0,117.0
Iowa ,2021,Tama,39.0,41.0
Iowa ,2021,Union,8.0,44.0
Iowa ,2021,Van Buren,6.0,26.0
Iowa ,2021,Wapello,21.0,73.0
Iowa ,2021,Warren,21.0,79.0
Iowa ,2021,Washington,42.0,79.0
Iowa ,2021,Wayne,9.0,28.0
Iowa ,2021,Webster,27.0,98.0
Iowa ,2021,Woodbury,38.0,89.0
Iowa ,2021,Worth,2.0,43.0
Iowa ,2021,Wright,8.0,24.0
Iowa ,2022,Adair,2.0,16.0
Iowa ,2022,Adams,3.0,6.0
Iowa ,2022,Allamakee,10.0,28.0
Iowa ,2022,Appanoose,15.0,54.0
Iowa ,2022,Benton,35.0,64.0
Iowa ,2022,Black Hawk,17.0,62.0
Iowa ,2022,Bremer,7.0,30.0
Iowa ,2022,Buchanan,14.0,37.0
Iowa ,2022,Buena Vista,9.0,23.0
Iowa ,2022,Butler,3.0,15.0
Iowa ,2022,Carroll,0.0,11.0
Iowa ,2022,Cass,18.0,57.0
Iowa ,2022,Cedar,12.0,36.0
Iowa ,2022,Cerro Gordo,6.0,38.0
Iowa ,2022,Cherokee,1.0,21.0
Iowa ,2022,Chickasaw,15.0,22.0
Iowa ,2022,Clarke,4.0,37.0
Iowa ,2022,Clay,7.0,8.0
Iowa ,2022,Clayton,11.0,28.0
Iowa ,2022,Clinton,30.0,101.0
Iowa ,2022,Crawford,2.0,2.0
Iowa ,2022,Dallas,52.0,58.0
Iowa ,2022,Davis,4.0,7.0
Iowa ,2022,Delaware,26.0,19.0
Iowa ,2022,Des Moines,14.0,138.0
Iowa ,2022,Dubuque,32.0,150.0
Iowa ,2022,Emmet,8.0,4.0
Iowa ,2022,Fayette,20.0,18.0
Iowa ,2022,Floyd,10.0,22.0
Iowa ,2022,Franklin,3.0,9.0
Iowa ,2022,Fremont,15.0,55.0
Iowa ,2022,Hamilton,11.0,25.0
Iowa ,2022,Hancock,14.0,43.0
Iowa ,2022,Hardin,29.0,87.0
Iowa ,2022,Henry,25.0,43.0
Iowa ,2022,Howard,6.0,27.0
Iowa ,2022,Humboldt,6.0,51.0
Iowa ,2022,Ida,4.0,20.0
Iowa ,2022,Iowa,17.0,67.0
Iowa ,2022,Jackson,11.0,62.0
Iowa ,2022,Jasper,18.0,45.0
Iowa ,2022,Jefferson,5.0,13.0
Iowa ,2022,Johnson,68.0,170.0
Iowa ,2022,Jones,16.0,16.0
Iowa ,2022,Keokuk,15.0,62.0
Iowa ,2022,Lee,33.0,87.0
Iowa ,2022,Linn,36.0,177.0
Iowa ,2022,Louisa,28.0,26.0
Iowa ,2022,Lucas,23.0,62.0
Iowa ,2022,Lyon,15.0,66.0
Iowa ,2022,Madison,16.0,24.0
Iowa ,2022,Mahaska,11.0,33.0
Iowa ,2022,Marion,26.0,40.0
Iowa ,2022,Mills,7.0,85.0
Iowa ,2022,Monona,11.0,72.0
Iowa ,2022,Muscatine,14.0,45.0
Iowa ,2022,O'Brien,18.0,52.0
Iowa ,2022,Osceola,5.0,15.0
Iowa ,2022,Page,6.0,25.0
Iowa ,2022,Palo Alto,14.0,16.0
Iowa ,2022,Plymouth,11.0,19.0
Iowa ,2022,Pocahontas,4.0,17.0
Iowa ,2022,Polk,84.0,655.0
Iowa ,2022,Pottawattamie,86.0,171.0
Iowa ,2022,Poweshiek,9.0,66.0
Iowa ,2022,Ringgold,3.0,16.0
Iowa ,2022,Sac,18.0,55.0
Iowa ,2022,Scott,46.0,130.0
Iowa ,2022,Sioux,9.0,48.0
Iowa ,2022,Story,15.0,111.0
Iowa ,2022,Tama,24.0,40.0
Iowa ,2022,Union,6.0,31.0
Iowa ,2022,Van Buren,4.0,26.0
Iowa ,2022,Wapello,16.0,76.0
Iowa ,2022,Washington,41.0,91.0
Iowa ,2022,Wayne,4.0,24.0
Iowa ,2022,Webster,41.0,89.0
Iowa ,2022,Winneshiek,17.0,16.0
Iowa ,2022,Woodbury,24.0,87.0
Iowa ,2022,Worth,5.0,20.0
Iowa ,2022,Wright,5.0,22.0
Iowa ,2023,Adair,4.0,6.0
Iowa ,2023,Adams,15.0,4.0
Iowa ,2023,Allamakee,8.0,15.0
Iowa ,2023,Appanoose,7.0,63.0
Iowa ,2023,Benton,34.0,68.0
Iowa ,2023,Black Hawk,15.0,57.0
Iowa ,2023,Boone,6.0,16.0
Iowa ,2023,Bremer,5.0,20.0
Iowa ,2023,Buchanan,11.0,40.0
Iowa ,2023,Buena Vista,7.0,27.0
Iowa ,2023,Butler,2.0,5.0
Iowa ,2023,Carroll,0.0,7.0
Iowa ,2023,Cass,6.0,39.0
Iowa ,2023,Cedar,6.0,39.0
Iowa ,2023,Cerro Gordo,9.0,27.0
Iowa ,2023,Cherokee,1.0,9.0
Iowa ,2023,Chickasaw,16.0,27.0
Iowa ,2023,Clarke,6.0,28.0
Iowa ,2023,Clay,2.0,12.0
Iowa ,2023,Clayton,16.0,22.0
Iowa ,2023,Clinton,36.0,91.0
Iowa ,2023,Crawford,3.0,7.0
Iowa ,2023,Dallas,46.0,59.0
Iowa ,2023,Davis,7.0,3.0
Iowa ,2023,Delaware,16.0,12.0
Iowa ,2023,Des Moines,17.0,83.0
Iowa ,2023,Dubuque,30.0,140.0
Iowa ,2023,Emmet,0.0,2.0
Iowa ,2023,Fayette,24.0,22.0
Iowa ,2023,Floyd,2.0,23.0
Iowa ,2023,Franklin,7.0,5.0
Iowa ,2023,Fremont,31.0,52.0
Iowa ,2023,Greene,4.0,33.0
Iowa ,2023,Grundy,5.0,15.0
Iowa ,2023,Guthrie,6.0,17.0
Iowa ,2023,Hamilton,11.0,26.0
Iowa ,2023,Hancock,10.0,31.0
Iowa ,2023,Hardin,47.0,61.0
Iowa ,2023,Henry,12.0,19.0
Iowa ,2023,Howard,4.0,18.0
Iowa ,2023,Humboldt,5.0,35.0
Iowa ,2023,Ida,7.0,32.0
Iowa ,2023,Iowa,14.0,46.0
Iowa ,2023,Jackson,3.0,51.0
Iowa ,2023,Jasper,12.0,44.0
Iowa ,2023,Jefferson,5.0,18.0
Iowa ,2023,Johnson,24.0,127.0
Iowa ,2023,Jones,14.0,35.0
Iowa ,2023,Keokuk,16.0,34.0
Iowa ,2023,Lee,15.0,68.0
Iowa ,2023,Linn,28.0,165.0
Iowa ,2023,Louisa,25.0,29.0
Iowa ,2023,Lucas,18.0,69.0
Iowa ,2023,Lyon,4.0,33.0
Iowa ,2023,Madison,12.0,34.0
Iowa ,2023,Mahaska,11.0,16.0
Iowa ,2023,Marion,20.0,30.0
Iowa ,2023,Mills,5.0,68.0
Iowa ,2023,Mitchell,0.0,9.0
Iowa ,2023,Monona,10.0,43.0
Iowa ,2023,Muscatine,14.0,55.0
Iowa ,2023,O'Brien,9.0,30.0
Iowa ,2023,Osceola,5.0,7.0
Iowa ,2023,Page,7.0,34.0
Iowa ,2023,Palo Alto,9.0,30.0
Iowa ,2023,Plymouth,1.0,33.0
Iowa ,2023,Pocahontas,2.0,17.0
Iowa ,2023,Polk,66.0,525.0
Iowa ,2023,Pottawattamie,53.0,152.0
Iowa ,2023,Poweshiek,26.0,54.0
Iowa ,2023,Ringgold,6.0,14.0
Iowa ,2023,Sac,12.0,15.0
Iowa ,2023,Scott,37.0,137.0
Iowa ,2023,Shelby,4.0,28.0
Iowa ,2023,Sioux,19.0,56.0
Iowa ,2023,Story,10.0,90.0
Iowa ,2023,Tama,15.0,43.0
Iowa ,2023,Taylor,7.0,20.0
Iowa ,2023,Union,10.0,23.0
Iowa ,2023,Van Buren,11.0,26.0
Iowa ,2023,Warren,24.0,88.0
Iowa ,2023,Washington,40.0,82.0
Iowa ,2023,Wayne,6.0,21.0
Iowa ,2023,Webster,36.0,55.0
Iowa ,2023,Winneshiek,26.0,7.0
Iowa ,2023,Woodbury,29.0,76.0
Iowa ,2023,Worth,0.0,17.0
Iowa ,2023,Wright,5.0,11.0
Idaho,2020,Ada,243.0,685.0
Idaho,2020,Adams,9.0,48.0
Idaho,2020,Bear Lake,0.0,0.0
Idaho,2020,Benewah,30.0,53.0
Idaho,2020,Bingham,29.0,161.0
Idaho,2020,Blaine,12.0,9.0
Idaho,2020,Boise,29.0,48.0
Idaho,2020,Bonner,46.0,252.0
Idaho,2020,Bonneville,130.0,654.0
Idaho,2020,Boundary,12.0,38.0
Idaho,2020,Butte,4.0,5.0
Idaho,2020,Camas,2.0,2.0
Idaho,2020,Canyon,152.0,397.0
Idaho,2020,Caribou,6.0,16.0
Idaho,2020,Cassia,36.0,228.0
Idaho,2020,Clearwater,11.0,6.0
Idaho,2020,Custer,7.0,20.0
Idaho,2020,Elmore,32.0,13.0
Idaho,2020,Fremont,18.0,39.0
Idaho,2020,Gem,14.0,44.0
Idaho,2020,Gooding,19.0,45.0
Idaho,2020,Jefferson,13.0,143.0
Idaho,2020,Jerome,34.0,77.0
Idaho,2020,Kootenai,101.0,750.0
Idaho,2020,Latah,17.0,101.0
Idaho,2020,Lemhi,7.0,3.0
Idaho,2020,Lewis,2.0,40.0
Idaho,2020,Lincoln,5.0,21.0
Idaho,2020,Madison,11.0,11.0
Idaho,2020,Minidoka,9.0,106.0
Idaho,2020,Nez Perce,12.0,49.0
Idaho,2020,Oneida,2.0,37.0
Idaho,2020,Owyhee,17.0,49.0
Idaho,2020,Payette,27.0,60.0
Idaho,2020,Power,16.0,55.0
Idaho,2020,Shoshone,29.0,99.0
Idaho,2020,Teton,13.0,23.0
Idaho,2020,Twin Falls7,51.0,0.0
Idaho,2020,Valley,19.0,59.0
Idaho,2020,Washington,10.0,15.0
Illinois,2020,Alexander,6.0,0.0
Illinois,2020,Bureau,18.0,0.0
Illinois,2020,Carroll,6.0,0.0
Illinois,2020,Champaign,22.0,0.0
Illinois,2020,Christian,10.0,0.0
Illinois,2020,Clark,11.0,0.0
Illinois,2020,Clay,5.0,0.0
Illinois,2020,Clinton,6.0,0.0
Illinois,2020,Coles,19.0,0.0
Illinois,2020,Cook,222.0,0.0
Illinois,2020,Crawford,9.0,0.0
Illinois,2020,Cumberland,1.0,0.0
Illinois,2020,DeKalb,24.0,0.0
Illinois,2020,Effingham,20.0,0.0
Illinois,2020,Fayette,2.0,0.0
Illinois,2020,Ford,11.0,0.0
Illinois,2020,Franklin,17.0,0.0
Illinois,2020,Fulton,13.0,0.0
Illinois,2020,Gallatin,3.0,0.0
Illinois,2020,Grundy,12.0,0.0
Illinois,2020,Hancock,6.0,0.0
Illinois,2020,Henry,11.0,0.0
Illinois,2020,Iroquois,12.0,0.0
Illinois,2020,Jackson,34.0,0.0
Illinois,2020,Jasper7,16.0,0.0
Illinois,2020,Jefferson,39.0,0.0
Illinois,2020,Jersey,24.0,0.0
Illinois,2020,Jo Daviess,6.0,0.0
Illinois,2020,Johnson,13.0,0.0
Illinois,2020,Kane,92.0,0.0
Illinois,2020,Kankakee,40.0,0.0
Illinois,2020,Kendall,18.0,0.0
Illinois,2020,Knox,62.0,0.0
Illinois,2020,La Salle,65.0,0.0
Illinois,2020,Lake,92.0,0.0
Illinois,2020,Lee,25.0,0.0
Illinois,2020,Livingston,40.0,0.0
Illinois,2020,Logan,18.0,0.0
Illinois,2020,Macon,30.0,0.0
Illinois,2020,Macoupin,10.0,0.0
Illinois,2020,Madison,162.0,0.0
Illinois,2020,Marion,17.0,0.0
Illinois,2020,Marshall,4.0,0.0
Illinois,2020,McDonough,5.0,0.0
Illinois,2020,McHenry,66.0,0.0
Illinois,2020,McLean,36.0,0.0
Illinois,2020,Mercer,10.0,0.0
Illinois,2020,Monroe,15.0,0.0
Illinois,2020,Montgomery,34.0,0.0
Illinois,2020,Morgan,10.0,0.0
Illinois,2020,Ogle,23.0,0.0
Illinois,2020,Peoria,85.0,0.0
Illinois,2020,Perry,10.0,0.0
Illinois,2020,Piatt,20.0,0.0
Illinois,2020,Putnam,6.0,0.0
Illinois,2020,Randolph,6.0,0.0
Illinois,2020,Rock Island,40.0,0.0
Illinois,2020,Sangamon,182.0,0.0
Illinois,2020,Schuyler,0.0,0.0
Illinois,2020,Scott,1.0,0.0
Illinois,2020,Stark,7.0,0.0
Illinois,2020,Stephenson,13.0,0.0
Illinois,2020,Tazewell,24.0,0.0
Illinois,2020,Union,15.0,0.0
Illinois,2020,Vermilion,54.0,0.0
Illinois,2020,Wabash,1.0,0.0
Illinois,2020,Warren,14.0,0.0
Illinois,2020,Washington,7.0,0.0
Illinois,2020,Wayne,7.0,0.0
Illinois,2020,Whiteside,17.0,0.0
Illinois,2020,Will7,158.0,0.0
Illinois,2020,Winnebago,102.0,0.0
Indiana,2020,Clark,59.0,356.0
Indiana,2020,Franklin,8.0,116.0
Indiana,2020,Greene,30.0,179.0
Indiana,2020,Hancock,55.0,190.0
Indiana,2020,Hendricks,46.0,469.0
Indiana,2020,Howard4,53.0,138.0
Indiana,2020,Jackson4,17.0,32.0
Indiana,2020,Jennings,8.0,99.0
Indiana,2020,Johnson,18.0,205.0
Indiana,2020,Kosciusko,107.0,410.0
Indiana,2020,La Porte7,45.0,0.0
Indiana,2020,Lake,45.0,314.0
Indiana,2020,Miami4,16.0,77.0
Indiana,2020,Monroe4,35.0,555.0
Indiana,2020,Montgomery,15.0,197.0
Indiana,2020,Noble,20.0,155.0
Indiana,2020,St. Joseph,78.0,1254.0
Indiana,2020,Starke4,45.0,223.0
Indiana,2020,Steuben4,13.0,251.0
Indiana,2020,Tippecanoe,48.0,430.0
Indiana,2020,Vigo,91.0,914.0
Indiana,2020,Wells,5.0,38.0
Iowa,2020,Adair,8.0,26.0
Iowa,2020,Adams,9.0,23.0
Iowa,2020,Allamakee,2.0,32.0
Iowa,2020,Appanoose,16.0,93.0
Iowa,2020,Black Hawk,42.0,130.0
Iowa,2020,Boone7,14.0,0.0
Iowa,2020,Bremer,2.0,37.0
Iowa,2020,Buchanan,24.0,78.0
Iowa,2020,Buena Vista,10.0,44.0
Iowa,2020,Butler,4.0,37.0
Iowa,2020,Calhoun,2.0,13.0
Iowa,2020,Carroll,3.0,10.0
Iowa,2020,Cass,12.0,44.0
Iowa,2020,Cedar,8.0,36.0
Iowa,2020,Cerro Gordo,15.0,120.0
Iowa,2020,Cherokee,5.0,18.0
Iowa,2020,Chickasaw,8.0,23.0
Iowa,2020,Clarke,4.0,26.0
Iowa,2020,Clay,5.0,15.0
Iowa,2020,Clayton,11.0,27.0
Iowa,2020,Clinton,28.0,139.0
Iowa,2020,Crawford,3.0,2.0
Iowa,2020,Dallas,48.0,83.0
Iowa,2020,Davis,0.0,9.0
Iowa,2020,Delaware,27.0,41.0
Iowa,2020,Des Moines7,11.0,0.0
Iowa,2020,Dickinson,9.0,24.0
Iowa,2020,Dubuque,22.0,148.0
Iowa,2020,Emmet,13.0,16.0
Iowa,2020,Fayette,20.0,52.0
Iowa,2020,Floyd,3.0,14.0
Iowa,2020,Fremont,40.0,75.0
Iowa,2020,Grundy,5.0,54.0
Iowa,2020,Guthrie,1.0,41.0
Iowa,2020,Hamilton,3.0,44.0
Iowa,2020,Hancock,3.0,34.0
Iowa,2020,Hardin,11.0,74.0
Iowa,2020,Harrison,9.0,56.0
Iowa,2020,Henry,33.0,66.0
Iowa,2020,Howard,2.0,27.0
Iowa,2020,Humboldt,0.0,59.0
Iowa,2020,Ida,8.0,57.0
Iowa,2020,Iowa,15.0,19.0
Iowa,2020,Jackson,10.0,52.0
Iowa,2020,Jasper,11.0,30.0
Iowa,2020,Jefferson,4.0,30.0
Iowa,2020,Keokuk,9.0,37.0
Iowa,2020,Kossuth,13.0,20.0
Iowa,2020,Lee,12.0,86.0
Iowa,2020,Linn,28.0,263.0
Iowa,2020,Louisa,15.0,56.0
Iowa,2020,Lucas,12.0,60.0
Iowa,2020,Lyon,15.0,44.0
Iowa,2020,Madison,9.0,43.0
Iowa,2020,Mahaska,10.0,56.0
Iowa,2020,Marion,36.0,48.0
Iowa,2020,Marshall,44.0,89.0
Iowa,2020,Mills,13.0,70.0
Iowa,2020,Mitchell,3.0,13.0
Iowa,2020,Monona,11.0,30.0
Iowa,2020,Monroe,3.0,14.0
Iowa,2020,Muscatine,19.0,58.0
Iowa,2020,O'Brien,33.0,103.0
Iowa,2020,Osceola,10.0,54.0
Iowa,2020,Page,4.0,13.0
Iowa,2020,Palo Alto,12.0,52.0
Iowa,2020,Plymouth,6.0,28.0
Iowa,2020,Pocahontas,11.0,30.0
Iowa,2020,Polk,120.0,711.0
Iowa,2020,Pottawattamie,55.0,241.0
Iowa,2020,Poweshiek,13.0,56.0
Iowa,2020,Ringgold,3.0,25.0
Iowa,2020,Sac,6.0,36.0
Iowa,2020,Scott,28.0,163.0
Iowa,2020,Shelby,3.0,20.0
Iowa,2020,Sioux,11.0,56.0
Iowa,2020,Story,18.0,96.0
Iowa,2020,Tama,18.0,46.0
Iowa,2020,Taylor,7.0,11.0
Iowa,2020,Union,8.0,40.0
Iowa,2020,Van Buren,9.0,31.0
Iowa,2020,Wapello,24.0,96.0
Iowa,2020,Warren,36.0,136.0
Iowa,2020,Washington,39.0,85.0
Iowa,2020,Wayne,14.0,23.0
Iowa,2020,Webster,33.0,127.0
Iowa,2020,Woodbury,32.0,93.0
Iowa,2020,Worth,8.0,27.0
Kansas ,2021,Allen,12.0,40.0
Kansas ,2021,Anderson,13.0,14.0
Kansas ,2021,Atchison,5.0,61.0
Kansas ,2021,Barber,3.0,19.0
Kansas ,2021,Barton,29.0,101.0
Kansas ,2021,Bourbon,18.0,59.0
Kansas ,2021,Brown,4.0,94.0
Kansas ,2021,Butler,52.0,218.0
Kansas ,2021,Cherokee,28.0,171.0
Kansas ,2021,Cheyenne,1.0,33.0
Kansas ,2021,Clark,3.0,11.0
Kansas ,2021,Clay,4.0,20.0
Kansas ,2021,Cowley,21.0,130.0
Kansas ,2021,Crawford,36.0,126.0
Kansas ,2021,Dickinson,13.0,70.0
Kansas ,2021,Douglas,50.0,85.0
Kansas ,2021,Edwards,7.0,13.0
Kansas ,2021,Ellis,16.0,35.0
Kansas ,2021,Ellsworth,6.0,40.0
Kansas ,2021,Finney,40.0,173.0
Kansas ,2021,Ford,6.0,59.0
Kansas ,2021,Franklin,30.0,73.0
Kansas ,2021,Geary,8.0,28.0
Kansas ,2021,Gove,2.0,8.0
Kansas ,2021,Gray,4.0,28.0
Kansas ,2021,Greeley,6.0,4.0
Kansas ,2021,Greenwood,10.0,84.0
Kansas ,2021,Hamilton,6.0,27.0
Kansas ,2021,Harper,1.0,28.0
Kansas ,2021,Harvey,17.0,56.0
Kansas ,2021,Haskell,4.0,16.0
Kansas ,2021,Jackson,19.0,84.0
Kansas ,2021,Jefferson,39.0,273.0
Kansas ,2021,Jewell,3.0,9.0
Kansas ,2021,Johnson,67.0,352.0
Kansas ,2021,Kearny,6.0,56.0
Kansas ,2021,Kingman,4.0,47.0
Kansas ,2021,Labette,5.0,88.0
Kansas ,2021,Lane,2.0,6.0
Kansas ,2021,Leavenworth,38.0,148.0
Kansas ,2021,Linn,7.0,82.0
Kansas ,2021,Logan,3.0,11.0
Kansas ,2021,Lyon,18.0,67.0
Kansas ,2021,Marion,4.0,47.0
Kansas ,2021,Marshall,4.0,20.0
Kansas ,2021,Miami,33.0,122.0
Kansas ,2021,Mitchell,4.0,20.0
Kansas ,2021,Montgomery,17.0,141.0
Kansas ,2021,Morris,14.0,19.0
Kansas ,2021,Morton,3.0,9.0
Kansas ,2021,Nemaha,4.0,15.0
Kansas ,2021,Neosho,12.0,107.0
Kansas ,2021,Norton,5.0,10.0
Kansas ,2021,Osage,21.0,75.0
Kansas ,2021,Ottawa,1.0,42.0
Kansas ,2021,Pawnee,4.0,29.0
Kansas ,2021,Pottawatomie,37.0,158.0
Kansas ,2021,Pratt,5.0,15.0
Kansas ,2021,Republic,11.0,29.0
Kansas ,2021,Rice,4.0,39.0
Kansas ,2021,Riley County Police Department,210.0,1171.0
Kansas ,2021,Rooks,11.0,37.0
Kansas ,2021,Rush,10.0,40.0
Kansas ,2021,Russell,13.0,20.0
Kansas ,2021,Saline,35.0,152.0
Kansas ,2021,Sedgwick,60.0,236.0
Kansas ,2021,Seward,9.0,11.0
Kansas ,2021,Shawnee,83.0,589.0
Kansas ,2021,Sheridan,1.0,6.0
Kansas ,2021,Sumner,24.0,157.0
Kansas ,2021,Thomas,1.0,28.0
Kansas ,2021,Trego,4.0,6.0
Kansas ,2021,Washington,7.0,16.0
Kansas ,2021,Woodson,2.0,38.0
Kansas ,2022,Allen,11.0,51.0
Kansas ,2022,Anderson,10.0,14.0
Kansas ,2022,Barber,0.0,25.0
Kansas ,2022,Barton,14.0,53.0
Kansas ,2022,Bourbon,24.0,39.0
Kansas ,2022,Brown,2.0,16.0
Kansas ,2022,Butler,35.0,218.0
Kansas ,2022,Chautauqua,1.0,11.0
Kansas ,2022,Cherokee,46.0,148.0
Kansas ,2022,Cheyenne,7.0,19.0
Kansas ,2022,Clark,2.0,26.0
Kansas ,2022,Clay,13.0,7.0
Kansas ,2022,Cowley,13.0,99.0
Kansas ,2022,Crawford,19.0,123.0
Kansas ,2022,Decatur,1.0,7.0
Kansas ,2022,Dickinson,12.0,64.0
Kansas ,2022,Doniphan,3.0,17.0
Kansas ,2022,Edwards,20.0,10.0
Kansas ,2022,Ellsworth,2.0,29.0
Kansas ,2022,Finney,39.0,140.0
Kansas ,2022,Ford,11.0,139.0
Kansas ,2022,Franklin,41.0,73.0
Kansas ,2022,Geary,12.0,41.0
Kansas ,2022,Gove,1.0,6.0
Kansas ,2022,Grant,2.0,9.0
Kansas ,2022,Greenwood,14.0,65.0
Kansas ,2022,Harper,1.0,23.0
Kansas ,2022,Harvey,12.0,63.0
Kansas ,2022,Haskell,12.0,14.0
Kansas ,2022,Jackson,18.0,68.0
Kansas ,2022,Jefferson,41.0,154.0
Kansas ,2022,Johnson,42.0,233.0
Kansas ,2022,Kingman,7.0,29.0
Kansas ,2022,Kiowa,0.0,8.0
Kansas ,2022,Labette,11.0,87.0
Kansas ,2022,Lane,5.0,10.0
Kansas ,2022,Leavenworth,46.0,138.0
Kansas ,2022,Marion,11.0,37.0
Kansas ,2022,Marshall,7.0,20.0
Kansas ,2022,Miami,26.0,102.0
Kansas ,2022,Mitchell,10.0,8.0
Kansas ,2022,Montgomery,28.0,117.0
Kansas ,2022,Morris,8.0,26.0
Kansas ,2022,Nemaha,1.0,17.0
Kansas ,2022,Neosho,12.0,326.0
Kansas ,2022,Norton,2.0,7.0
Kansas ,2022,Osage,9.0,36.0
Kansas ,2022,Phillips,12.0,4.0
Kansas ,2022,Pottawatomie,20.0,129.0
Kansas ,2022,Pratt,6.0,19.0
Kansas ,2022,Reno,39.0,151.0
Kansas ,2022,Republic,6.0,16.0
