State,Year,Metropolitan/Nonmetropolitan,County,Violent_Crime,Murder_and_nonnegligent_manslaughter,Rape1,Robbery,Aggravated_assault,Property_Crime,Burglary,Larceny-theft,Motor_vehicle_theft,Arson2
Alabama,2020,METROPOLITAN COUNTIES,Autauga,59.0,3.0,14,3,39,267.0,53,178,36,
Alabama,2020,NONMETROPOLITAN COUNTIES,Cherokee,67.0,1.0,12,2,52,313.0,80,179,54,
Alabama,2020,NONMETROPOLITAN COUNTIES,Clarke,42.0,2.0,6,2,32,53.0,27,17,9,
Alabama,2020,NONMETROPOLITAN COUNTIES,Marengo,26.0,6.0,2,1,17,88.0,27,42,19,
Arizona,2020,METROPOLITAN COUNTIES,Mohave,153.0,11.0,10,7,125,1637.0,445,"1,018",174,
Arizona,2020,METROPOLITAN COUNTIES,Pima4,922.0,23.0,59,145,695,7020.0,"1,036","5,494",490,64.0
Arizona,2020,METROPOLITAN COUNTIES,Pinal,269.0,7.0,2,18,242,1438.0,328,921,189,12.0
Arizona,2020,METROPOLITAN COUNTIES,Yavapai,193.0,1.0,15,2,175,837.0,158,578,101,
Arizona,2020,METROPOLITAN COUNTIES,Yuma,155.0,8.0,25,6,116,830.0,243,480,107,11.0
Arizona,2020,NONMETROPOLITAN COUNTIES,Gila,186.0,6.0,4,2,174,370.0,52,236,82,
Arizona,2020,NONMETROPOLITAN COUNTIES,Graham,9.0,0.0,0,0,9,98.0,17,70,11,
Arizona,2020,NONMETROPOLITAN COUNTIES,Greenlee,4.0,1.0,2,0,1,27.0,13,11,3,0.0
Arizona,2020,NONMETROPOLITAN COUNTIES,Navajo,46.0,3.0,0,1,42,261.0,101,116,44,
Arizona,2020,NONMETROPOLITAN COUNTIES,Santa Cruz,3.0,0.0,0,0,3,104.0,16,67,21,
Arkansas,2020,METROPOLITAN COUNTIES,Benton,149.0,1.0,21,4,123,494.0,191,238,65,3.0
Arkansas,2020,METROPOLITAN COUNTIES,Cleveland,40.0,0.0,2,1,37,111.0,40,58,13,0.0
Arkansas,2020,METROPOLITAN COUNTIES,Craighead,55.0,0.0,9,3,43,305.0,125,143,37,7.0
Arkansas,2020,METROPOLITAN COUNTIES,Crawford,46.0,0.0,3,0,43,214.0,32,161,21,1.0
Arkansas,2020,METROPOLITAN COUNTIES,Crittenden,158.0,6.0,24,9,119,236.0,63,145,28,9.0
Arkansas,2020,METROPOLITAN COUNTIES,Faulkner,155.0,1.0,25,2,127,791.0,172,496,123,8.0
Arkansas,2020,METROPOLITAN COUNTIES,Franklin,63.0,4.0,6,0,53,144.0,57,68,19,0.0
Arkansas,2020,METROPOLITAN COUNTIES,Garland,295.0,0.0,38,10,247,1299.0,544,621,134,0.0
Arkansas,2020,METROPOLITAN COUNTIES,Grant,19.0,0.0,5,2,12,212.0,37,164,11,0.0
Arkansas,2020,METROPOLITAN COUNTIES,Jefferson,121.0,1.0,16,6,98,359.0,81,211,67,4.0
Arkansas,2020,METROPOLITAN COUNTIES,Lincoln,3.0,0.0,2,0,1,28.0,4,18,6,0.0
Arkansas,2020,METROPOLITAN COUNTIES,Little River,24.0,0.0,5,0,19,67.0,11,41,15,2.0
Arkansas,2020,METROPOLITAN COUNTIES,Lonoke,108.0,4.0,18,2,84,471.0,71,284,116,4.0
Arkansas,2020,METROPOLITAN COUNTIES,Madison,63.0,0.0,13,2,48,111.0,35,60,16,4.0
Arkansas,2020,METROPOLITAN COUNTIES,Miller,54.0,0.0,12,1,41,198.0,69,105,24,0.0
Arkansas,2020,METROPOLITAN COUNTIES,Perry,39.0,0.0,4,0,35,93.0,19,74,0,0.0
Arkansas,2020,METROPOLITAN COUNTIES,Poinsett,50.0,0.0,10,2,38,118.0,38,67,13,4.0
Arkansas,2020,METROPOLITAN COUNTIES,Pulaski,641.0,7.0,33,29,572,1595.0,318,"1,050",227,18.0
Arkansas,2020,METROPOLITAN COUNTIES,Saline,185.0,0.0,25,7,153,649.0,256,293,100,5.0
Arkansas,2020,METROPOLITAN COUNTIES,Sebastian,51.0,0.0,7,1,43,141.0,40,86,15,3.0
Arkansas,2020,METROPOLITAN COUNTIES,Washington,190.0,3.0,20,1,166,571.0,137,364,70,3.0
Arkansas,2020,NONMETROPOLITAN COUNTIES,Arkansas,22.0,0.0,2,0,20,78.0,6,46,26,1.0
Arkansas,2020,NONMETROPOLITAN COUNTIES,Ashley,23.0,1.0,2,1,19,113.0,16,79,18,1.0
Arkansas,2020,NONMETROPOLITAN COUNTIES,Baxter,66.0,4.0,17,0,45,493.0,94,351,48,2.0
Arkansas,2020,NONMETROPOLITAN COUNTIES,Boone,195.0,4.0,45,2,144,205.0,45,127,33,2.0
Arkansas,2020,NONMETROPOLITAN COUNTIES,Bradley,14.0,0.0,2,0,12,49.0,25,21,3,1.0
Arkansas,2020,NONMETROPOLITAN COUNTIES,Calhoun,13.0,0.0,2,0,11,50.0,19,25,6,0.0
Arkansas,2020,NONMETROPOLITAN COUNTIES,Carroll,41.0,2.0,1,0,38,149.0,27,78,44,5.0
Arkansas,2020,NONMETROPOLITAN COUNTIES,Chicot,4.0,0.0,2,0,2,78.0,12,66,0,1.0
Arkansas,2020,NONMETROPOLITAN COUNTIES,Clark,12.0,0.0,4,0,8,56.0,21,29,6,1.0
Arkansas,2020,NONMETROPOLITAN COUNTIES,Cleburne,153.0,1.0,16,2,134,311.0,104,175,32,13.0
Arkansas,2020,NONMETROPOLITAN COUNTIES,Columbia,41.0,3.0,2,0,36,81.0,16,56,9,1.0
Arkansas,2020,NONMETROPOLITAN COUNTIES,Conway,56.0,0.0,6,0,50,217.0,38,160,19,7.0
Arkansas,2020,NONMETROPOLITAN COUNTIES,Drew,21.0,2.0,3,2,14,117.0,42,60,15,2.0
Arkansas,2020,NONMETROPOLITAN COUNTIES,Fulton,25.0,1.0,5,0,19,59.0,0,52,7,2.0
Arkansas,2020,NONMETROPOLITAN COUNTIES,Hempstead,41.0,0.0,7,3,31,138.0,25,92,21,0.0
Arkansas,2020,NONMETROPOLITAN COUNTIES,Howard,18.0,1.0,2,1,14,29.0,16,12,1,2.0
Arkansas,2020,NONMETROPOLITAN COUNTIES,Independence,196.0,2.0,40,6,148,421.0,119,248,54,13.0
Arkansas,2020,NONMETROPOLITAN COUNTIES,Izard,60.0,0.0,10,1,49,192.0,68,112,12,1.0
Arkansas,2020,NONMETROPOLITAN COUNTIES,Jackson,37.0,1.0,8,2,26,133.0,9,86,38,0.0
Arkansas,2020,NONMETROPOLITAN COUNTIES,Johnson,81.0,0.0,19,2,60,94.0,42,45,7,1.0
Arkansas,2020,NONMETROPOLITAN COUNTIES,Lee,11.0,1.0,2,0,8,110.0,27,67,16,11.0
Arkansas,2020,NONMETROPOLITAN COUNTIES,Logan,53.0,0.0,4,1,48,171.0,48,103,20,1.0
Arkansas,2020,NONMETROPOLITAN COUNTIES,Mississippi,37.0,0.0,4,1,32,319.0,114,148,57,3.0
Arkansas,2020,NONMETROPOLITAN COUNTIES,Monroe,7.0,0.0,2,0,5,22.0,4,16,2,0.0
Arkansas,2020,NONMETROPOLITAN COUNTIES,Nevada,12.0,0.0,2,3,7,23.0,11,10,2,0.0
Arkansas,2020,NONMETROPOLITAN COUNTIES,Pike,26.0,0.0,7,0,19,133.0,30,99,4,3.0
Arkansas,2020,NONMETROPOLITAN COUNTIES,Polk,61.0,0.0,5,0,56,59.0,12,45,2,0.0
Arkansas,2020,NONMETROPOLITAN COUNTIES,Pope,84.0,0.0,14,1,69,259.0,82,143,34,5.0
Arkansas,2020,NONMETROPOLITAN COUNTIES,Prairie,4.0,0.0,2,1,1,55.0,13,37,5,0.0
Arkansas,2020,NONMETROPOLITAN COUNTIES,Randolph,30.0,1.0,9,0,20,107.0,22,73,12,2.0
Arkansas,2020,NONMETROPOLITAN COUNTIES,Scott,25.0,2.0,1,1,21,49.0,18,25,6,3.0
Arkansas,2020,NONMETROPOLITAN COUNTIES,Searcy,16.0,0.0,2,0,14,15.0,11,4,0,0.0
Arkansas,2020,NONMETROPOLITAN COUNTIES,Sevier,20.0,0.0,7,0,13,61.0,23,29,9,1.0
Arkansas,2020,NONMETROPOLITAN COUNTIES,St. Francis,35.0,1.0,8,4,22,164.0,64,88,12,2.0
Arkansas,2020,NONMETROPOLITAN COUNTIES,Union,61.0,0.0,3,3,55,238.0,71,140,27,0.0
Arkansas,2020,NONMETROPOLITAN COUNTIES,Van Buren,43.0,0.0,1,0,42,151.0,36,88,27,6.0
Arkansas,2020,NONMETROPOLITAN COUNTIES,White,207.0,4.0,39,8,156,672.0,166,422,84,10.0
Arkansas,2020,NONMETROPOLITAN COUNTIES,Yell,52.0,2.0,9,2,39,148.0,48,85,15,7.0
California,2020,METROPOLITAN COUNTIES,Alameda,700.0,5.0,27,162,506,2286.0,369,"1,165",752,22.0
California,2020,METROPOLITAN COUNTIES,Butte,341.0,5.0,44,27,265,1120.0,422,674,24,5.0
California,2020,METROPOLITAN COUNTIES,Contra Costa,298.0,4.0,14,82,198,1178.0,304,827,47,5.0
California,2020,METROPOLITAN COUNTIES,El Dorado,219.0,0.0,45,30,144,1735.0,361,"1,353",21,5.0
California,2020,METROPOLITAN COUNTIES,Fresno,1137.0,10.0,56,135,936,3035.0,"1,067","1,374",594,248.0
California,2020,METROPOLITAN COUNTIES,Imperial,200.0,1.0,16,9,174,711.0,239,372,100,35.0
California,2020,METROPOLITAN COUNTIES,Kern,3369.0,59.0,143,454,"2,713",8708.0,"2,445","3,599","2,664",279.0
California,2020,METROPOLITAN COUNTIES,Kings,103.0,2.0,15,18,68,377.0,119,242,16,2.0
California,2020,METROPOLITAN COUNTIES,Los Angeles,5605.0,96.0,270,"1,256","3,983",15554.0,"2,381","8,323","4,850",285.0
California,2020,METROPOLITAN COUNTIES,Madera,231.0,4.0,22,30,175,673.0,118,528,27,4.0
California,2020,METROPOLITAN COUNTIES,Marin,90.0,1.0,7,13,69,812.0,151,656,5,1.0
California,2020,METROPOLITAN COUNTIES,Merced,467.0,3.0,19,30,415,1357.0,360,797,200,10.0
California,2020,METROPOLITAN COUNTIES,Monterey,221.0,3.0,30,25,163,1084.0,242,803,39,5.0
California,2020,METROPOLITAN COUNTIES,Napa,57.0,0.0,11,4,42,336.0,147,175,14,4.0
California,2020,METROPOLITAN COUNTIES,Orange,254.0,1.0,24,27,202,909.0,106,682,121,4.0
California,2020,METROPOLITAN COUNTIES,Placer,220.0,2.0,19,24,175,952.0,247,674,31,5.0
California,2020,METROPOLITAN COUNTIES,Riverside,964.0,43.0,32,149,740,6901.0,"1,242","3,969","1,690",25.0
California,2020,METROPOLITAN COUNTIES,Sacramento,2579.0,48.0,186,560,"1,785",7753.0,"2,228","5,349",176,90.0
California,2020,METROPOLITAN COUNTIES,San Benito,33.0,1.0,5,2,25,158.0,41,100,17,0.0
California,2020,METROPOLITAN COUNTIES,San Bernardino,1859.0,23.0,104,133,"1,599",3251.0,902,"1,421",928,72.0
California,2020,METROPOLITAN COUNTIES,San Diego,1435.0,19.0,100,182,"1,134",3894.0,742,"2,318",834,38.0
California,2020,METROPOLITAN COUNTIES,San Joaquin,822.0,16.0,18,150,638,2652.0,600,"1,880",172,44.0
California,2020,METROPOLITAN COUNTIES,San Luis Obispo,260.0,1.0,28,12,219,1065.0,314,718,33,6.0
California,2020,METROPOLITAN COUNTIES,San Mateo,319.0,2.0,85,74,158,2896.0,334,"2,172",390,13.0
California,2020,METROPOLITAN COUNTIES,Santa Barbara,225.0,0.0,34,32,159,1616.0,277,"1,279",60,15.0
California,2020,METROPOLITAN COUNTIES,Santa Clara,323.0,1.0,46,26,250,1296.0,188,854,254,0.0
California,2020,METROPOLITAN COUNTIES,Santa Cruz,315.0,6.0,29,39,241,1566.0,348,"1,172",46,9.0
California,2020,METROPOLITAN COUNTIES,Shasta,393.0,7.0,22,23,341,666.0,303,319,44,5.0
California,2020,METROPOLITAN COUNTIES,Solano,115.0,4.0,15,12,84,419.0,126,204,89,14.0
California,2020,METROPOLITAN COUNTIES,Sonoma,586.0,1.0,56,39,490,986.0,357,621,8,26.0
California,2020,METROPOLITAN COUNTIES,Stanislaus,436.0,7.0,20,117,292,1171.0,365,764,42,8.0
California,2020,METROPOLITAN COUNTIES,Sutter,69.0,1.0,4,12,52,530.0,145,318,67,2.0
California,2020,METROPOLITAN COUNTIES,Tulare5,344.0,9.0,29,65,241,1884.0,603,"1,260",21,0.0
California,2020,METROPOLITAN COUNTIES,Ventura,98.0,1.0,20,13,64,730.0,129,517,84,13.0
California,2020,METROPOLITAN COUNTIES,Yolo,64.0,2.0,5,4,53,266.0,87,157,22,2.0
California,2020,METROPOLITAN COUNTIES,Yuba,256.0,2.0,17,40,197,880.0,247,608,25,24.0
California,2020,NONMETROPOLITAN COUNTIES,Alpine,19.0,0.0,0,0,19,13.0,4,9,0,0.0
California,2020,NONMETROPOLITAN COUNTIES,Amador,90.0,2.0,5,7,76,312.0,92,218,2,3.0
California,2020,NONMETROPOLITAN COUNTIES,Calaveras,146.0,0.0,18,5,123,557.0,209,335,13,0.0
California,2020,NONMETROPOLITAN COUNTIES,Colusa,24.0,0.0,3,3,18,165.0,55,108,2,3.0
California,2020,NONMETROPOLITAN COUNTIES,Del Norte,121.0,2.0,44,15,60,313.0,95,212,6,13.0
California,2020,NONMETROPOLITAN COUNTIES,Glenn,128.0,2.0,14,5,107,288.0,85,170,33,1.0
California,2020,NONMETROPOLITAN COUNTIES,Humboldt,288.0,5.0,23,33,227,967.0,364,577,26,18.0
California,2020,NONMETROPOLITAN COUNTIES,Inyo,101.0,1.0,7,8,85,165.0,67,97,1,3.0
California,2020,NONMETROPOLITAN COUNTIES,Lake,193.0,1.0,10,11,171,465.0,237,224,4,11.0
California,2020,NONMETROPOLITAN COUNTIES,Lassen,70.0,0.0,3,7,60,106.0,55,48,3,2.0
California,2020,NONMETROPOLITAN COUNTIES,Mariposa,61.0,0.0,12,1,48,183.0,54,125,4,0.0
California,2020,NONMETROPOLITAN COUNTIES,Mendocino,187.0,6.0,22,12,147,664.0,187,474,3,19.0
California,2020,NONMETROPOLITAN COUNTIES,Modoc,23.0,1.0,0,1,21,31.0,10,19,2,1.0
California,2020,NONMETROPOLITAN COUNTIES,Mono,21.0,2.0,3,2,14,58.0,26,31,1,1.0
California,2020,NONMETROPOLITAN COUNTIES,Nevada,116.0,4.0,13,10,89,342.0,146,189,7,1.0
California,2020,NONMETROPOLITAN COUNTIES,Plumas,159.0,1.0,18,0,140,282.0,92,186,4,2.0
California,2020,NONMETROPOLITAN COUNTIES,Sierra,4.0,0.0,0,0,4,17.0,7,10,0,0.0
California,2020,NONMETROPOLITAN COUNTIES,Siskiyou,98.0,2.0,13,4,79,154.0,69,77,8,2.0
California,2020,NONMETROPOLITAN COUNTIES,Tehama,161.0,5.0,14,12,130,384.0,131,238,15,1.0
California,2020,NONMETROPOLITAN COUNTIES,Trinity,82.0,2.0,3,7,70,147.0,56,86,5,4.0
California,2020,NONMETROPOLITAN COUNTIES,Tuolumne,205.0,0.0,75,12,118,603.0,268,328,7,11.0
Colorado,2020,METROPOLITAN COUNTIES,Adams,620.0,3.0,96,67,454,3151.0,397,"1,664","1,090",47.0
Colorado,2020,METROPOLITAN COUNTIES,Arapahoe,221.0,0.0,21,15,185,2352.0,402,"1,378",572,13.0
Colorado,2020,METROPOLITAN COUNTIES,Boulder,80.0,0.0,8,8,64,760.0,175,511,74,8.0
Colorado,2020,METROPOLITAN COUNTIES,Clear Creek,9.0,0.0,0,0,9,50.0,5,36,9,1.0
Colorado,2020,METROPOLITAN COUNTIES,Douglas,326.0,3.0,82,13,228,2426.0,370,"1,738",318,47.0
Colorado,2020,METROPOLITAN COUNTIES,Elbert,12.0,1.0,6,1,4,11.0,1,5,5,1.0
Colorado,2020,METROPOLITAN COUNTIES,El Paso,545.0,9.0,131,45,360,2334.0,389,"1,618",327,33.0
Colorado,2020,METROPOLITAN COUNTIES,Gilpin,11.0,0.0,3,0,8,84.0,16,61,7,0.0
Colorado,2020,METROPOLITAN COUNTIES,Mesa,193.0,0.0,41,10,142,1370.0,342,848,180,16.0
Colorado,2020,METROPOLITAN COUNTIES,Park,38.0,0.0,6,0,32,45.0,15,23,7,1.0
Colorado,2020,METROPOLITAN COUNTIES,Pueblo6,35.0,2.0,0,10,23,,216,,140,3.0
Colorado,2020,METROPOLITAN COUNTIES,Teller,31.0,0.0,7,1,23,80.0,21,47,12,0.0
Colorado,2020,METROPOLITAN COUNTIES,Weld,204.0,2.0,39,0,163,809.0,143,486,180,13.0
Colorado,2020,NONMETROPOLITAN COUNTIES,Bent,17.0,0.0,4,1,12,112.0,34,66,12,0.0
Colorado,2020,NONMETROPOLITAN COUNTIES,Chaffee,5.0,0.0,1,0,4,97.0,15,61,21,0.0
Colorado,2020,NONMETROPOLITAN COUNTIES,Cheyenne,1.0,0.0,0,0,1,5.0,1,3,1,0.0
Colorado,2020,NONMETROPOLITAN COUNTIES,Conejos,6.0,0.0,3,0,3,38.0,33,1,4,1.0
Colorado,2020,NONMETROPOLITAN COUNTIES,Crowley,5.0,0.0,3,0,2,60.0,20,34,6,1.0
Colorado,2020,NONMETROPOLITAN COUNTIES,Custer,12.0,0.0,1,3,8,79.0,24,50,5,2.0
Colorado,2020,NONMETROPOLITAN COUNTIES,Delta,12.0,1.0,6,1,4,222.0,80,122,20,7.0
Colorado,2020,NONMETROPOLITAN COUNTIES,Dolores,4.0,0.0,1,0,3,11.0,5,3,3,0.0
Colorado,2020,NONMETROPOLITAN COUNTIES,Eagle,30.0,1.0,10,0,19,110.0,13,86,11,3.0
Colorado,2020,NONMETROPOLITAN COUNTIES,Fremont,39.0,1.0,15,0,23,174.0,49,89,36,2.0
Colorado,2020,NONMETROPOLITAN COUNTIES,Garfield,58.0,0.0,15,0,43,244.0,71,132,41,12.0
Colorado,2020,NONMETROPOLITAN COUNTIES,Gunnison,3.0,0.0,0,0,3,25.0,3,19,3,0.0
Colorado,2020,NONMETROPOLITAN COUNTIES,Hinsdale,0.0,0.0,0,0,0,4.0,0,3,1,0.0
Colorado,2020,NONMETROPOLITAN COUNTIES,Huerfano,22.0,0.0,2,4,16,158.0,55,78,25,4.0
Colorado,2020,NONMETROPOLITAN COUNTIES,Jackson,6.0,0.0,1,0,5,24.0,10,10,4,0.0
Colorado,2020,NONMETROPOLITAN COUNTIES,Kiowa,0.0,0.0,0,0,0,4.0,0,3,1,0.0
Colorado,2020,NONMETROPOLITAN COUNTIES,La Plata,32.0,0.0,12,1,19,285.0,110,139,36,4.0
Colorado,2020,NONMETROPOLITAN COUNTIES,Las Animas,5.0,0.0,1,0,4,72.0,21,38,13,4.0
Colorado,2020,NONMETROPOLITAN COUNTIES,Logan,21.0,1.0,5,1,14,101.0,35,50,16,5.0
Colorado,2020,NONMETROPOLITAN COUNTIES,Mineral,0.0,0.0,0,0,0,0.0,0,0,0,0.0
Colorado,2020,NONMETROPOLITAN COUNTIES,Moffat,8.0,1.0,0,0,7,39.0,16,20,3,0.0
Colorado,2020,NONMETROPOLITAN COUNTIES,Montezuma,24.0,0.0,2,1,21,149.0,49,83,17,2.0
Colorado,2020,NONMETROPOLITAN COUNTIES,Montrose,36.0,1.0,2,1,32,196.0,27,141,28,3.0
Colorado,2020,NONMETROPOLITAN COUNTIES,Morgan,27.0,0.0,3,0,24,126.0,45,63,18,3.0
Colorado,2020,NONMETROPOLITAN COUNTIES,Otero,17.0,0.0,4,2,11,52.0,16,24,12,0.0
Colorado,2020,NONMETROPOLITAN COUNTIES,Ouray,6.0,0.0,1,0,5,26.0,6,18,2,0.0
Colorado,2020,NONMETROPOLITAN COUNTIES,Phillips,1.0,0.0,0,0,1,8.0,0,2,6,0.0
Colorado,2020,NONMETROPOLITAN COUNTIES,Pitkin,3.0,0.0,1,0,2,26.0,3,21,2,0.0
Colorado,2020,NONMETROPOLITAN COUNTIES,Prowers,9.0,0.0,0,0,9,14.0,3,9,2,1.0
Colorado,2020,NONMETROPOLITAN COUNTIES,Rio Blanco,4.0,0.0,1,0,3,14.0,1,13,0,0.0
Colorado,2020,NONMETROPOLITAN COUNTIES,Rio Grande,4.0,0.0,1,0,3,57.0,15,40,2,0.0
Colorado,2020,NONMETROPOLITAN COUNTIES,Routt,8.0,1.0,2,0,5,64.0,18,40,6,1.0
Colorado,2020,NONMETROPOLITAN COUNTIES,San Juan,0.0,0.0,0,0,0,4.0,0,4,0,0.0
Colorado,2020,NONMETROPOLITAN COUNTIES,San Miguel,8.0,0.0,8,0,0,3.0,0,1,2,0.0
Colorado,2020,NONMETROPOLITAN COUNTIES,Sedgwick,1.0,0.0,0,0,1,1.0,1,0,0,0.0
Colorado,2020,NONMETROPOLITAN COUNTIES,Summit,39.0,0.0,7,1,31,225.0,40,162,23,2.0
Colorado,2020,NONMETROPOLITAN COUNTIES,Washington,7.0,0.0,1,0,6,57.0,10,32,15,2.0
Colorado,2020,NONMETROPOLITAN COUNTIES,Yuma,3.0,0.0,1,0,2,62.0,16,35,11,1.0
Delaware,2020,METROPOLITAN COUNTIES,New Castle County Police Department,934.0,11.0,62,128,733,4466.0,629,"3,247",590,3.0
Florida,2020,METROPOLITAN COUNTIES,Alachua,911.0,6.0,98,133,674,1838.0,379,"1,280",179,23.0
Florida,2020,METROPOLITAN COUNTIES,Baker,131.0,2.0,11,3,115,274.0,33,212,29,0.0
Florida,2020,METROPOLITAN COUNTIES,Bay,319.0,4.0,30,22,263,1873.0,378,"1,310",185,3.0
Florida,2020,METROPOLITAN COUNTIES,Brevard,518.0,7.0,52,52,407,2925.0,526,"2,138",261,15.0
Florida,2020,METROPOLITAN COUNTIES,Broward,333.0,8.0,19,49,257,507.0,66,396,45,1.0
Florida,2020,METROPOLITAN COUNTIES,Charlotte,278.0,1.0,32,19,226,1376.0,207,"1,060",109,6.0
Florida,2020,METROPOLITAN COUNTIES,Citrus,403.0,7.0,25,38,333,1926.0,334,"1,402",190,6.0
Florida,2020,METROPOLITAN COUNTIES,Clay,491.0,5.0,81,70,335,2420.0,314,"1,928",178,19.0
Florida,2020,METROPOLITAN COUNTIES,Collier,837.0,5.0,61,120,651,3416.0,377,"2,732",307,15.0
Florida,2020,METROPOLITAN COUNTIES,Escambia,1604.0,27.0,198,324,"1,055",6782.0,"1,395","4,743",644,27.0
Florida,2020,METROPOLITAN COUNTIES,Flagler,216.0,0.0,27,6,183,758.0,83,628,47,2.0
Florida,2020,METROPOLITAN COUNTIES,Gadsden,75.0,3.0,10,6,56,227.0,110,96,21,0.0
Florida,2020,METROPOLITAN COUNTIES,Gilchrist,24.0,0.0,2,0,22,84.0,28,47,9,1.0
Florida,2020,METROPOLITAN COUNTIES,Hernando,440.0,7.0,51,49,333,2058.0,342,"1,560",156,23.0
Florida,2020,METROPOLITAN COUNTIES,Highlands,207.0,5.0,21,24,157,1432.0,259,"1,043",130,7.0
Florida,2020,METROPOLITAN COUNTIES,Hillsborough,1878.0,37.0,248,262,"1,331",8728.0,"1,191","6,610",927,39.0
Florida,2020,METROPOLITAN COUNTIES,Indian River,156.0,3.0,9,18,126,1404.0,129,"1,135",140,3.0
Florida,2020,METROPOLITAN COUNTIES,Jefferson,93.0,0.0,5,0,88,136.0,47,75,14,2.0
Florida,2020,METROPOLITAN COUNTIES,Lake,472.0,12.0,72,50,338,1933.0,401,"1,282",250,13.0
Florida,2020,METROPOLITAN COUNTIES,Lee,1367.0,22.0,179,217,949,4195.0,677,"3,029",489,27.0
Florida,2020,METROPOLITAN COUNTIES,Leon,271.0,5.0,27,29,210,1283.0,247,923,113,2.0
Florida,2020,METROPOLITAN COUNTIES,Levy,454.0,1.0,33,5,415,429.0,174,205,50,2.0
Florida,2020,METROPOLITAN COUNTIES,Manatee,1474.0,8.0,187,178,"1,101",4342.0,611,"3,331",400,16.0
Florida,2020,METROPOLITAN COUNTIES,Marion,1094.0,16.0,125,73,880,3781.0,890,"2,436",455,4.0
Florida,2020,METROPOLITAN COUNTIES,Martin,305.0,5.0,70,39,191,1409.0,170,"1,166",73,3.0
Florida,2020,METROPOLITAN COUNTIES,Miami-Dade,6096.0,113.0,410,967,"4,606",26907.0,"2,400","21,458","3,049",113.0
Florida,2020,METROPOLITAN COUNTIES,Nassau,152.0,1.0,30,7,114,900.0,310,490,100,1.0
Florida,2020,METROPOLITAN COUNTIES,Okaloosa,471.0,3.0,62,26,380,1902.0,236,"1,496",170,2.0
Florida,2020,METROPOLITAN COUNTIES,Orange,4564.0,69.0,394,817,"3,284",15877.0,"2,353","11,698","1,826",0.0
Florida,2020,METROPOLITAN COUNTIES,Osceola,732.0,11.0,76,110,535,3974.0,797,"2,893",284,3.0
Florida,2020,METROPOLITAN COUNTIES,Palm Beach,1438.0,22.0,196,230,990,8539.0,892,"6,745",902,33.0
Florida,2020,METROPOLITAN COUNTIES,Pasco,1457.0,14.0,173,193,"1,077",5516.0,832,"4,154",530,52.0
Florida,2020,METROPOLITAN COUNTIES,Pinellas,512.0,6.0,100,73,333,3082.0,439,"2,410",233,19.0
Florida,2020,METROPOLITAN COUNTIES,Polk,1327.0,22.0,78,89,"1,138",4500.0,792,"3,168",540,5.0
Florida,2020,METROPOLITAN COUNTIES,Santa Rosa,221.0,5.0,43,15,158,1276.0,267,904,105,4.0
Florida,2020,METROPOLITAN COUNTIES,Sarasota,489.0,3.0,40,63,383,3844.0,553,"3,077",214,3.0
Florida,2020,METROPOLITAN COUNTIES,Seminole,438.0,8.0,77,51,302,1852.0,258,"1,463",131,5.0
Florida,2020,METROPOLITAN COUNTIES,St. Johns,293.0,4.0,11,23,255,1654.0,225,"1,300",129,4.0
Florida,2020,METROPOLITAN COUNTIES,St. Lucie,297.0,6.0,41,40,210,1072.0,186,788,98,8.0
Florida,2020,METROPOLITAN COUNTIES,Sumter,210.0,2.0,20,14,174,783.0,128,571,84,4.0
Florida,2020,METROPOLITAN COUNTIES,Volusia,645.0,8.0,91,120,426,1798.0,329,"1,276",193,11.0
Florida,2020,METROPOLITAN COUNTIES,Wakulla,82.0,2.0,7,4,69,421.0,112,282,27,0.0
Florida,2020,METROPOLITAN COUNTIES,Walton,87.0,1.0,16,3,67,680.0,149,472,59,2.0
Florida,2020,NONMETROPOLITAN COUNTIES,Bradford,34.0,0.0,3,4,27,76.0,29,40,7,1.0
Florida,2020,NONMETROPOLITAN COUNTIES,Calhoun,33.0,3.0,1,2,27,78.0,22,44,12,0.0
Florida,2020,NONMETROPOLITAN COUNTIES,Columbia,170.0,2.0,18,22,128,802.0,334,425,43,1.0
Florida,2020,NONMETROPOLITAN COUNTIES,DeSoto,137.0,2.0,20,11,104,453.0,134,284,35,3.0
Florida,2020,NONMETROPOLITAN COUNTIES,Dixie,80.0,1.0,8,4,67,139.0,76,44,19,4.0
Florida,2020,NONMETROPOLITAN COUNTIES,Franklin,32.0,0.0,3,0,29,211.0,44,160,7,0.0
Florida,2020,NONMETROPOLITAN COUNTIES,Glades,33.0,0.0,2,2,29,93.0,17,62,14,0.0
Florida,2020,NONMETROPOLITAN COUNTIES,Gulf,60.0,0.0,8,0,52,159.0,47,103,9,4.0
Florida,2020,NONMETROPOLITAN COUNTIES,Hamilton,46.0,1.0,3,5,37,195.0,69,115,11,0.0
Florida,2020,NONMETROPOLITAN COUNTIES,Hardee,74.0,1.0,6,5,62,283.0,66,181,36,3.0
Florida,2020,NONMETROPOLITAN COUNTIES,Hendry,117.0,4.0,6,20,87,550.0,233,256,61,4.0
Florida,2020,NONMETROPOLITAN COUNTIES,Holmes,57.0,1.0,4,0,52,156.0,47,92,17,1.0
Florida,2020,NONMETROPOLITAN COUNTIES,Lafayette,26.0,0.0,0,2,24,21.0,9,10,2,0.0
Florida,2020,NONMETROPOLITAN COUNTIES,Liberty,6.0,0.0,0,0,6,54.0,6,48,0,0.0
