State,Year,Metropolitan/Nonmetropolitan,County,Violent_Crime,Murder_and_nonnegligent_manslaughter,Rape1,Robbery,Aggravated_assault,Property_Crime,Burglary,Larceny-theft,Motor_vehicle_theft,Arson2
North Carolina ,2022, Metropolitan Counties,Granville,62.0,2.0,11,2,47,397.0,178,186,33,4.0
North Carolina ,2022, Metropolitan Counties,Guilford,265.0,5.0,27,32,201,1047.0,224,703,120,12.0
North Carolina ,2022, Metropolitan Counties,Harnett,266.0,6.0,17,19,224,1539.0,404,944,191,31.0
North Carolina ,2022, Metropolitan Counties,Haywood,66.0,0.0,20,1,45,536.0,153,312,71,3.0
North Carolina ,2022, Metropolitan Counties,Henderson,105.0,1.0,27,2,75,839.0,246,499,94,2.0
North Carolina ,2022, Metropolitan Counties,Iredell,148.0,3.0,6,6,133,632.0,210,330,92,4.0
North Carolina ,2022, Metropolitan Counties,Johnston,124.0,2.0,17,12,93,1597.0,239,"1,208",150,6.0
North Carolina ,2022, Metropolitan Counties,Lincoln,112.0,0.0,14,7,91,910.0,210,587,113,6.0
North Carolina ,2022, Metropolitan Counties,Madison,10.0,0.0,2,0,8,120.0,34,67,19,2.0
North Carolina ,2022, Metropolitan Counties,Nash,49.0,1.0,5,2,41,290.0,73,199,18,0.0
North Carolina ,2022, Metropolitan Counties,New Hanover,112.0,1.0,22,15,74,1210.0,165,971,74,17.0
North Carolina ,2022, Metropolitan Counties,Orange,119.0,5.0,8,12,94,467.0,99,311,57,4.0
North Carolina ,2022, Metropolitan Counties,Pamlico,35.0,0.0,4,1,30,144.0,35,90,19,1.0
North Carolina ,2022, Metropolitan Counties,Pender,89.0,2.0,29,3,55,549.0,86,411,52,4.0
North Carolina ,2022, Metropolitan Counties,Person,56.0,2.0,9,4,41,248.0,92,141,15,3.0
North Carolina ,2022, Metropolitan Counties,Pitt,170.0,5.0,5,16,144,632.0,191,398,43,2.0
North Carolina ,2022, Metropolitan Counties,Randolph,102.0,1.0,22,7,72,851.0,225,553,73,17.0
North Carolina ,2022, Metropolitan Counties,Rockingham,45.0,1.0,20,1,23,590.0,160,370,60,0.0
North Carolina ,2022, Metropolitan Counties,Rowan,150.0,7.0,9,6,128,825.0,183,517,125,12.0
North Carolina ,2022, Metropolitan Counties,Union,155.0,2.0,31,10,112,1512.0,235,"1,155",122,7.0
North Carolina ,2022, Metropolitan Counties,Wake,222.0,3.0,15,23,181,1272.0,234,850,188,14.0
North Carolina ,2022, Metropolitan Counties,Wayne,201.0,6.0,8,6,181,1074.0,336,567,171,4.0
North Carolina ,2022, Metropolitan Counties,Yadkin,41.0,1.0,12,1,27,286.0,64,190,32,2.0
North Carolina ,2022, Nonmetropolitan Counties,Alleghany,6.0,1.0,2,0,3,102.0,32,61,9,2.0
North Carolina ,2022, Nonmetropolitan Counties,Ashe,26.0,0.0,6,1,19,169.0,55,98,16,3.0
North Carolina ,2022, Nonmetropolitan Counties,Avery,18.0,0.0,3,0,15,104.0,36,52,16,1.0
North Carolina ,2022, Nonmetropolitan Counties,Bertie,69.0,2.0,5,1,61,165.0,51,84,30,1.0
North Carolina ,2022, Nonmetropolitan Counties,Cherokee,63.0,2.0,13,1,47,524.0,95,373,56,6.0
North Carolina ,2022, Nonmetropolitan Counties,Chowan,3.0,0.0,3,0,0,90.0,31,46,13,2.0
North Carolina ,2022, Nonmetropolitan Counties,Clay,19.0,1.0,6,0,12,154.0,39,103,12,1.0
North Carolina ,2022, Nonmetropolitan Counties,Cleveland,182.0,2.0,34,8,138,627.0,172,375,80,1.0
North Carolina ,2022, Nonmetropolitan Counties,Dare,18.0,1.0,4,2,11,191.0,39,145,7,0.0
North Carolina ,2022, Nonmetropolitan Counties,Duplin,79.0,9.0,10,6,54,691.0,250,350,91,8.0
North Carolina ,2022, Nonmetropolitan Counties,Greene,47.0,1.0,15,2,29,240.0,83,132,25,1.0
North Carolina ,2022, Nonmetropolitan Counties,Halifax,104.0,6.0,12,11,75,401.0,127,218,56,1.0
North Carolina ,2022, Nonmetropolitan Counties,Hertford,20.0,1.0,1,3,15,112.0,31,70,11,1.0
North Carolina ,2022, Nonmetropolitan Counties,Jackson,73.0,1.0,23,1,48,313.0,131,155,27,1.0
North Carolina ,2022, Nonmetropolitan Counties,Lee,41.0,5.0,2,4,30,208.0,41,126,41,1.0
North Carolina ,2022, Nonmetropolitan Counties,Macon,33.0,2.0,10,4,17,374.0,124,217,33,4.0
North Carolina ,2022, Nonmetropolitan Counties,Martin,44.0,4.0,7,5,28,199.0,43,131,25,3.0
North Carolina ,2022, Nonmetropolitan Counties,McDowell,69.0,1.0,9,7,52,676.0,205,366,105,7.0
North Carolina ,2022, Nonmetropolitan Counties,Montgomery,43.0,2.0,7,2,32,212.0,56,125,31,4.0
North Carolina ,2022, Nonmetropolitan Counties,Moore,59.0,2.0,11,5,41,461.0,125,307,29,4.0
North Carolina ,2022, Nonmetropolitan Counties,Pasquotank,51.0,0.0,10,2,39,256.0,73,157,26,3.0
North Carolina ,2022, Nonmetropolitan Counties,Perquimans,33.0,1.0,10,2,20,113.0,30,76,7,0.0
North Carolina ,2022, Nonmetropolitan Counties,Polk,13.0,1.0,6,0,6,138.0,50,76,12,3.0
North Carolina ,2022, Nonmetropolitan Counties,Richmond,241.0,11.0,12,15,203,1043.0,339,584,120,5.0
North Carolina ,2022, Nonmetropolitan Counties,Robeson,974.0,26.0,13,63,872,2382.0,881,"1,171",330,45.0
North Carolina ,2022, Nonmetropolitan Counties,Rutherford,130.0,1.0,21,3,105,543.0,202,310,31,6.0
North Carolina ,2022, Nonmetropolitan Counties,Scotland,123.0,4.0,6,7,106,405.0,165,189,51,12.0
North Carolina ,2022, Nonmetropolitan Counties,Surry,87.0,3.0,38,2,44,524.0,130,284,110,12.0
North Carolina ,2022, Nonmetropolitan Counties,Swain,38.0,0.0,9,0,29,158.0,51,98,9,4.0
North Carolina ,2022, Nonmetropolitan Counties,Transylvania,24.0,0.0,10,1,13,190.0,61,109,20,3.0
North Carolina ,2022, Nonmetropolitan Counties,Tyrrell,16.0,0.0,2,1,13,38.0,11,25,2,1.0
North Carolina ,2022, Nonmetropolitan Counties,Vance,105.0,3.0,11,12,79,465.0,138,267,60,7.0
North Carolina ,2022, Nonmetropolitan Counties,Warren,50.0,2.0,7,6,35,325.0,111,161,53,5.0
North Carolina ,2022, Nonmetropolitan Counties,Watauga,15.0,2.0,2,1,10,198.0,49,130,19,4.0
North Carolina ,2022, Nonmetropolitan Counties,Wilkes,130.0,3.0,15,6,106,576.0,180,317,79,7.0
North Carolina ,2022, Nonmetropolitan Counties,Wilson,46.0,2.0,0,4,40,180.0,25,123,32,2.0
North Carolina ,2022, Nonmetropolitan Counties,Yancey,15.0,3.0,1,0,11,56.0,21,33,2,2.0
North Dakota ,2022, Metropolitan Counties,Burleigh,20.0,0.0,3,1,16,112.0,26,71,15,0.0
North Dakota ,2022, Metropolitan Counties,Cass,27.0,0.0,10,1,16,114.0,36,59,19,2.0
North Dakota ,2022, Metropolitan Counties,Grand Forks,21.0,0.0,4,1,16,70.0,19,43,8,0.0
North Dakota ,2022, Metropolitan Counties,Morton,8.0,2.0,1,0,5,78.0,22,46,10,2.0
North Dakota ,2022, Metropolitan Counties,Oliver,1.0,0.0,0,0,1,2.0,0,2,0,0.0
North Dakota ,2022, Nonmetropolitan Counties,Adams,3.0,0.0,0,0,3,10.0,1,7,2,0.0
North Dakota ,2022, Nonmetropolitan Counties,Barnes,2.0,0.0,1,0,1,9.0,1,3,5,1.0
North Dakota ,2022, Nonmetropolitan Counties,Benson,2.0,0.0,0,0,2,13.0,8,1,4,0.0
North Dakota ,2022, Nonmetropolitan Counties,Billings,0.0,0.0,0,0,0,1.0,0,1,0,0.0
North Dakota ,2022, Nonmetropolitan Counties,Bottineau,8.0,0.0,2,0,6,54.0,4,41,9,7.0
North Dakota ,2022, Nonmetropolitan Counties,Bowman,0.0,0.0,0,0,0,3.0,2,1,0,0.0
North Dakota ,2022, Nonmetropolitan Counties,Burke,1.0,0.0,0,0,1,6.0,2,3,1,0.0
North Dakota ,2022, Nonmetropolitan Counties,Cavalier,4.0,0.0,3,0,1,12.0,2,7,3,0.0
North Dakota ,2022, Nonmetropolitan Counties,Dickey,0.0,0.0,0,0,0,1.0,1,0,0,0.0
North Dakota ,2022, Nonmetropolitan Counties,Divide,1.0,0.0,0,0,1,7.0,0,4,3,0.0
North Dakota ,2022, Nonmetropolitan Counties,Dunn,1.0,0.0,0,0,1,21.0,4,14,3,0.0
North Dakota ,2022, Nonmetropolitan Counties,Eddy,2.0,0.0,0,0,2,16.0,3,7,6,1.0
North Dakota ,2022, Nonmetropolitan Counties,Emmons,2.0,0.0,0,0,2,41.0,9,26,6,0.0
North Dakota ,2022, Nonmetropolitan Counties,Foster,1.0,1.0,0,0,0,3.0,1,2,0,0.0
North Dakota ,2022, Nonmetropolitan Counties,Golden Valley,4.0,0.0,2,0,2,8.0,0,7,1,0.0
North Dakota ,2022, Nonmetropolitan Counties,Griggs,1.0,0.0,1,0,0,9.0,2,4,3,0.0
North Dakota ,2022, Nonmetropolitan Counties,Hettinger,4.0,0.0,2,0,2,7.0,4,3,0,0.0
North Dakota ,2022, Nonmetropolitan Counties,Kidder,0.0,0.0,0,0,0,4.0,0,3,1,0.0
North Dakota ,2022, Nonmetropolitan Counties,Lamoure,1.0,0.0,0,0,1,4.0,0,1,3,0.0
North Dakota ,2022, Nonmetropolitan Counties,Logan,0.0,0.0,0,0,0,3.0,0,3,0,0.0
North Dakota ,2022, Nonmetropolitan Counties,McHenry,9.0,0.0,3,0,6,36.0,14,16,6,1.0
North Dakota ,2022, Nonmetropolitan Counties,McIntosh,1.0,0.0,0,0,1,18.0,3,14,1,0.0
North Dakota ,2022, Nonmetropolitan Counties,McKenzie,16.0,0.0,2,0,14,87.0,5,61,21,1.0
North Dakota ,2022, Nonmetropolitan Counties,McLean,9.0,0.0,0,1,8,72.0,13,47,12,0.0
North Dakota ,2022, Nonmetropolitan Counties,Mercer,1.0,0.0,0,0,1,13.0,1,11,1,0.0
North Dakota ,2022, Nonmetropolitan Counties,Mountrail,7.0,0.0,2,0,5,67.0,6,43,18,1.0
North Dakota ,2022, Nonmetropolitan Counties,Nelson,1.0,0.0,0,0,1,16.0,5,7,4,0.0
North Dakota ,2022, Nonmetropolitan Counties,Pembina,4.0,0.0,0,0,4,26.0,6,15,5,0.0
North Dakota ,2022, Nonmetropolitan Counties,Pierce,0.0,0.0,0,0,0,12.0,0,10,2,0.0
North Dakota ,2022, Nonmetropolitan Counties,Ramsey,9.0,0.0,5,0,4,17.0,4,7,6,0.0
North Dakota ,2022, Nonmetropolitan Counties,Ransom,2.0,0.0,1,0,1,12.0,4,7,1,0.0
North Dakota ,2022, Nonmetropolitan Counties,Renville,3.0,0.0,2,0,1,12.0,3,8,1,0.0
North Dakota ,2022, Nonmetropolitan Counties,Richland,2.0,0.0,1,1,0,52.0,10,38,4,1.0
North Dakota ,2022, Nonmetropolitan Counties,Rolette,6.0,0.0,1,0,5,17.0,7,4,6,0.0
North Dakota ,2022, Nonmetropolitan Counties,Sargent,2.0,0.0,1,0,1,15.0,2,4,9,0.0
North Dakota ,2022, Nonmetropolitan Counties,Sheridan,1.0,0.0,1,0,0,16.0,4,8,4,0.0
North Dakota ,2022, Nonmetropolitan Counties,Sioux,0.0,0.0,0,0,0,1.0,0,1,0,0.0
North Dakota ,2022, Nonmetropolitan Counties,Slope,0.0,0.0,0,0,0,1.0,1,0,0,0.0
North Dakota ,2022, Nonmetropolitan Counties,Stark,5.0,0.0,0,1,4,76.0,6,63,7,0.0
North Dakota ,2022, Nonmetropolitan Counties,Steele,0.0,0.0,0,0,0,0.0,0,0,0,0.0
North Dakota ,2022, Nonmetropolitan Counties,Stutsman,5.0,0.0,3,0,2,28.0,3,22,3,1.0
North Dakota ,2022, Nonmetropolitan Counties,Towner,4.0,3.0,1,0,0,18.0,3,6,9,0.0
North Dakota ,2022, Nonmetropolitan Counties,Traill,2.0,0.0,2,0,0,40.0,7,25,8,0.0
North Dakota ,2022, Nonmetropolitan Counties,Walsh,9.0,0.0,5,0,4,31.0,5,25,1,1.0
North Dakota ,2022, Nonmetropolitan Counties,Ward,26.0,0.0,9,1,16,103.0,36,49,18,0.0
North Dakota ,2022, Nonmetropolitan Counties,Wells,4.0,0.0,1,0,3,4.0,1,1,2,1.0
North Dakota ,2022, Nonmetropolitan Counties,Williams,23.0,2.0,3,1,17,138.0,40,64,34,0.0
Ohio ,2022, Metropolitan Counties,Allen,78.0,1.0,10,11,56,614.0,126,459,29,4.0
Ohio ,2022, Metropolitan Counties,Belmont,77.0,0.0,7,1,69,115.0,23,85,7,0.0
Ohio ,2022, Metropolitan Counties,Butler,38.0,1.0,16,4,17,615.0,81,506,28,4.0
Ohio ,2022, Metropolitan Counties,Carroll,9.0,0.0,1,0,8,65.0,9,52,4,0.0
Ohio ,2022, Metropolitan Counties,Clark,35.0,0.0,8,2,25,570.0,105,435,30,2.0
Ohio ,2022, Metropolitan Counties,Clermont,90.0,4.0,14,1,71,611.0,111,473,27,2.0
Ohio ,2022, Metropolitan Counties,Delaware,67.0,1.0,36,2,28,889.0,75,783,31,3.0
Ohio ,2022, Metropolitan Counties,Fairfield,84.0,5.0,26,6,47,971.0,92,793,86,2.0
Ohio ,2022, Metropolitan Counties,Franklin,118.0,5.0,39,27,47,539.0,101,366,72,2.0
Ohio ,2022, Metropolitan Counties,Fulton,17.0,0.0,5,0,12,159.0,20,126,13,1.0
Ohio ,2022, Metropolitan Counties,Geauga,10.0,0.0,4,0,6,64.0,18,39,7,0.0
Ohio ,2022, Metropolitan Counties,Greene,32.0,0.0,9,1,22,287.0,58,205,24,1.0
Ohio ,2022, Metropolitan Counties,Hamilton,188.0,5.0,41,17,125,1883.0,129,"1,627",127,6.0
Ohio ,2022, Metropolitan Counties,Hocking,64.0,1.0,19,2,42,210.0,51,129,30,1.0
Ohio ,2022, Metropolitan Counties,Jefferson,38.0,1.0,9,0,28,71.0,21,46,4,0.0
Ohio ,2022, Metropolitan Counties,Lawrence,47.0,1.0,15,1,30,382.0,77,268,37,3.0
Ohio ,2022, Metropolitan Counties,Licking,71.0,0.0,12,11,48,826.0,232,510,84,2.0
Ohio ,2022, Metropolitan Counties,Lorain,69.0,0.0,10,7,52,438.0,155,271,12,2.0
Ohio ,2022, Metropolitan Counties,Lucas,63.0,0.0,6,5,52,785.0,60,565,160,0.0
Ohio ,2022, Metropolitan Counties,Madison,43.0,1.0,10,3,29,180.0,25,140,15,0.0
Ohio ,2022, Metropolitan Counties,Miami,43.0,1.0,2,0,40,283.0,63,188,32,2.0
Ohio ,2022, Metropolitan Counties,Montgomery,253.0,4.0,48,45,156,1200.0,249,640,311,12.0
Ohio ,2022, Metropolitan Counties,Morrow,53.0,2.0,9,0,42,91.0,28,48,15,0.0
Ohio ,2022, Metropolitan Counties,Perry,25.0,0.0,4,2,19,65.0,32,25,8,1.0
Ohio ,2022, Metropolitan Counties,Pickaway,23.0,0.0,7,0,16,492.0,67,398,27,3.0
Ohio ,2022, Metropolitan Counties,Portage,74.0,1.0,10,3,60,641.0,120,467,54,1.0
Ohio ,2022, Metropolitan Counties,Richland,64.0,0.0,32,2,30,565.0,63,452,50,6.0
Ohio ,2022, Metropolitan Counties,Stark,106.0,0.0,28,9,69,1231.0,324,783,124,5.0
Ohio ,2022, Metropolitan Counties,Summit,99.0,0.0,33,4,62,1069.0,85,904,80,0.0
Ohio ,2022, Metropolitan Counties,Trumbull,9.0,0.0,0,1,8,156.0,41,99,16,0.0
Ohio ,2022, Metropolitan Counties,Union,33.0,0.0,13,2,18,213.0,20,174,19,2.0
Ohio ,2022, Metropolitan Counties,Warren,43.0,0.0,14,10,19,834.0,55,727,52,3.0
Ohio ,2022, Metropolitan Counties,Wood,29.0,0.0,15,0,14,310.0,36,235,39,3.0
Ohio ,2022, Nonmetropolitan Counties,Adams,7.0,0.0,1,0,6,64.0,33,24,7,0.0
Ohio ,2022, Nonmetropolitan Counties,Ashland,37.0,5.0,16,0,16,71.0,24,35,12,0.0
Ohio ,2022, Nonmetropolitan Counties,Ashtabula,48.0,1.0,10,2,35,495.0,86,353,56,1.0
Ohio ,2022, Nonmetropolitan Counties,Athens,16.0,3.0,8,0,5,279.0,54,191,34,0.0
Ohio ,2022, Nonmetropolitan Counties,Auglaize,7.0,0.0,5,0,2,36.0,5,30,1,0.0
Ohio ,2022, Nonmetropolitan Counties,Champaign,37.0,0.0,8,0,29,145.0,31,102,12,1.0
Ohio ,2022, Nonmetropolitan Counties,Clinton,8.0,0.0,3,0,5,63.0,11,42,10,0.0
Ohio ,2022, Nonmetropolitan Counties,Columbiana,17.0,1.0,2,0,14,120.0,41,67,12,1.0
Ohio ,2022, Nonmetropolitan Counties,Coshocton,53.0,0.0,10,1,42,366.0,41,295,30,2.0
Ohio ,2022, Nonmetropolitan Counties,Crawford,6.0,0.0,3,0,3,53.0,14,33,6,0.0
Ohio ,2022, Nonmetropolitan Counties,Darke,9.0,0.0,9,0,0,167.0,32,134,1,2.0
Ohio ,2022, Nonmetropolitan Counties,Defiance,18.0,0.0,2,0,16,96.0,12,81,3,1.0
Ohio ,2022, Nonmetropolitan Counties,Erie,3.0,0.0,0,0,3,61.0,6,51,4,0.0
Ohio ,2022, Nonmetropolitan Counties,Fayette,22.0,0.0,7,1,14,277.0,67,188,22,2.0
Ohio ,2022, Nonmetropolitan Counties,Gallia,24.0,0.0,3,1,20,116.0,46,64,6,0.0
Ohio ,2022, Nonmetropolitan Counties,Hancock,28.0,0.0,10,2,16,216.0,60,138,18,1.0
Ohio ,2022, Nonmetropolitan Counties,Harrison,6.0,0.0,3,0,3,55.0,15,37,3,0.0
Ohio ,2022, Nonmetropolitan Counties,Henry,16.0,0.0,5,0,11,133.0,22,104,7,0.0
Ohio ,2022, Nonmetropolitan Counties,Highland,23.0,1.0,7,1,14,205.0,34,143,28,1.0
Ohio ,2022, Nonmetropolitan Counties,Jackson,29.0,1.0,12,0,16,123.0,24,85,14,0.0
Ohio ,2022, Nonmetropolitan Counties,Knox,22.0,0.0,5,0,17,234.0,45,175,14,1.0
Ohio ,2022, Nonmetropolitan Counties,Logan,21.0,0.0,8,1,12,116.0,29,76,11,0.0
Ohio ,2022, Nonmetropolitan Counties,Meigs,32.0,0.0,6,3,23,118.0,27,80,11,2.0
Ohio ,2022, Nonmetropolitan Counties,Mercer,2.0,0.0,1,0,1,19.0,3,16,0,0.0
Ohio ,2022, Nonmetropolitan Counties,Monroe,1.0,0.0,0,0,1,20.0,12,8,0,0.0
Ohio ,2022, Nonmetropolitan Counties,Morgan,32.0,0.0,2,0,30,94.0,32,56,6,1.0
Ohio ,2022, Nonmetropolitan Counties,Pike,31.0,0.0,5,1,25,195.0,50,101,44,5.0
Ohio ,2022, Nonmetropolitan Counties,Preble,21.0,0.0,6,1,14,98.0,21,69,8,1.0
Ohio ,2022, Nonmetropolitan Counties,Ross,79.0,1.0,37,9,32,787.0,152,530,105,22.0
Ohio ,2022, Nonmetropolitan Counties,Scioto,101.0,1.0,32,4,64,517.0,126,309,82,4.0
Ohio ,2022, Nonmetropolitan Counties,Seneca,18.0,0.0,13,2,3,200.0,13,185,2,0.0
Ohio ,2022, Nonmetropolitan Counties,Shelby,13.0,0.0,9,0,4,86.0,19,59,8,0.0
Ohio ,2022, Nonmetropolitan Counties,Tuscarawas,47.0,1.0,13,3,30,294.0,63,203,28,1.0
Ohio ,2022, Nonmetropolitan Counties,Van Wert,24.0,0.0,8,1,15,75.0,25,47,3,0.0
Ohio ,2022, Nonmetropolitan Counties,Vinton,24.0,2.0,7,0,15,116.0,26,67,23,1.0
Ohio ,2022, Nonmetropolitan Counties,Washington,21.0,0.0,12,2,7,248.0,64,161,23,1.0
Ohio ,2022, Nonmetropolitan Counties,Wayne,49.0,0.0,12,0,37,549.0,172,332,45,3.0
Oklahoma ,2022, Metropolitan Counties,Canadian,13.0,0.0,2,2,9,127.0,18,75,34,3.0
Oklahoma ,2022, Metropolitan Counties,Cleveland,39.0,1.0,12,0,26,159.0,33,94,32,2.0
Oklahoma ,2022, Metropolitan Counties,Comanche,20.0,0.0,2,0,18,147.0,44,85,18,1.0
Oklahoma ,2022, Metropolitan Counties,Cotton,11.0,0.0,1,0,10,49.0,15,30,4,0.0
Oklahoma ,2022, Metropolitan Counties,Creek,29.0,1.0,6,0,22,292.0,78,138,76,3.0
Oklahoma ,2022, Metropolitan Counties,Garfield,14.0,0.0,5,0,9,78.0,25,34,19,8.0
Oklahoma ,2022, Metropolitan Counties,Grady,28.0,1.0,6,0,21,223.0,52,120,51,3.0
Oklahoma ,2022, Metropolitan Counties,Lincoln,84.0,1.0,29,2,52,234.0,81,118,35,7.0
Oklahoma ,2022, Metropolitan Counties,Logan,35.0,1.0,12,3,19,333.0,87,204,42,4.0
Oklahoma ,2022, Metropolitan Counties,McClain,21.0,0.0,5,1,15,185.0,52,97,36,0.0
Oklahoma ,2022, Metropolitan Counties,Oklahoma,29.0,3.0,7,2,17,148.0,50,75,23,1.0
Oklahoma ,2022, Metropolitan Counties,Okmulgee,24.0,0.0,5,1,18,174.0,57,74,43,0.0
Oklahoma ,2022, Metropolitan Counties,Osage,45.0,5.0,8,3,29,408.0,114,213,81,6.0
Oklahoma ,2022, Metropolitan Counties,Pawnee,12.0,2.0,3,0,7,78.0,22,42,14,2.0
Oklahoma ,2022, Metropolitan Counties,Rogers,61.0,1.0,21,1,38,410.0,137,230,43,1.0
Oklahoma ,2022, Metropolitan Counties,Sequoyah,63.0,3.0,8,3,49,218.0,61,114,43,7.0
Oklahoma ,2022, Metropolitan Counties,Tulsa,178.0,2.0,20,24,132,726.0,175,404,147,18.0
Oklahoma ,2022, Metropolitan Counties,Wagoner,98.0,1.0,17,5,75,386.0,103,220,63,11.0
Oklahoma ,2022, Nonmetropolitan Counties,Adair,36.0,0.0,1,2,33,141.0,46,51,44,2.0
Oklahoma ,2022, Nonmetropolitan Counties,Alfalfa,5.0,0.0,1,0,4,39.0,7,31,1,1.0
Oklahoma ,2022, Nonmetropolitan Counties,Atoka,8.0,0.0,0,0,8,77.0,15,47,15,2.0
Oklahoma ,2022, Nonmetropolitan Counties,Beaver,0.0,0.0,0,0,0,28.0,2,24,2,1.0
Oklahoma ,2022, Nonmetropolitan Counties,Beckham,5.0,0.0,1,0,4,46.0,17,21,8,0.0
Oklahoma ,2022, Nonmetropolitan Counties,Blaine,17.0,2.0,1,0,14,74.0,24,42,8,1.0
Oklahoma ,2022, Nonmetropolitan Counties,Bryan,55.0,0.0,4,1,50,353.0,127,146,80,0.0
Oklahoma ,2022, Nonmetropolitan Counties,Caddo,16.0,0.0,3,0,13,140.0,41,82,17,2.0
Oklahoma ,2022, Nonmetropolitan Counties,Carter,13.0,0.0,2,0,11,134.0,25,93,16,6.0
Oklahoma ,2022, Nonmetropolitan Counties,Cherokee,49.0,3.0,12,1,33,371.0,121,167,83,12.0
Oklahoma ,2022, Nonmetropolitan Counties,Choctaw,29.0,2.0,7,0,20,107.0,39,47,21,9.0
Oklahoma ,2022, Nonmetropolitan Counties,Cimarron,0.0,0.0,0,0,0,10.0,5,4,1,0.0
Oklahoma ,2022, Nonmetropolitan Counties,Coal,4.0,0.0,0,0,4,8.0,2,5,1,0.0
Oklahoma ,2022, Nonmetropolitan Counties,Craig,21.0,1.0,4,1,15,126.0,40,67,19,4.0
Oklahoma ,2022, Nonmetropolitan Counties,Custer,10.0,0.0,3,0,7,70.0,12,42,16,4.0
Oklahoma ,2022, Nonmetropolitan Counties,Delaware,56.0,1.0,12,0,43,264.0,52,137,75,8.0
Oklahoma ,2022, Nonmetropolitan Counties,Dewey,8.0,0.0,0,0,8,48.0,15,25,8,0.0
Oklahoma ,2022, Nonmetropolitan Counties,Ellis,3.0,0.0,0,0,3,32.0,7,24,1,2.0
Oklahoma ,2022, Nonmetropolitan Counties,Garvin,40.0,2.0,4,2,32,165.0,40,112,13,6.0
Oklahoma ,2022, Nonmetropolitan Counties,Grant,1.0,0.0,0,0,1,38.0,13,20,5,0.0
Oklahoma ,2022, Nonmetropolitan Counties,Greer,5.0,0.0,1,0,4,8.0,3,4,1,0.0
Oklahoma ,2022, Nonmetropolitan Counties,Harmon,1.0,0.0,0,0,1,4.0,3,1,0,0.0
Oklahoma ,2022, Nonmetropolitan Counties,Harper,1.0,0.0,0,0,1,12.0,1,8,3,2.0
Oklahoma ,2022, Nonmetropolitan Counties,Haskell,7.0,1.0,0,0,6,71.0,23,36,12,2.0
Oklahoma ,2022, Nonmetropolitan Counties,Hughes,13.0,1.0,0,0,12,121.0,23,76,22,3.0
Oklahoma ,2022, Nonmetropolitan Counties,Jackson,7.0,0.0,1,1,5,24.0,7,14,3,0.0
Oklahoma ,2022, Nonmetropolitan Counties,Jefferson,7.0,0.0,1,0,6,17.0,3,10,4,1.0
Oklahoma ,2022, Nonmetropolitan Counties,Johnston,23.0,1.0,3,1,18,53.0,29,16,8,2.0
Oklahoma ,2022, Nonmetropolitan Counties,Kay,28.0,2.0,7,0,19,102.0,26,60,16,1.0
Oklahoma ,2022, Nonmetropolitan Counties,Kingfisher,2.0,0.0,1,0,1,63.0,13,46,4,2.0
Oklahoma ,2022, Nonmetropolitan Counties,Kiowa,2.0,0.0,2,0,0,7.0,1,4,2,1.0
Oklahoma ,2022, Nonmetropolitan Counties,Latimer,15.0,2.0,2,0,11,62.0,21,31,10,3.0
Oklahoma ,2022, Nonmetropolitan Counties,Le Flore,41.0,1.0,3,2,35,216.0,50,110,56,3.0
Oklahoma ,2022, Nonmetropolitan Counties,Love,11.0,0.0,2,0,9,73.0,21,43,9,0.0
Oklahoma ,2022, Nonmetropolitan Counties,Major,9.0,0.0,5,0,4,34.0,12,18,4,6.0
Oklahoma ,2022, Nonmetropolitan Counties,Marshall,32.0,0.0,4,0,28,161.0,56,79,26,0.0
Oklahoma ,2022, Nonmetropolitan Counties,Mayes,48.0,0.0,14,1,33,431.0,123,226,82,16.0
Oklahoma ,2022, Nonmetropolitan Counties,McCurtain,45.0,0.0,7,2,36,263.0,75,120,68,9.0
Oklahoma ,2022, Nonmetropolitan Counties,McIntosh,23.0,1.0,3,0,19,156.0,53,77,26,4.0
Oklahoma ,2022, Nonmetropolitan Counties,Murray,4.0,0.0,0,0,4,34.0,9,19,6,1.0
Oklahoma ,2022, Nonmetropolitan Counties,Muskogee,69.0,2.0,7,0,60,204.0,52,127,25,1.0
Oklahoma ,2022, Nonmetropolitan Counties,Noble,13.0,0.0,7,1,5,101.0,20,63,18,0.0
Oklahoma ,2022, Nonmetropolitan Counties,Nowata,7.0,0.0,1,1,5,73.0,13,53,7,1.0
Oklahoma ,2022, Nonmetropolitan Counties,Okfuskee,5.0,0.0,2,0,3,73.0,23,40,10,0.0
Oklahoma ,2022, Nonmetropolitan Counties,Ottawa,49.0,0.0,4,1,44,235.0,45,139,51,13.0
Oklahoma ,2022, Nonmetropolitan Counties,Payne,34.0,0.0,5,1,28,265.0,62,159,44,2.0
Oklahoma ,2022, Nonmetropolitan Counties,Pittsburg,41.0,3.0,6,2,30,317.0,141,128,48,2.0
Oklahoma ,2022, Nonmetropolitan Counties,Pontotoc,13.0,1.0,2,1,9,74.0,15,46,13,0.0
Oklahoma ,2022, Nonmetropolitan Counties,Pottawatomie,79.0,2.0,13,0,64,406.0,117,212,77,6.0
Oklahoma ,2022, Nonmetropolitan Counties,Pushmataha,14.0,0.0,0,0,14,60.0,24,24,12,2.0
Oklahoma ,2022, Nonmetropolitan Counties,Roger Mills,3.0,0.0,2,0,1,31.0,7,22,2,4.0
