State,Year,University/College,Campus,Student_Enrollment,Violent_Crime,Murder_and_nonnegligent_manslaughter,Rape2,Robbery,Aggravated_assault,Property_Crime,Burglary,Larceny-_theft,Motor_vehicle_theft,Arson3,Violent_Crime_Rate,Property_Crime_Rate
Illinois,2022,Harper College,,22623.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
Illinois,2022,Illinois Central College,,11132.0,1.0,0.0,1.0,0.0,0.0,21.0,2.0,19,0.0,0.0,0.0898311174991016,1.8864534674811353
Illinois,2022,Illinois State University,,22580.0,17.0,0.0,8.0,0.0,9.0,90.0,1.0,88,1.0,1.0,0.7528786536758193,3.985828166519043
Illinois,2022,John Wood Community College,,2724.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
Illinois,2022,Joliet Junior College,,20745.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3,0.0,0.0,0.0,0.1446131597975415
Illinois,2022,Lewis University,,7703.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,11,0.0,0.0,0.0,1.5578346098922498
Illinois,2022,Loyola University of Chicago,,19223.0,2.0,0.0,1.0,1.0,0.0,33.0,0.0,33,0.0,0.0,0.1040420329813244,1.7166935441918536
Illinois,2022,McHenry County College,,11883.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5,0.0,0.0,0.0,0.4207691660355129
Illinois,2022,Millikin University,,2147.0,3.0,0.0,2.0,1.0,0.0,17.0,0.0,16,1.0,0.0,1.3972985561248257,7.918025151374011
Illinois,2022,Moraine Valley Community College,,17693.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0.0,0.0,0.0,0.0565195274967501
Illinois,2022,Morton College,,5387.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,3,0.0,0.0,0.0,0.9281603861147206
Illinois,2022,Northeastern Illinois University,,8778.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,5,1.0,0.0,0.0,0.6835269993164731
Illinois,2022,Northern Illinois University,,18759.0,15.0,0.0,13.0,0.0,2.0,72.0,1.0,69,2.0,0.0,0.7996161842315689,3.838157684311531
Illinois,2022,Oakton Community College,,14960.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4,0.0,0.0,0.0,0.267379679144385
Illinois,2022,Parkland College,,9133.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,9,0.0,0.0,0.0,0.98543742472353
Illinois,2022,Rock Valley College,,8551.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4,0.0,0.0,0.0,0.4677815460180096
Illinois,2022,Southern Illinois University:,Carbondale,12905.0,0.0,0.0,0.0,0.0,0.0,123.0,5.0,113,5.0,0.0,0.0,9.53118946144905
Illinois,2022,Southern Illinois University:,School of Medicine3,,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2,0.0,0.0,,
Illinois,2022,South Suburban College,,7210.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5,0.0,0.0,0.0,0.6934812760055479
Illinois,2022,Southwestern Illinois College,,13299.0,0.0,0.0,0.0,0.0,0.0,17.0,4.0,13,0.0,0.0,0.0,1.278291600872246
Illinois,2022,University of Chicago,Cook County,19996.0,4.0,0.0,0.0,4.0,0.0,32.0,0.0,27,5.0,0.0,0.2000400080016003,1.6003200640128026
Illinois,2022,University of Illinois:,Chicago,36710.0,10.0,0.0,1.0,3.0,6.0,216.0,5.0,207,4.0,0.0,0.2724053391446472,5.883955325524381
Illinois,2022,University of Illinois:,Urbana,59691.0,32.0,0.0,10.0,6.0,16.0,388.0,11.0,346,31.0,3.0,0.5360942185589117,6.500142400026805
Illinois,2022,Waubonsee Community College,,13452.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
Indiana,2022,Indiana State University,,12410.0,6.0,0.0,4.0,1.0,1.0,60.0,3.0,54,3.0,1.0,0.48348106365834,4.834810636583401
Indiana,2022,Purdue University,,51304.0,12.0,1.0,5.0,0.0,6.0,346.0,13.0,332,1.0,1.0,0.2338998908467176,6.744113519413691
Indiana,2022,University of Indianapolis,,6075.0,2.0,0.0,0.0,2.0,0.0,44.0,3.0,37,4.0,0.0,0.3292181069958848,7.242798353909465
Iowa,2022,Iowa State University,,33336.0,8.0,0.0,7.0,0.0,1.0,136.0,3.0,129,4.0,1.0,0.2399808015358771,4.079673626109911
Iowa,2022,University of Iowa,,33345.0,39.0,0.0,5.0,2.0,32.0,187.0,11.0,161,15.0,1.0,1.1695906432748535,5.608037186984555
Iowa,2022,University of Northern Iowa,,10888.0,5.0,0.0,0.0,1.0,4.0,44.0,1.0,41,2.0,0.0,0.4592211609110948,4.041146216017634
Kansas,2022,Emporia State University,,7245.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,14,0.0,0.0,0.0,1.932367149758454
Kansas,2022,Kansas State University,,22693.0,4.0,0.0,3.0,0.0,1.0,71.0,3.0,64,4.0,0.0,0.1762658088397303,3.128718106905213
Kansas,2022,Pittsburg State University,,8034.0,1.0,0.0,1.0,0.0,0.0,37.0,0.0,35,2.0,0.0,0.124470998257406,4.605426935524023
Kansas,2022,University of Kansas:,Main Campus,30068.0,4.0,0.0,0.0,1.0,3.0,152.0,8.0,139,5.0,0.0,0.1330317945989091,5.055208194758547
Kansas,2022,University of Kansas:,Medical Center3,,21.0,0.0,1.0,3.0,17.0,199.0,1.0,174,24.0,0.0,,
Kansas,2022,Washburn University,,6743.0,1.0,0.0,0.0,0.0,1.0,25.0,3.0,21,1.0,0.0,0.14830194275545,3.707548568886253
Kentucky,2022,Eastern Kentucky University,,16847.0,5.0,0.0,5.0,0.0,0.0,59.0,5.0,53,1.0,0.0,0.2967887457707603,3.502107200094972
Kentucky,2022,Morehead State University,,10581.0,1.0,0.0,1.0,0.0,0.0,19.0,0.0,16,3.0,0.0,0.0945090256119459,1.795671486626973
Kentucky,2022,Murray State University,,10570.0,2.0,0.0,2.0,0.0,0.0,32.0,3.0,29,0.0,0.0,0.1892147587511826,3.0274361400189216
Kentucky,2022,Northern Kentucky University,,19162.0,1.0,0.0,1.0,0.0,0.0,22.0,2.0,20,0.0,0.0,0.0521866193507984,1.148105625717566
Kentucky,2022,University of Kentucky,,32446.0,31.0,0.0,12.0,3.0,16.0,481.0,14.0,453,14.0,0.0,0.9554336435924304,14.824631695740615
Kentucky,2022,University of Louisville,,26237.0,7.0,0.0,0.0,6.0,1.0,271.0,26.0,227,18.0,0.0,0.2667987955940085,10.328924800853756
Kentucky,2022,Western Kentucky University,,20304.0,2.0,0.0,1.0,1.0,0.0,111.0,5.0,103,3.0,0.0,0.0985027580772261,5.466903073286052
Louisiana,2022,Louisiana State University:,Baton Rouge,37306.0,22.0,0.0,8.0,4.0,10.0,390.0,65.0,309,16.0,1.0,0.5897174717203667,10.454082453224682
Louisiana,2022,Louisiana State University:,"Health Sciences Center, Shreveport",1150.0,5.0,0.0,0.0,0.0,5.0,39.0,2.0,34,3.0,0.0,4.3478260869565215,33.913043478260875
Louisiana,2022,Louisiana Tech University,,12841.0,2.0,0.0,2.0,0.0,0.0,48.0,1.0,45,2.0,0.0,0.1557511097266568,3.738026633439763
Louisiana,2022,Southern University and A&M College,New Orleans,2688.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
Louisiana,2022,University of Louisiana,Monroe,10197.0,2.0,0.0,1.0,0.0,1.0,30.0,2.0,28,0.0,0.0,0.1961361184662155,2.9420417769932334
Louisiana,2022,University of New Orleans,,9867.0,3.0,0.0,0.0,1.0,2.0,22.0,4.0,17,1.0,0.0,0.3040437823046519,2.229654403567447
Maine,2022,University of Maine:,Farmington,2292.0,1.0,0.0,1.0,0.0,0.0,15.0,2.0,12,1.0,0.0,0.4363001745200698,6.544502617801047
Maine,2022,University of Maine:,Orono,14808.0,1.0,0.0,0.0,0.0,1.0,32.0,0.0,32,0.0,0.0,0.0675310642895732,2.1609940572663424
Maine,2022,University of Southern Maine,,10662.0,2.0,0.0,2.0,0.0,0.0,12.0,0.0,11,1.0,0.0,0.18758206715438,1.1254924029262805
Maryland,2022,Bowie State University,,6994.0,7.0,0.0,0.0,0.0,7.0,29.0,10.0,19,0.0,0.0,1.0008578781812982,4.146411209608235
Maryland,2022,Morgan State University,,8294.0,16.0,0.0,2.0,1.0,13.0,33.0,1.0,31,1.0,0.0,1.9291053773812392,3.9787798408488064
Maryland,2022,Prince George's County Community College,,16951.0,1.0,0.0,0.0,0.0,1.0,20.0,4.0,15,1.0,0.0,0.0589935697009025,1.179871394018052
Maryland,2022,Towson University,,24486.0,8.0,0.0,5.0,1.0,2.0,48.0,5.0,42,1.0,0.0,0.3267173078493833,1.9603038470963
Massachusetts,2022,Amherst College,,1863.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
Massachusetts,2022,Assumption College,,2670.0,0.0,0.0,0.0,0.0,0.0,14.0,2.0,12,0.0,0.0,0.0,5.2434456928838955
Massachusetts,2022,Babson College,,3877.0,0.0,0.0,0.0,0.0,0.0,33.0,1.0,31,1.0,0.0,0.0,8.511735878256383
Massachusetts,2022,Bentley University,,5541.0,2.0,0.0,1.0,0.0,1.0,15.0,1.0,13,1.0,0.0,0.3609456776755098,2.7070925825663235
Massachusetts,2022,Boston College,,16198.0,2.0,0.0,1.0,0.0,1.0,70.0,2.0,62,6.0,0.0,0.1234720335843931,4.32152117545376
Massachusetts,2022,Boston University,,40492.0,13.0,0.0,7.0,2.0,4.0,370.0,8.0,361,1.0,0.0,0.3210510718166551,9.137607428627875
Massachusetts,2022,Bridgewater State University,,12652.0,10.0,0.0,5.0,1.0,4.0,8.0,0.0,7,1.0,0.0,0.7903888713246917,0.6323110970597534
Massachusetts,2022,Bristol Community College,,8925.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0.0,0.0,0.0,0.1120448179271708
Massachusetts,2022,Bunker Hill Community College,,14143.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4,0.0,0.0,0.0,0.2828254260057979
Massachusetts,2022,Cape Cod Community College,,4216.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2,0.0,0.0,0.0,0.4743833017077798
Massachusetts,2022,Clark University,,3766.0,3.0,0.0,1.0,0.0,2.0,23.0,3.0,20,0.0,0.0,0.7966011683483802,6.107275624004248
Massachusetts,2022,College of the Holy Cross,,3051.0,1.0,0.0,0.0,0.0,1.0,18.0,4.0,14,0.0,0.0,0.3277613897082924,5.899705014749262
Massachusetts,2022,Curry College,,2825.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,4,0.0,0.0,0.0,1.7699115044247788
Massachusetts,2022,Dean College,,1401.0,0.0,0.0,0.0,0.0,0.0,17.0,8.0,9,0.0,0.0,0.0,12.134189864382584
Massachusetts,2022,Emerson College,,5883.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,13,0.0,0.0,0.0,2.209756926738059
Massachusetts,2022,Endicott College,,5081.0,5.0,0.0,1.0,0.0,4.0,6.0,0.0,6,0.0,0.0,0.98405825624877,1.180869907498524
Massachusetts,2022,Fisher College,,2299.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,2,0.0,0.0,0.0,2.174858634188778
Massachusetts,2022,Fitchburg State University,,10165.0,3.0,0.0,1.0,0.0,2.0,21.0,7.0,14,0.0,0.0,0.2951303492375799,2.0659124446630592
Massachusetts,2022,Framingham State University,,7568.0,1.0,0.0,1.0,0.0,0.0,19.0,0.0,19,0.0,0.0,0.1321353065539112,2.510570824524313
Massachusetts,2022,Gordon College,,2263.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,11,0.0,0.0,0.0,4.860804242156429
Massachusetts,2022,Greenfield Community College,,2268.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
Massachusetts,2022,Harvard University,,39981.0,6.0,0.0,1.0,0.0,5.0,534.0,41.0,420,73.0,0.0,0.1500712838598334,13.356344263525177
Massachusetts,2022,Holyoke Community College,,5496.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0,1.0,0.0,0.0,0.363901018922853
Massachusetts,2022,Lasell College,,2416.0,2.0,0.0,1.0,0.0,1.0,11.0,0.0,11,0.0,0.0,0.8278145695364238,4.552980132450331
Massachusetts,2022,Massachusetts Bay Community College,,6236.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0.0,0.0,0.0,0.160359204618345
Massachusetts,2022,Massachusetts College of Art,,2117.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,9,0.0,0.0,0.0,4.251299008030231
Massachusetts,2022,Massachusetts College of Liberal Arts,,1765.0,1.0,0.0,0.0,0.0,1.0,4.0,0.0,4,0.0,0.0,0.56657223796034,2.26628895184136
Massachusetts,2022,Massachusetts Institute of Technology,,12217.0,3.0,0.0,2.0,0.0,1.0,232.0,14.0,218,0.0,0.0,0.2455594663174265,18.989932061880985
Massachusetts,2022,Massasoit Community College,,8472.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,3,0.0,0.0,0.0,0.4721435316336166
Massachusetts,2022,MCPHS University,,9543.0,0.0,0.0,0.0,0.0,0.0,18.0,1.0,17,0.0,0.0,0.0,1.886199308393587
Massachusetts,2022,Merrimack College,,6233.0,3.0,0.0,1.0,0.0,2.0,27.0,11.0,16,0.0,0.0,0.4813091609176961,4.331782448259265
Massachusetts,2022,Mount Holyoke College,,2303.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,38,0.0,0.0,0.0,16.500217108119845
Massachusetts,2022,Mount Wachusett Community College,,4343.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4,0.0,0.0,0.0,0.9210223347916188
Massachusetts,2022,Northeastern University,,31124.0,8.0,0.0,5.0,1.0,2.0,309.0,13.0,287,9.0,0.0,0.2570363706464464,9.928029816218997
Massachusetts,2022,North Shore Community College,,6919.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
Massachusetts,2022,Quinsigamond Community College,,9370.0,3.0,0.0,0.0,0.0,3.0,3.0,0.0,3,0.0,1.0,0.3201707577374599,0.3201707577374599
Massachusetts,2022,Salem State University,,8742.0,3.0,0.0,3.0,0.0,0.0,11.0,3.0,8,0.0,0.0,0.3431708991077556,1.2582932967284373
Massachusetts,2022,Simmons College,,7362.0,0.0,0.0,0.0,0.0,0.0,25.0,5.0,20,0.0,0.0,0.0,3.395816354251562
Massachusetts,2022,Smith College,,2979.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0.0,1.0,0.0,0.3356831151393085
Massachusetts,2022,Springfield College,,3250.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0,0.0,0.0,0.0,0.6153846153846154
Massachusetts,2022,Springfield Technical Community College,,5743.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,1,0.0,0.0,0.1741250217656277,0.3482500435312554
Massachusetts,2022,Stonehill College,,2574.0,1.0,0.0,1.0,0.0,0.0,11.0,0.0,11,0.0,0.0,0.3885003885003885,4.273504273504274
Massachusetts,2022,Tufts University:,Medford,13878.0,2.0,0.0,1.0,1.0,0.0,27.0,3.0,22,2.0,0.0,0.1441129845799106,1.9455252918287935
Massachusetts,2022,Tufts University:,Suffolk3,,1.0,0.0,1.0,0.0,0.0,14.0,0.0,14,0.0,0.0,,
Massachusetts,2022,Tufts University:,Worcester3,,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3,0.0,0.0,,
Massachusetts,2022,University of Massachusetts:,Amherst,36827.0,12.0,0.0,5.0,0.0,7.0,171.0,17.0,154,0.0,0.0,0.3258478833464577,4.643332337687023
Massachusetts,2022,University of Massachusetts:,Dartmouth,9244.0,5.0,0.0,0.0,0.0,5.0,49.0,6.0,42,1.0,3.0,0.540891389009087,5.300735612289053
Massachusetts,2022,University of Massachusetts:,"Harbor Campus, Boston",19398.0,1.0,0.0,0.0,0.0,1.0,21.0,0.0,21,0.0,0.0,0.0515517063614805,1.0825858335910918
Massachusetts,2022,University of Massachusetts:,Lowell,22559.0,9.0,0.0,5.0,2.0,2.0,64.0,5.0,56,3.0,0.0,0.3989538543375149,2.8370051864001065
Massachusetts,2022,University of Massachusetts:,"Medical Center, Worcester",1339.0,15.0,0.0,0.0,0.0,15.0,33.0,1.0,30,2.0,0.0,11.20238984316654,24.645257654966393
Massachusetts,2022,Wellesley College,,2405.0,0.0,0.0,0.0,0.0,0.0,22.0,1.0,21,0.0,0.0,0.0,9.147609147609147
Massachusetts,2022,Wentworth Institute of Technology,,5319.0,0.0,0.0,0.0,0.0,0.0,29.0,1.0,28,0.0,0.0,0.0,5.452152660274488
Massachusetts,2022,Western New England University,,3951.0,1.0,0.0,1.0,0.0,0.0,19.0,3.0,16,0.0,1.0,0.2531004808909137,4.80890913692736
Massachusetts,2022,Westfield State University,,6391.0,5.0,0.0,2.0,0.0,3.0,12.0,0.0,12,0.0,0.0,0.7823501799405415,1.8776404318572997
Massachusetts,2022,Wheaton College,,1748.0,0.0,0.0,0.0,0.0,0.0,14.0,3.0,11,0.0,0.0,0.0,8.009153318077804
Massachusetts,2022,Worcester Polytechnic Institute,,7876.0,13.0,0.0,0.0,0.0,13.0,28.0,2.0,26,0.0,0.0,1.6505840528186897,3.5551041137633317
Massachusetts,2022,Worcester State University,,7737.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,10,1.0,0.0,0.0,1.4217396923872303
Michigan,2022,Central Michigan University,,20057.0,6.0,0.0,1.0,0.0,5.0,37.0,1.0,35,1.0,0.0,0.2991474298249987,1.8447424839208255
Michigan,2022,Delta College,,9738.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,4,0.0,0.0,0.0,0.5134524543027316
Michigan,2022,Eastern Michigan University,,19451.0,12.0,0.0,4.0,1.0,7.0,66.0,6.0,57,3.0,3.0,0.6169348619608246,3.3931417407845355
Michigan,2022,Grand Valley State University,,26320.0,7.0,0.0,5.0,1.0,1.0,98.0,5.0,91,2.0,0.0,0.2659574468085106,3.7234042553191498
Michigan,2022,Kalamazoo Valley Community College,,10128.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,9,0.0,0.0,0.0,0.8886255924170615
Michigan,2022,Kellogg Community College,,5335.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3,0.0,0.0,0.0,0.5623242736644799
Michigan,2022,Kirtland Community College,,1982.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
Michigan,2022,Lansing Community College,,14739.0,1.0,0.0,0.0,0.0,1.0,19.0,0.0,18,1.0,0.0,0.0678472080873872,1.289096953660357
Michigan,2022,Macomb Community College,,24180.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,15,0.0,0.0,0.0,0.6203473945409429
Michigan,2022,Michigan State University,,54245.0,18.0,0.0,10.0,3.0,5.0,524.0,21.0,469,34.0,5.0,0.3318278182320951,9.659876486312102
Michigan,2022,Michigan Technological University,,7241.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,27,1.0,0.0,0.0,3.866869216958984
Michigan,2022,Mott Community College,,7479.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3,0.0,0.0,0.0,0.4011231448054552
Michigan,2022,Northern Michigan University,,8365.0,7.0,0.0,5.0,0.0,2.0,34.0,1.0,30,3.0,0.0,0.8368200836820083,4.0645546921697555
Michigan,2022,Oakland Community College,,23708.0,0.0,0.0,0.0,0.0,0.0,11.0,2.0,9,0.0,0.0,0.0,0.4639784039142905
Michigan,2022,Oakland University,,21329.0,2.0,0.0,1.0,0.0,1.0,25.0,1.0,24,0.0,0.0,0.0937690468376389,1.1721130854704862
Michigan,2022,Saginaw Valley State University,,8827.0,6.0,0.0,4.0,0.0,2.0,13.0,2.0,11,0.0,0.0,0.679732638495525,1.4727540500736376
Michigan,2022,Schoolcraft College,,13994.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,7,0.0,0.0,0.0,0.5002143775903959
Michigan,2022,University of Michigan:,Ann Arbor,50002.0,24.0,0.0,7.0,1.0,16.0,453.0,13.0,430,10.0,2.0,0.4799808007679693,9.05963761449542
Michigan,2022,University of Michigan:,Dearborn,10105.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3,0.0,0.0,0.0,0.2968827313211281
Michigan,2022,University of Michigan:,Flint,8032.0,1.0,0.0,1.0,0.0,0.0,35.0,3.0,31,1.0,0.0,0.1245019920318725,4.357569721115538
Michigan,2022,Washtenaw Community College,,18734.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10,0.0,0.0,0.0,0.5337888331376107
Michigan,2022,Western Michigan University,,22035.0,6.0,0.0,2.0,1.0,3.0,131.0,2.0,124,5.0,0.0,0.2722940776038121,5.945087361016565
Minnesota,2022,University of Minnesota:,Duluth,11024.0,0.0,0.0,0.0,0.0,0.0,36.0,4.0,32,0.0,0.0,0.0,3.265602322206096
Minnesota,2022,University of Minnesota:,Morris,1441.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,5,1.0,0.0,0.0,4.163775156141568
Minnesota,2022,University of Minnesota:,Twin Cities,62309.0,14.0,0.0,4.0,4.0,6.0,451.0,22.0,376,53.0,1.0,0.2246866423791105,7.2381196937842045
Mississippi,2022,East Mississippi Community College:,Communiversity3,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0.0,0.0,,
Mississippi,2022,East Mississippi Community College:,Golden Triangle3,,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2,0.0,0.0,,
Mississippi,2022,East Mississippi Community College:,West Point3,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,
Mississippi,2022,East Mississippi Community College:,Scooba ,4644.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2,0.0,0.0,0.0,0.4306632213608958
Mississippi,2022,Holmes Community College:,Goodman,7549.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2,0.0,0.0,0.0,0.2649357530798781
Mississippi,2022,Holmes Community College:,Grenada3,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0.0,0.0,,
Mississippi,2022,Holmes Community College:,Ridgeland3,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,
Mississippi,2022,Jones County Junior College,,6213.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,6,0.0,0.0,0.0,1.2876227265411235
Mississippi,2022,Mississippi Delta Community College,,5205.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2,0.0,0.0,0.0,0.3842459173871277
Mississippi,2022,Mississippi State University,,25760.0,3.0,0.0,1.0,0.0,2.0,4.0,0.0,4,0.0,0.0,0.1164596273291925,0.15527950310559
Mississippi,2022,Northeast Mississippi Community College,,5809.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,11,0.0,0.0,0.0,1.8936133585815111
Mississippi,2022,Northwest Mississippi Community College:,Desoto3,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0.0,0.0,,
Mississippi,2022,Northwest Mississippi Community College:,Senatobia,9427.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,6,0.0,0.0,0.0,0.6364697146494113
Mississippi,2022,Pearl River Community College:,Forrest,7068.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0.0,0.0,0.0,0.1414827391058291
Mississippi,2022,Pearl River Community College:,Poplarville3,,1.0,0.0,0.0,0.0,1.0,7.0,4.0,3,0.0,0.0,,
Mississippi,2022,University of Mississippi,Oxford,23683.0,3.0,0.0,2.0,0.0,1.0,56.0,12.0,43,1.0,0.0,0.1266731410716547,2.364565300004222
Missouri,2022,Metropolitan Community College,,18231.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,20,4.0,0.0,0.0,1.3164390324173112
Missouri,2022,Missouri Southern State University,,5858.0,1.0,0.0,0.0,0.0,1.0,16.0,0.0,16,0.0,0.0,0.1707067258449983,2.7313076135199728
Missouri,2022,Missouri University of Science and Technology,,8165.0,0.0,0.0,0.0,0.0,0.0,47.0,1.0,45,1.0,0.0,0.0,5.7562767911818735
Missouri,2022,Missouri Western State University,,5390.0,2.0,0.0,1.0,0.0,1.0,14.0,1.0,10,3.0,0.0,0.3710575139146567,2.5974025974025974
Missouri,2022,Northwest Missouri State University,,8872.0,2.0,0.0,0.0,0.0,2.0,7.0,0.0,7,0.0,0.0,0.2254283137962127,0.7889990982867449
Missouri,2022,Southeast Missouri State University,,11387.0,1.0,0.0,0.0,0.0,1.0,35.0,2.0,33,0.0,0.0,0.0878194432247299,3.073680512865548
Missouri,2022,St. Charles Community College,,8648.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
Missouri,2022,St. Louis Community College,Meramec,23466.0,1.0,0.0,1.0,0.0,0.0,26.0,1.0,22,3.0,0.0,0.0426148470126992,1.1079860223301798
Missouri,2022,University of Central Missouri,,14187.0,4.0,0.0,4.0,0.0,0.0,63.0,5.0,51,7.0,0.0,0.2819482624938324,4.44068513427786
Missouri,2022,University of Missouri:,Columbia,33987.0,12.0,0.0,4.0,0.0,8.0,235.0,5.0,219,11.0,2.0,0.3530761761850119,6.914408450289817
Missouri,2022,University of Missouri:,Kansas City,18650.0,4.0,0.0,0.0,0.0,4.0,77.0,9.0,60,8.0,0.0,0.2144772117962466,4.128686327077748
Missouri,2022,Washington University,,17889.0,0.0,0.0,0.0,0.0,0.0,73.0,2.0,69,2.0,0.0,0.0,4.080719995527978
Montana,2022,Montana State University,,18344.0,6.0,0.0,3.0,0.0,3.0,104.0,3.0,99,2.0,1.0,0.3270824247710423,5.6694286960313995
Montana,2022,Montana State University,Billings,5402.0,3.0,0.0,1.0,0.0,2.0,9.0,1.0,6,2.0,0.0,0.5553498704183636,1.6660496112550909
Montana,2022,University of Montana,,11821.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
Nebraska,2022,University of Nebraska:,Lincoln,27390.0,18.0,0.0,6.0,1.0,11.0,166.0,8.0,153,5.0,1.0,0.6571741511500547,6.0606060606060606
Nebraska,2022,University of Nebraska:,Omaha,18632.0,2.0,0.0,1.0,0.0,1.0,105.0,1.0,102,2.0,0.0,0.107342206955775,5.635465865178188
Nevada,2022,University of Nevada,Reno,22982.0,6.0,0.0,3.0,1.0,2.0,191.0,12.0,172,7.0,0.0,0.2610738839091463,8.310851971107823
New Hampshire,2022,Plymouth State University,,5079.0,3.0,0.0,3.0,0.0,0.0,58.0,1.0,56,1.0,0.0,0.5906674542232723,11.41957078164993
New Hampshire,2022,University of New Hampshire,,15585.0,3.0,0.0,2.0,0.0,1.0,49.0,3.0,46,0.0,0.0,0.1924927815206929,3.144048764837985
New Jersey,2022,Brookdale Community College,,14796.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2,0.0,0.0,0.0,0.1351716680183833
New Jersey,2022,Kean University,,16448.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,18,3.0,2.0,0.0,1.276750972762646
New Jersey,2022,Monmouth University,,6166.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,14,0.0,0.0,0.0,2.2705157314304247
New Jersey,2022,New Jersey Institute of Technology,,13687.0,3.0,0.0,1.0,1.0,1.0,59.0,3.0,54,2.0,0.0,0.2191860889895521,4.310659750127859
New Jersey,2022,Princeton University,,7942.0,0.0,0.0,0.0,0.0,0.0,185.0,4.0,135,46.0,0.0,0.0,23.293880634600857
New Jersey,2022,Rowan University,,22640.0,9.0,0.0,4.0,2.0,3.0,113.0,15.0,96,2.0,0.0,0.3975265017667844,4.991166077738516
New Jersey,2022,Rutgers University:,Newark,15444.0,12.0,0.0,2.0,2.0,8.0,172.0,13.0,144,15.0,0.0,0.777000777000777,11.137011137011138
