State,Year,University/College,Campus,Student_Enrollment,Violent_Crime,Murder_and_nonnegligent_manslaughter,Rape2,Robbery,Aggravated_assault,Property_Crime,Burglary,Larceny-_theft,Motor_vehicle_theft,Arson3,Violent_Crime_Rate,Property_Crime_Rate
Tennessee,2020,University of Tennessee:,Chattanooga,12718.0,3.0,0.0,1.0,1.0,1.0,121.0,16.0,102,3.0,1.0,0.2358861456203805,9.514074540022015
Tennessee,2020,University of Tennessee:,Health Science Center,3412.0,1.0,0.0,0.0,0.0,1.0,22.0,2.0,20,0.0,1.0,0.2930832356389214,6.447831184056272
Tennessee,2020,University of Tennessee:,Knoxville,31477.0,4.0,0.0,2.0,1.0,1.0,120.0,16.0,93,11.0,0.0,0.1270769133017759,3.812307399053277
Tennessee,2020,University of Tennessee:,Martin,8264.0,4.0,0.0,4.0,0.0,0.0,16.0,0.0,16,0.0,0.0,0.484027105517909,1.936108422071636
Tennessee,2020,University of the South,,2004.0,6.0,0.0,3.0,0.0,3.0,57.0,18.0,37,2.0,0.0,2.9940119760479043,28.44311377245509
Tennessee,2020,Vanderbilt University,,13634.0,12.0,0.0,4.0,3.0,5.0,323.0,9.0,308,6.0,1.0,0.880152559777028,23.69077306733167
Tennessee,2020,Volunteer State Community College,,11772.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3,0.0,0.0,0.0,0.254841997961264
Tennessee,2020,Walters State Community College,,7739.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,3,0.0,0.0,0.0,0.5168626437524227
Texas,2020,Alamo Colleges District,,101122.0,2.0,0.0,0.0,1.0,1.0,89.0,20.0,61,8.0,0.0,0.019778089832084,0.8801249975277388
Texas,2020,Amarillo College5,,12510.0,0.0,0.0,0.0,0.0,0.0,10.0,5.0,5,0.0,0.0,0.0,0.7993605115907274
Texas,2020,Angelo State University,,11737.0,2.0,0.0,2.0,0.0,0.0,10.0,0.0,10,0.0,0.0,0.1704012950498423,0.8520064752492119
Texas,2020,Austin Community College District,,58856.0,2.0,0.0,0.0,0.0,2.0,15.0,2.0,13,0.0,1.0,0.0339812423542204,0.2548593176566535
Texas,2020,"Baylor Health Care System5, 6",,,11.0,0.0,2.0,2.0,7.0,298.0,4.0,280,14.0,0.0,,
Texas,2020,Baylor University,Waco,18956.0,1.0,0.0,1.0,0.0,0.0,112.0,6.0,101,5.0,1.0,0.0527537455159316,5.908419497784343
Texas,2020,Brazosport College5,,6278.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
Texas,2020,Dallas County Community College District,,167464.0,1.0,0.0,1.0,0.0,0.0,21.0,3.0,17,1.0,1.0,0.0059714326661252,0.1254000859886304
Texas,2020,El Paso Community College,,38292.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10,0.0,0.0,0.0,0.2611511542881019
Texas,2020,Hardin-Simmons University,,2555.0,0.0,0.0,0.0,0.0,0.0,21.0,3.0,18,0.0,0.0,0.0,8.21917808219178
Texas,2020,Houston Community College5,,81570.0,1.0,0.0,0.0,0.0,1.0,54.0,4.0,46,4.0,0.0,0.0122594090964815,0.6620080912100037
Texas,2020,Kilgore College,,7108.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,5,0.0,0.0,0.0,0.9848058525604952
Texas,2020,Lamar University,Beaumont,19727.0,0.0,0.0,0.0,0.0,0.0,41.0,5.0,33,3.0,0.0,0.0,2.0783697470471942
Texas,2020,Lone Star College System District,,109742.0,0.0,0.0,0.0,0.0,0.0,14.0,4.0,7,3.0,0.0,0.0,0.1275719414627034
Texas,2020,Prairie View A&M University,,10565.0,7.0,0.0,4.0,1.0,2.0,77.0,24.0,51,2.0,0.0,0.6625650733554188,7.288215806909608
Texas,2020,Rice University,,7542.0,1.0,0.0,0.0,1.0,0.0,101.0,14.0,80,7.0,0.0,0.1325908247149297,13.391673296207902
Texas,2020,Southern Methodist University,,12825.0,6.0,0.0,3.0,1.0,2.0,109.0,13.0,92,4.0,0.0,0.4678362573099415,8.499025341130604
Texas,2020,Stephen F. Austin State University,,14948.0,2.0,0.0,1.0,0.0,1.0,22.0,0.0,22,0.0,0.0,0.1337971635001338,1.4717687985014718
Texas,2020,St. Mary's University,,3899.0,1.0,0.0,1.0,0.0,0.0,16.0,0.0,13,3.0,0.0,0.2564760194921774,4.103616311874839
Texas,2020,Sul Ross State University,,2755.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2,0.0,0.0,0.0,0.7259528130671505
Texas,2020,Tarleton State University5,,15191.0,6.0,0.0,6.0,0.0,0.0,37.0,5.0,31,1.0,0.0,0.3949707063392798,2.4356526890922257
Texas,2020,Texas A&M University:,College Station5,73267.0,12.0,0.0,4.0,1.0,7.0,231.0,16.0,188,27.0,0.0,0.1637845141741848,3.1528518978530577
Texas,2020,Texas A&M University:,Commerce,14618.0,2.0,0.0,1.0,0.0,1.0,32.0,3.0,29,0.0,0.0,0.1368176221097277,2.1890819537556436
Texas,2020,Texas Southern University,,10979.0,6.0,0.0,2.0,1.0,3.0,91.0,11.0,72,8.0,0.0,0.5464978595500501,8.288550869842426
Texas,2020,Texas State Technical College,Waco5,14746.0,5.0,0.0,2.0,1.0,2.0,35.0,6.0,28,1.0,0.0,0.33907500339075,2.3735250237352505
Texas,2020,Texas State University,San Marcos5,42780.0,3.0,0.0,1.0,0.0,2.0,51.0,15.0,32,4.0,0.0,0.0701262272089761,1.1921458625525947
Texas,2020,Texas Tech University,Lubbock,41153.0,4.0,0.0,3.0,0.0,1.0,232.0,10.0,214,8.0,1.0,0.0971982601511432,5.637499088766311
Texas,2020,Texas Woman's University,,19075.0,0.0,0.0,0.0,0.0,0.0,18.0,3.0,14,1.0,0.0,0.0,0.943643512450852
Texas,2020,Tyler Junior College,,16477.0,3.0,0.0,2.0,0.0,1.0,16.0,1.0,15,0.0,0.0,0.182071979122413,0.9710505553195364
Texas,2020,University of Houston:,Central Campus5,51999.0,12.0,0.0,5.0,4.0,3.0,272.0,26.0,208,38.0,0.0,0.2307736687243985,5.2308698244197
Texas,2020,University of Houston:,Downtown Campus5,17682.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3,0.0,0.0,0.0,0.169664065151001
Texas,2020,University of North Texas,Denton,43963.0,6.0,0.0,5.0,0.0,1.0,120.0,8.0,107,5.0,0.0,0.1364784022928371,2.7295680458567433
Texas,2020,University of Texas:,Arlington5,60035.0,5.0,0.0,2.0,2.0,1.0,88.0,8.0,75,5.0,0.0,0.083284750562172,1.4658116098942284
Texas,2020,University of Texas:,Austin5,55128.0,5.0,0.0,3.0,0.0,2.0,216.0,21.0,185,10.0,0.0,0.0906980118995791,3.91815411406182
Texas,2020,University of Texas:,Dallas5,31419.0,0.0,0.0,0.0,0.0,0.0,63.0,4.0,51,8.0,0.0,0.0,2.005156115726153
Texas,2020,University of Texas:,El Paso5,29881.0,1.0,0.0,0.0,0.0,1.0,32.0,6.0,24,2.0,0.0,0.0334660821257655,1.0709146280244972
Texas,2020,University of Texas:,"Health Science Center, San Antonio",3881.0,1.0,0.0,0.0,0.0,1.0,18.0,0.0,16,2.0,0.0,0.2576655501159495,4.637979902087091
Texas,2020,University of Texas:,"Health Science Center, Tyler5",98.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,7,1.0,0.0,0.0,81.63265306122449
Texas,2020,University of Texas:,Houston,7104.0,6.0,0.0,2.0,1.0,3.0,263.0,7.0,243,13.0,0.0,0.8445945945945946,37.02139639639639
Texas,2020,University of Texas:,Permian Basin5,8165.0,2.0,0.0,1.0,0.0,1.0,17.0,1.0,16,0.0,0.0,0.2449479485609307,2.0820575627679117
Texas,2020,University of Texas:,Rio Grande Valley5,33766.0,1.0,0.0,1.0,0.0,0.0,27.0,1.0,25,1.0,0.0,0.0296155896463898,0.7996209204525262
Texas,2020,University of Texas:,San Antonio5,35755.0,3.0,0.0,2.0,1.0,0.0,64.0,5.0,57,2.0,0.0,0.083904349042092,1.7899594462312962
Texas,2020,University of Texas:,Southwestern Medical School5,2514.0,2.0,0.0,1.0,1.0,0.0,170.0,6.0,147,17.0,0.0,0.7955449482895784,67.62132060461417
Texas,2020,University of Texas:,Tyler5,12289.0,0.0,0.0,0.0,0.0,0.0,16.0,4.0,12,0.0,0.0,0.0,1.3019773781430548
Texas,2020,West Texas A&M University,,11875.0,1.0,0.0,1.0,0.0,0.0,22.0,0.0,22,0.0,0.0,0.0842105263157894,1.8526315789473684
Utah,2020,Brigham Young University,,39233.0,4.0,0.0,1.0,0.0,3.0,119.0,1.0,117,1.0,0.0,0.1019549868732954,3.0331608594805393
Utah,2020,Dixie State University,,12263.0,1.0,0.0,1.0,0.0,0.0,27.0,0.0,25,2.0,0.0,0.0815461143276523,2.2017450868466115
Utah,2020,Southern Utah University,,14369.0,1.0,0.0,1.0,0.0,0.0,15.0,0.0,13,2.0,0.0,0.0695942654325283,1.0439139814879257
Utah,2020,Utah State University:,Eastern6,,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5,0.0,0.0,,
Utah,2020,,Logan,32963.0,1.0,0.0,1.0,0.0,0.0,35.0,4.0,29,2.0,0.0,0.0303370445651184,1.0617965597791463
Vermont,2020,University of Vermont,,15698.0,2.0,0.0,2.0,0.0,0.0,77.0,4.0,72,1.0,1.0,0.1274047649382086,4.905083450121034
Virginia,2020,Christopher Newport University,,5117.0,0.0,0.0,0.0,0.0,0.0,43.0,2.0,38,3.0,1.0,0.0,8.403361344537815
Virginia,2020,College of William and Mary,,9765.0,0.0,0.0,0.0,0.0,0.0,48.0,3.0,45,0.0,0.0,0.0,4.915514592933948
Virginia,2020,Emory and Henry College,,1340.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
Virginia,2020,George Mason University,,48678.0,0.0,0.0,0.0,0.0,0.0,42.0,1.0,41,0.0,0.0,0.0,0.8628127696289906
Virginia,2020,James Madison University,,24152.0,5.0,0.0,4.0,0.0,1.0,59.0,4.0,54,1.0,0.0,0.2070221927790659,2.442861874792978
Virginia,2020,Norfolk State University,,5806.0,8.0,0.0,3.0,2.0,3.0,32.0,0.0,30,2.0,0.0,1.3778849466069585,5.511539786427834
Virginia,2020,Old Dominion University,,28046.0,13.0,0.0,1.0,7.0,5.0,126.0,4.0,94,28.0,0.0,0.4635242102260572,4.492619268344861
Virginia,2020,Radford University,,11085.0,8.0,0.0,5.0,3.0,0.0,33.0,1.0,32,0.0,3.0,0.7216959855660803,2.976995940460081
Virginia,2020,University of Virginia,,28593.0,18.0,0.0,8.0,2.0,8.0,119.0,7.0,108,4.0,0.0,0.6295247088448221,4.161857797362991
Virginia,2020,University of Virginia's College at Wise,,3376.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,4,1.0,0.0,0.0,1.4810426540284358
Virginia,2020,Virginia Commonwealth University,,33462.0,17.0,0.0,3.0,2.0,12.0,290.0,10.0,273,7.0,4.0,0.5080389695774311,8.66654712808559
Virginia,2020,Virginia Military Institute,,1738.0,2.0,0.0,1.0,1.0,0.0,13.0,2.0,11,0.0,0.0,1.150747986191024,7.479861910241657
Virginia,2020,Virginia Polytechnic Institute and State University,,36882.0,3.0,0.0,1.0,0.0,2.0,130.0,7.0,123,0.0,0.0,0.0813404912965674,3.5247546228512556
Washington,2020,Central Washington University,,17678.0,2.0,0.0,1.0,0.0,1.0,50.0,2.0,48,0.0,0.0,0.1131349700192329,2.828374250480824
Washington,2020,Eastern Washington University,,15961.0,1.0,0.0,0.0,0.0,1.0,14.0,2.0,10,2.0,1.0,0.0626527159952383,0.8771380239333375
Washington,2020,Evergreen State College,,4036.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4,0.0,0.0,0.0,0.9910802775024776
Washington,2020,University of Washington,,56315.0,16.0,0.0,5.0,2.0,9.0,456.0,101.0,337,18.0,1.0,0.2841161324691467,8.097309775370682
Washington,2020,Washington State University:,Pullman,35149.0,4.0,0.0,3.0,0.0,1.0,28.0,4.0,24,0.0,0.0,0.113801246123645,0.7966087228655153
Washington,2020,Washington State University:,Vancouver6,,1.0,0.0,0.0,1.0,0.0,3.0,3.0,0,0.0,0.0,,
Washington,2020,Western Washington University,,17966.0,1.0,0.0,1.0,0.0,0.0,46.0,9.0,36,1.0,1.0,0.0556606924190136,2.5603918512746295
West Virginia,2020,West Virginia University,Morgantown,29323.0,6.0,1.0,3.0,1.0,1.0,83.0,8.0,75,0.0,0.0,0.2046175357228114,2.8305425774988917
Wisconsin,2020,Marquette University,,12285.0,34.0,0.0,1.0,16.0,17.0,423.0,35.0,346,42.0,0.0,2.7676027676027672,34.43223443223444
Wisconsin,2020,University of Wisconsin:,Eau Claire,12637.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,30,0.0,0.0,0.0,2.37398116641608
Wisconsin,2020,University of Wisconsin:,Green Bay,10185.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,12,0.0,0.0,0.0,1.1782032400589102
Wisconsin,2020,University of Wisconsin:,La Crosse,11500.0,1.0,0.0,1.0,0.0,0.0,16.0,0.0,16,0.0,0.0,0.0869565217391304,1.3913043478260871
Wisconsin,2020,University of Wisconsin:,Madison,47392.0,9.0,2.0,1.0,0.0,6.0,159.0,19.0,136,4.0,1.0,0.1899054692775151,3.3549966239027684
Wisconsin,2020,University of Wisconsin:,Oshkosh,19257.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,24,0.0,0.0,0.0,1.2982292153502624
Wisconsin,2020,University of Wisconsin:,Parkside,5031.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4,0.0,0.0,0.0,0.7950705625124229
Wisconsin,2020,University of Wisconsin:,River Falls,6847.0,1.0,0.0,0.0,0.0,1.0,26.0,2.0,24,0.0,0.0,0.1460493646852636,3.797283481816854
Wisconsin,2020,University of Wisconsin:,Stevens Point,10201.0,2.0,0.0,2.0,0.0,0.0,25.0,0.0,25,0.0,0.0,0.1960592098813841,2.4507401235173023
Wisconsin,2020,University of Wisconsin:,Stout,10113.0,2.0,0.0,0.0,0.0,2.0,59.0,2.0,57,0.0,0.0,0.1977652526451102,5.834074953030752
Wisconsin,2020,University of Wisconsin:,Superior,3181.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,18,0.0,0.0,0.0,5.658597925180761
Wisconsin,2020,University of Wisconsin:,Whitewater,15155.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,12,0.0,0.0,0.0,0.791817881887166
Wyoming,2020,University of Wyoming,,13926.0,0.0,0.0,0.0,0.0,0.0,40.0,1.0,38,1.0,0.0,0.0,2.872325147206664
Alabama,2021,University of Alabama:,Birmingham,25843.0,18.0,0.0,5.0,1.0,12.0,159.0,23.0,124,12.0,2.0,0.696513562666873,6.152536470224046
Alabama,2021,University of Alabama:,Tuscaloosa,42096.0,17.0,0.0,5.0,2.0,10.0,175.0,22.0,148,5.0,0.0,0.4038388445458,4.157164576206765
Alabama,2021,University of North Alabama,,9185.0,5.0,0.0,1.0,0.0,4.0,25.0,5.0,20,0.0,1.0,0.5443658138268918,2.721829069134458
Alabama,2021,University of South Alabama,,16398.0,12.0,0.0,6.0,2.0,4.0,35.0,4.0,30,1.0,1.0,0.7317965605561654,2.134406634955482
Alaska,2021,University of Alaska:,Anchorage,20526.0,5.0,0.0,0.0,1.0,4.0,21.0,2.0,19,0.0,3.0,0.2435934911819156,1.0230926629640456
Alaska,2021,University of Alaska:,Fairbanks,11413.0,5.0,0.0,0.0,1.0,4.0,30.0,3.0,27,0.0,0.0,0.4380969070358363,2.628581442215018
Arizona,2021,Arizona Western College,,11646.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,2,0.0,0.0,0.0858663918942126,0.1717327837884252
Arizona,2021,Central Arizona College,,8093.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2,1.0,0.0,0.0,0.3706907203756332
Arizona,2021,Maricopa Community College2,,,4.0,0.0,0.0,0.0,4.0,94.0,4.0,81,9.0,0.0,,
Arizona,2021,Northern Arizona University,,34290.0,11.0,0.0,6.0,0.0,5.0,160.0,16.0,140,4.0,0.0,0.3207932341790609,4.666083406240887
Arizona,2021,Pima Community College,,36384.0,2.0,0.0,0.0,0.0,2.0,41.0,10.0,28,3.0,0.0,0.0549692172383465,1.1268689533861038
Arkansas,2021,Arkansas State University:,Beebe,4427.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3,0.0,0.0,0.0,0.677659814772984
Arkansas,2021,Arkansas State University:,Jonesboro,18762.0,8.0,0.0,3.0,0.0,5.0,30.0,3.0,27,0.0,0.0,0.4263937746508901,1.598976654940838
Arkansas,2021,Arkansas Tech University,,13316.0,3.0,0.0,2.0,0.0,1.0,27.0,2.0,25,0.0,0.0,0.2252928807449684,2.027635926704716
Arkansas,2021,Southern Arkansas University,,5249.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,8,0.0,0.0,0.0,1.7146123071061157
Arkansas,2021,Southern Arkansas University Tech,,1725.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0.0,0.0,0.0,0.5797101449275363
Arkansas,2021,University of Arkansas:,Fayetteville,30137.0,17.0,0.0,8.0,2.0,7.0,138.0,14.0,112,12.0,0.0,0.564090652686067,4.579088827686896
Arkansas,2021,University of Arkansas:,Medical Sciences,3015.0,5.0,0.0,0.0,0.0,5.0,62.0,5.0,53,4.0,0.0,1.658374792703151,20.563847429519072
Arkansas,2021,University of Arkansas:,Monticello,3499.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,7,0.0,0.0,0.0,2.000571591883395
Arkansas,2021,University of Arkansas:,Pine Bluff,2724.0,5.0,0.0,1.0,1.0,3.0,22.0,2.0,19,1.0,1.0,1.8355359765051396,8.076358296622614
Arkansas,2021,University of Central Arkansas,,12333.0,2.0,0.0,1.0,0.0,1.0,44.0,4.0,40,0.0,0.0,0.1621665450417579,3.567663990918674
California,2021,,,,,,,,,,,,,,,
Colorado,2021,Adams State University,,3883.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,9,0.0,0.0,0.0,2.317795518928663
Colorado,2021,Arapahoe Community College,,19102.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,5,1.0,0.0,0.0,0.3664537744738771
Colorado,2021,Colorado School of Mines,,7092.0,0.0,0.0,0.0,0.0,0.0,70.0,7.0,57,6.0,0.0,0.0,9.870276367738295
Colorado,2021,Colorado State University,Fort Collins,37806.0,10.0,0.0,1.0,0.0,9.0,247.0,15.0,226,6.0,3.0,0.2645082791091361,6.533354493995662
Colorado,2021,Fort Lewis College,,3766.0,5.0,0.0,3.0,0.0,2.0,13.0,6.0,7,0.0,0.0,1.327668613913967,3.451938396176314
Colorado,2021,Red Rocks Community College,,11486.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,7,0.0,0.0,0.0,0.6094375761796971
Colorado,2021,University of Colorado:,Boulder,41826.0,10.0,0.0,5.0,3.0,2.0,436.0,30.0,388,18.0,7.0,0.2390857361449815,10.424138095921196
Colorado,2021,University of Colorado:,Colorado Springs,16715.0,3.0,0.0,3.0,0.0,0.0,36.0,1.0,31,4.0,0.0,0.1794795094226742,2.153754113072091
Colorado,2021,University of Colorado:,Denver,31796.0,3.0,0.0,0.0,1.0,2.0,136.0,3.0,73,60.0,1.0,0.0943514907535539,4.277267580827777
Colorado,2021,University of Northern Colorado,,15248.0,3.0,0.0,2.0,1.0,0.0,93.0,5.0,84,4.0,0.0,0.1967471143756558,6.09916054564533
Connecticut,2021,Central Connecticut State University,,13046.0,1.0,0.0,0.0,1.0,0.0,28.0,0.0,27,1.0,0.0,0.0766518473095201,2.1462517246665644
Connecticut,2021,Eastern Connecticut State University,,5508.0,4.0,0.0,4.0,0.0,0.0,9.0,0.0,9,0.0,0.0,0.7262164124909223,1.6339869281045751
Connecticut,2021,Southern Connecticut State University,,11273.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,5,0.0,0.0,0.0,0.5322451876164287
Connecticut,2021,University of Connecticut,"Storrs, Avery Point, and Hartford2",,3.0,0.0,2.0,0.0,1.0,72.0,9.0,60,3.0,1.0,,
Connecticut,2021,Western Connecticut State University,,6463.0,1.0,0.0,1.0,0.0,0.0,7.0,0.0,6,1.0,0.0,0.1547269070091289,1.0830883490639025
Connecticut,2021,Yale University,,14910.0,2.0,0.0,0.0,2.0,0.0,171.0,13.0,155,3.0,0.0,0.1341381623071764,11.46881287726358
Delaware,2021,Delaware State University,,5263.0,13.0,0.0,4.0,0.0,9.0,42.0,5.0,36,1.0,0.0,2.470074102223067,7.980239407182215
Delaware,2021,University of Delaware,,26527.0,7.0,0.0,3.0,2.0,2.0,85.0,1.0,84,0.0,0.0,0.2638820824066046,3.204282429223056
Florida,2021,,,,,,,,,,,,,,,
Georgia,2021,Abraham Baldwin Agricultural College,,4667.0,0.0,0.0,0.0,0.0,0.0,26.0,2.0,23,1.0,0.0,0.0,5.571030640668524
Georgia,2021,Agnes Scott College,,1166.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,9,0.0,0.0,0.0,7.718696397941681
Georgia,2021,Albany Technical College,,4635.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
Georgia,2021,Athens Technical College,,6598.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
Georgia,2021,Atlanta Metropolitan State College,,2676.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0,0.0,0.0,0.0,0.7473841554559043
Georgia,2021,Atlanta Technical College,,6106.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2,0.0,0.0,0.0,0.3275466754012446
Georgia,2021,Augusta Technical College,,6088.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0.0,0.0,0.0,0.164257555847569
Georgia,2021,Augusta University,,9706.0,3.0,0.0,0.0,0.0,3.0,92.0,2.0,81,9.0,0.0,0.3090871625798475,9.47867298578199
Georgia,2021,Berry College,,2228.0,0.0,0.0,0.0,0.0,0.0,17.0,4.0,13,0.0,1.0,0.0,7.63016157989228
Georgia,2021,Clayton State University,,8420.0,7.0,0.0,5.0,1.0,1.0,23.0,1.0,21,1.0,0.0,0.831353919239905,2.7315914489311166
Georgia,2021,College of Coastal Georgia,,4355.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,9,1.0,1.0,0.0,2.5258323765786455
Georgia,2021,Columbus State University,,9643.0,4.0,0.0,2.0,2.0,0.0,38.0,4.0,31,3.0,0.0,0.4148086695011925,3.9406823602613295
Georgia,2021,Dalton State College,,5734.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.1743983257760725,0.0
Georgia,2021,Emory University,,15970.0,13.0,0.0,6.0,0.0,7.0,235.0,32.0,197,6.0,1.0,0.8140262993112085,14.715090795241077
Georgia,2021,Fort Valley State University,,2892.0,2.0,0.0,1.0,0.0,1.0,7.0,1.0,6,0.0,0.0,0.6915629322268326,2.4204702627939145
Georgia,2021,Georgia College and State University,,8039.0,8.0,0.0,1.0,0.0,7.0,35.0,0.0,34,1.0,0.0,0.995148650329643,4.353775345192188
Georgia,2021,Georgia Gwinnett College,,15489.0,2.0,0.0,0.0,1.0,1.0,13.0,0.0,13,0.0,0.0,0.1291238943766544,0.8393053134482537
Georgia,2021,Georgia Highlands College,,7895.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0.0,0.0,0.0,0.1266624445851805
Georgia,2021,Georgia Institute of Technology,,43217.0,10.0,0.0,3.0,2.0,5.0,205.0,20.0,156,29.0,1.0,0.2313904250642108,4.743503713816322
Georgia,2021,Georgia Military College,,14828.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
Georgia,2021,Georgia Northwestern Technical College,,8811.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2,0.0,0.0,0.0,0.2269889910339348
Georgia,2021,Georgia Piedmont Technical College,,4979.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2,0.0,0.0,0.0,0.4016870857601928
Georgia,2021,Georgia Southern University,,30231.0,9.0,0.0,7.0,1.0,1.0,83.0,5.0,75,3.0,1.0,0.2977076510866329,2.745526115576726
Georgia,2021,Georgia Southwestern State University,,3725.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1,0.0,0.0,0.2684563758389262,0.2684563758389262
Georgia,2021,Georgia State University,,41177.0,13.0,0.0,2.0,4.0,7.0,88.0,6.0,73,9.0,0.0,0.3157102265828011,2.137115379945115
Georgia,2021,Gordon State College,,4114.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.2430724355858045,0.0
Georgia,2021,Gwinnett Technical College,,12929.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
Georgia,2021,Kennesaw State University,,44088.0,11.0,0.0,3.0,5.0,3.0,58.0,4.0,50,4.0,0.0,0.249500998003992,1.3155507167483214
Georgia,2021,Mercer University,,9933.0,2.0,0.0,1.0,0.0,1.0,41.0,4.0,32,5.0,0.0,0.2013490385583408,4.127655290445989
Georgia,2021,Middle Georgia State University,,10155.0,3.0,0.0,1.0,1.0,1.0,28.0,5.0,21,2.0,0.0,0.2954209748892171,2.7572624322993597
Georgia,2021,Piedmont College ,,3052.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
Georgia,2021,Southern Regional Technical College,,6804.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
Georgia,2021,Spelman College,,2190.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
Georgia,2021,University of Georgia,,42941.0,17.0,0.0,14.0,1.0,2.0,372.0,15.0,346,11.0,2.0,0.3958920379124845,8.663049300202603
Georgia,2021,University of North Georgia,,23141.0,4.0,0.0,4.0,0.0,0.0,11.0,1.0,10,0.0,0.0,0.1728533771228555,0.4753467870878527
Georgia,2021,University of West Georgia,,15915.0,5.0,0.0,2.0,0.0,3.0,34.0,2.0,29,3.0,0.0,0.3141690229343387,2.1363493559535027
Georgia,2021,West Georgia Technical College,,10089.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2,0.0,0.0,0.0,0.1982357022499752
Georgia,2021,Young Harris College,,1650.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3,0.0,0.0,0.0,1.818181818181818
Illinois,2021,Illinois State University,,23141.0,6.0,0.0,5.0,1.0,0.0,70.0,5.0,63,2.0,1.0,0.2592800656842833,3.024934099649972
Illinois,2021,University of Illinois:,Chicago,35210.0,18.0,0.0,3.0,4.0,11.0,119.0,2.0,116,1.0,0.0,0.511218403862539,3.3797216699801194
Illinois,2021,University of Illinois:,Urbana,57324.0,13.0,0.0,3.0,2.0,8.0,169.0,3.0,161,5.0,1.0,0.226781103900635,2.9481543507082546
Indiana,2021,Indiana State University,,13990.0,0.0,0.0,0.0,0.0,0.0,102.0,2.0,95,5.0,0.0,0.0,7.290922087205146
Indiana,2021,University of Indianapolis,,6320.0,8.0,0.0,1.0,4.0,3.0,111.0,14.0,86,11.0,0.0,1.2658227848101269,17.563291139240505
Iowa,2021,Iowa State University,,35319.0,13.0,0.0,11.0,0.0,2.0,140.0,15.0,118,7.0,0.0,0.3680738412752343,3.963872136810215
Iowa,2021,University of Iowa,,34495.0,63.0,0.0,33.0,2.0,28.0,247.0,23.0,213,11.0,2.0,1.8263516451659665,7.160458037396724
Iowa,2021,University of Northern Iowa,,12137.0,4.0,0.0,4.0,0.0,0.0,53.0,2.0,46,5.0,0.0,0.3295707341188102,4.366812227074235
